"Date","Site","EpisodeCase","SpecCollectedCase","FirstConfirmed"
2021-04-11,"MMSD-P7",4,3,3
2021-04-11,"MMSD-P8",5,3,5
2021-04-12,"MMSD-P11",7,7,11
2021-04-12,"MMSD-P18",15,15,10
2021-04-12,"MMSD-P2",20,16,6
2021-04-12,"MMSD-P7",4,9,1
2021-04-12,"MMSD-P8",5,7,2
2021-04-13,"MMSD-P11",17,12,15
2021-04-13,"MMSD-P18",23,30,16
2021-04-13,"MMSD-P2",14,18,20
2021-04-13,"MMSD-P7",10,8,11
2021-04-13,"MMSD-P8",5,5,8
2021-04-14,"MMSD-P11",15,11,12
2021-04-14,"MMSD-P18",19,19,24
2021-04-14,"MMSD-P2",12,9,16
2021-04-14,"MMSD-P7",7,4,10
2021-04-14,"MMSD-P8",5,8,6
2021-04-15,"MMSD-P11",13,11,8
2021-04-15,"MMSD-P18",14,21,26
2021-04-15,"MMSD-P2",12,17,10
2021-04-15,"MMSD-P7",2,4,3
2021-04-15,"MMSD-P8",1,1,8
2021-04-16,"MMSD-P11",13,16,11
2021-04-16,"MMSD-P18",11,13,14
2021-04-16,"MMSD-P2",10,11,11
2021-04-16,"MMSD-P7",7,4,3
2021-04-16,"MMSD-P8",4,3,1
2021-04-17,"MMSD-P11",12,5,17
2021-04-17,"MMSD-P18",7,8,13
2021-04-17,"MMSD-P2",12,5,13
2021-04-17,"MMSD-P7",5,3,5
2021-04-17,"MMSD-P8",3,4,2
2021-04-18,"MMSD-P11",13,7,7
2021-04-18,"MMSD-P18",5,5,12
2021-04-18,"MMSD-P2",7,4,7
2021-04-18,"MMSD-P7",2,4,4
2021-04-18,"MMSD-P8",4,2,2
2021-04-19,"MMSD-P11",12,15,7
2021-04-19,"MMSD-P18",10,12,5
2021-04-19,"MMSD-P2",15,18,9
2021-04-19,"MMSD-P7",4,10,6
2021-04-19,"MMSD-P8",4,4,5
2021-04-20,"MMSD-P11",20,18,11
2021-04-20,"MMSD-P18",14,15,11
2021-04-20,"MMSD-P2",26,26,12
2021-04-20,"MMSD-P8",5,7,4
2021-04-21,"MMSD-P11",14,15,19
2021-04-21,"MMSD-P18",11,14,14
2021-04-21,"MMSD-P2",16,16,27
2021-04-21,"MMSD-P7",5,3,6
2021-04-21,"MMSD-P8",3,3,6
2021-04-22,"MMSD-P11",6,15,17
2021-04-22,"MMSD-P18",8,7,14
2021-04-22,"MMSD-P2",7,13,15
2021-04-22,"MMSD-P7",1,1,2
2021-04-22,"MMSD-P8",4,5,4
2021-04-23,"MMSD-P11",8,19,15
2021-04-23,"MMSD-P18",9,6,7
2021-04-23,"MMSD-P2",8,10,11
2021-04-23,"MMSD-P7",5,4,1
2021-04-23,"MMSD-P8",2,2,5
2021-04-24,"MMSD-P11",5,5,16
2021-04-24,"MMSD-P18",7,3,5
2021-04-24,"MMSD-P2",3,3,13
2021-04-24,"MMSD-P7",4,3,3
2021-04-24,"MMSD-P8",3,2,2
2021-04-25,"MMSD-P11",10,6,7
2021-04-25,"MMSD-P18",9,2,2
2021-04-25,"MMSD-P2",7,6,2
2021-04-25,"MMSD-P7",4,2,2
2021-04-25,"MMSD-P8",2,NA,2
2021-04-26,"MMSD-P11",10,9,7
2021-04-26,"MMSD-P18",18,19,9
2021-04-26,"MMSD-P2",10,10,8
2021-04-26,"MMSD-P7",3,2,4
2021-04-26,"MMSD-P8",1,2,NA
2021-04-27,"MMSD-P11",10,16,5
2021-04-27,"MMSD-P18",16,18,13
2021-04-27,"MMSD-P2",9,12,10
2021-04-27,"MMSD-P7",5,8,2
2021-04-27,"MMSD-P8",5,4,2
2021-04-28,"MMSD-P11",11,12,16
2021-04-28,"MMSD-P18",15,8,18
2021-04-28,"MMSD-P2",8,6,13
2021-04-28,"MMSD-P7",4,5,6
2021-04-28,"MMSD-P8",2,3,5
2021-04-29,"MMSD-P11",7,8,19
2021-04-29,"MMSD-P18",13,19,12
2021-04-29,"MMSD-P2",4,4,6
2021-04-29,"MMSD-P7",7,5,7
2021-04-29,"MMSD-P8",3,4,3
2021-04-30,"MMSD-P11",10,11,5
2021-04-30,"MMSD-P18",8,10,15
2021-04-30,"MMSD-P2",1,5,3
2021-04-30,"MMSD-P7",2,5,5
2021-04-30,"MMSD-P8",2,5,3
2021-05-01,"MMSD-P11",2,2,10
2021-05-01,"MMSD-P18",6,11,11
2021-05-01,"MMSD-P2",4,5,6
2021-05-01,"MMSD-P7",6,5,5
2021-05-01,"MMSD-P8",2,4,4
2021-05-02,"MMSD-P11",8,3,3
2021-05-02,"MMSD-P18",10,7,13
2021-05-02,"MMSD-P2",4,4,2
2021-05-02,"MMSD-P7",4,2,3
2021-05-02,"MMSD-P8",1,NA,4
2021-05-03,"MMSD-P11",9,13,5
2021-05-03,"MMSD-P18",10,10,3
2021-05-03,"MMSD-P2",7,4,7
2021-05-03,"MMSD-P7",4,5,2
2021-05-03,"MMSD-P8",3,2,NA
2021-05-04,"MMSD-P11",11,12,11
2021-05-04,"MMSD-P18",13,17,9
2021-05-04,"MMSD-P2",7,11,5
2021-05-04,"MMSD-P7",4,6,6
2021-05-04,"MMSD-P8",3,6,2
2021-05-05,"MMSD-P11",5,10,11
2021-05-05,"MMSD-P18",7,8,19
2021-05-05,"MMSD-P2",4,5,7
2021-05-05,"MMSD-P7",3,3,5
2021-05-05,"MMSD-P8",1,1,4
2021-05-06,"MMSD-P11",5,4,11
2021-05-06,"MMSD-P18",8,11,8
2021-05-06,"MMSD-P2",3,2,8
2021-05-06,"MMSD-P7",2,4,7
2021-05-06,"MMSD-P8",4,2,4
2021-05-07,"MMSD-P11",6,6,3
2021-05-07,"MMSD-P18",3,5,7
2021-05-07,"MMSD-P2",2,2,2
2021-05-07,"MMSD-P7",4,2,3
2021-05-07,"MMSD-P8",2,1,1
2021-05-08,"MMSD-P11",2,2,8
2021-05-08,"MMSD-P18",5,3,7
2021-05-08,"MMSD-P2",1,NA,3
2021-05-08,"MMSD-P7",2,3,1
2021-05-09,"MMSD-P11",2,3,2
2021-05-09,"MMSD-P18",1,2,2
2021-05-09,"MMSD-P2",3,1,NA
2021-05-09,"MMSD-P7",1,NA,1
2021-05-09,"MMSD-P8",3,2,3
2021-05-10,"MMSD-P11",2,4,1
2021-05-10,"MMSD-P18",8,4,3
2021-05-10,"MMSD-P2",2,1,1
2021-05-10,"MMSD-P7",1,1,2
2021-05-10,"MMSD-P8",2,NA,1
2021-05-11,"MMSD-P11",3,3,4
2021-05-11,"MMSD-P18",4,6,6
2021-05-11,"MMSD-P2",5,4,1
2021-05-11,"MMSD-P7",2,NA,1
2021-05-12,"MMSD-P11",6,4,3
2021-05-12,"MMSD-P18",10,13,6
2021-05-12,"MMSD-P2",3,4,3
2021-05-12,"MMSD-P8",4,6,1
2021-05-13,"MMSD-P11",4,5,5
2021-05-13,"MMSD-P18",5,14,11
2021-05-13,"MMSD-P2",4,6,3
2021-05-13,"MMSD-P7",1,3,2
2021-05-13,"MMSD-P8",2,3,5
2021-05-14,"MMSD-P11",10,4,5
2021-05-14,"MMSD-P18",4,2,17
2021-05-14,"MMSD-P2",3,5,7
2021-05-14,"MMSD-P7",1,NA,3
2021-05-15,"MMSD-P11",3,4,3
2021-05-15,"MMSD-P18",3,2,2
2021-05-15,"MMSD-P2",1,1,3
2021-05-15,"MMSD-P7",2,1,NA
2021-05-15,"MMSD-P8",3,NA,NA
2021-05-16,"MMSD-P11",6,6,2
2021-05-16,"MMSD-P18",3,1,NA
2021-05-16,"MMSD-P2",2,1,NA
2021-05-16,"MMSD-P7",4,4,1
2021-05-17,"MMSD-P11",6,5,3
2021-05-17,"MMSD-P18",3,3,3
2021-05-17,"MMSD-P2",2,1,5
2021-05-17,"MMSD-P7",1,2,3
2021-05-17,"MMSD-P8",2,1,2
2021-05-18,"MMSD-P11",7,13,7
2021-05-18,"MMSD-P18",3,6,2
2021-05-18,"MMSD-P2",3,3,2
2021-05-18,"MMSD-P8",2,2,1
2021-05-19,"MMSD-P11",9,3,16
2021-05-19,"MMSD-P18",3,3,8
2021-05-19,"MMSD-P2",3,NA,3
2021-05-19,"MMSD-P7",5,4,2
2021-05-19,"MMSD-P8",2,2,1
2021-05-20,"MMSD-P11",4,9,6
2021-05-20,"MMSD-P18",4,4,2
2021-05-20,"MMSD-P2",3,3,1
2021-05-20,"MMSD-P7",1,3,4
2021-05-20,"MMSD-P8",1,5,4
2021-05-21,"MMSD-P11",5,10,7
2021-05-21,"MMSD-P2",1,2,1
2021-05-21,"MMSD-P8",1,1,2
2021-05-22,"MMSD-P11",2,2,7
2021-05-22,"MMSD-P18",5,5,2
2021-05-22,"MMSD-P2",3,2,4
2021-05-23,"MMSD-P18",4,3,2
2021-05-23,"MMSD-P7",1,NA,NA
2021-05-23,"MMSD-P8",3,NA,NA
2021-05-24,"MMSD-P11",2,3,1
2021-05-24,"MMSD-P18",4,4,5
2021-05-24,"MMSD-P2",5,5,1
2021-05-24,"MMSD-P7",1,2,1
2021-05-24,"MMSD-P8",3,2,NA
2021-05-25,"MMSD-P11",3,6,3
2021-05-25,"MMSD-P18",6,3,6
2021-05-25,"MMSD-P8",4,3,1
2021-05-26,"MMSD-P11",4,3,6
2021-05-26,"MMSD-P18",4,5,2
2021-05-26,"MMSD-P7",1,NA,NA
2021-05-27,"MMSD-P11",1,1,2
2021-05-27,"MMSD-P18",4,3,2
2021-05-27,"MMSD-P2",1,1,NA
2021-05-27,"MMSD-P7",1,NA,NA
2021-05-28,"MMSD-P11",1,NA,1
2021-05-28,"MMSD-P18",2,3,5
2021-05-28,"MMSD-P2",1,2,1
2021-05-28,"MMSD-P8",2,2,2
2021-05-29,"MMSD-P11",2,1,NA
2021-05-29,"MMSD-P2",1,1,2
2021-05-29,"MMSD-P7",1,1,2
2021-05-30,"MMSD-P11",1,2,1
2021-05-31,"MMSD-P11",4,1,1
2021-05-31,"MMSD-P18",2,3,1
2021-06-01,"MMSD-P11",3,3,1
2021-06-01,"MMSD-P2",3,1,2
2021-06-01,"MMSD-P8",1,1,NA
2021-06-02,"MMSD-P11",5,7,5
2021-06-03,"MMSD-P11",2,2,6
2021-06-03,"MMSD-P18",2,2,1
2021-06-03,"MMSD-P8",2,NA,NA
2021-06-04,"MMSD-P11",1,1,2
2021-06-04,"MMSD-P2",1,NA,1
2021-06-04,"MMSD-P7",1,NA,NA
2021-06-04,"MMSD-P8",1,2,NA
2021-06-05,"MMSD-P11",2,1,1
2021-06-05,"MMSD-P18",2,1,NA
2021-06-05,"MMSD-P2",1,NA,NA
2021-06-05,"MMSD-P7",1,1,NA
2021-06-05,"MMSD-P8",1,1,1
2021-06-06,"MMSD-P11",1,2,2
2021-06-06,"MMSD-P2",1,NA,NA
2021-06-07,"MMSD-P11",4,3,2
2021-06-07,"MMSD-P2",1,3,1
2021-06-07,"MMSD-P7",1,NA,NA
2021-06-07,"MMSD-P8",1,2,2
2021-06-08,"MMSD-P18",1,1,1
2021-06-08,"MMSD-P2",1,NA,2
2021-06-09,"MMSD-P11",2,4,1
2021-06-09,"MMSD-P18",2,1,NA
2021-06-10,"MMSD-P11",5,5,8
2021-06-10,"MMSD-P18",1,3,1
2021-06-10,"MMSD-P2",4,3,NA
2021-06-10,"MMSD-P7",1,NA,NA
2021-06-11,"MMSD-P11",3,NA,5
2021-06-11,"MMSD-P18",2,1,4
2021-06-11,"MMSD-P2",1,1,3
2021-06-12,"MMSD-P11",1,3,NA
2021-06-12,"MMSD-P18",4,1,1
2021-06-12,"MMSD-P2",1,NA,1
2021-06-13,"MMSD-P11",4,1,3
2021-06-13,"MMSD-P2",1,1,NA
2021-06-13,"MMSD-P8",1,NA,NA
2021-06-14,"MMSD-P18",1,3,NA
2021-06-15,"MMSD-P11",2,2,NA
2021-06-15,"MMSD-P18",2,3,NA
2021-06-15,"MMSD-P2",2,3,NA
2021-06-15,"MMSD-P7",2,1,NA
2021-06-16,"MMSD-P11",3,2,4
2021-06-16,"MMSD-P18",1,1,5
2021-06-16,"MMSD-P2",1,3,4
2021-06-16,"MMSD-P7",3,1,1
2021-06-17,"MMSD-P18",1,2,3
2021-06-17,"MMSD-P8",1,1,NA
2021-06-18,"MMSD-P18",2,3,1
2021-06-18,"MMSD-P2",2,1,NA
2021-06-18,"MMSD-P7",1,1,1
2021-06-18,"MMSD-P8",2,2,1
2021-06-19,"MMSD-P11",1,NA,1
2021-06-19,"MMSD-P2",1,NA,1
2021-06-19,"MMSD-P8",2,NA,2
2021-06-20,"MMSD-P11",1,1,NA
2021-06-20,"MMSD-P7",1,NA,NA
2021-06-20,"MMSD-P8",1,1,NA
2021-06-21,"MMSD-P18",1,NA,NA
2021-06-21,"MMSD-P2",3,2,NA
2021-06-22,"MMSD-P11",2,1,1
2021-06-22,"MMSD-P18",2,1,NA
2021-06-22,"MMSD-P2",1,NA,1
2021-06-22,"MMSD-P7",2,1,2
2021-06-23,"MMSD-P11",2,2,1
2021-06-23,"MMSD-P18",1,NA,1
2021-06-23,"MMSD-P7",1,NA,NA
2021-06-23,"MMSD-P8",2,2,1
2021-06-24,"MMSD-P18",1,NA,1
2021-06-24,"MMSD-P2",1,2,2
2021-06-25,"MMSD-P11",2,3,NA
2021-06-25,"MMSD-P18",2,1,NA
2021-06-25,"MMSD-P2",1,2,2
2021-06-25,"MMSD-P8",2,2,1
2021-06-26,"MMSD-P11",2,1,2
2021-06-26,"MMSD-P18",3,5,2
2021-06-26,"MMSD-P2",1,1,3
2021-06-27,"MMSD-P8",1,NA,1
2021-06-28,"MMSD-P18",1,1,4
2021-06-28,"MMSD-P2",1,NA,NA
2021-06-28,"MMSD-P7",1,1,NA
2021-06-28,"MMSD-P8",1,1,NA
2021-06-29,"MMSD-P11",4,2,1
2021-06-29,"MMSD-P18",3,3,NA
2021-06-29,"MMSD-P2",2,2,1
2021-06-29,"MMSD-P7",1,2,3
2021-06-29,"MMSD-P8",2,2,1
2021-06-30,"MMSD-P11",2,4,1
2021-06-30,"MMSD-P18",1,1,5
2021-06-30,"MMSD-P7",1,2,1
2021-06-30,"MMSD-P8",2,NA,1
2021-07-01,"MMSD-P11",1,NA,1
2021-07-01,"MMSD-P18",3,1,1
2021-07-01,"MMSD-P2",1,2,1
2021-07-01,"MMSD-P7",3,NA,1
2021-07-01,"MMSD-P8",2,2,1
2021-07-02,"MMSD-P11",2,1,3
2021-07-02,"MMSD-P18",2,3,NA
2021-07-02,"MMSD-P2",1,NA,2
2021-07-02,"MMSD-P7",1,2,NA
2021-07-02,"MMSD-P8",2,NA,2
2021-07-03,"MMSD-P18",3,NA,1
2021-07-03,"MMSD-P2",1,NA,NA
2021-07-03,"MMSD-P8",1,2,NA
2021-07-04,"MMSD-P11",3,1,1
2021-07-04,"MMSD-P2",1,1,NA
2021-07-04,"MMSD-P7",1,NA,NA
2021-07-04,"MMSD-P8",1,1,NA
2021-07-05,"MMSD-P11",2,2,NA
2021-07-05,"MMSD-P18",3,3,NA
2021-07-05,"MMSD-P2",1,1,NA
2021-07-05,"MMSD-P7",2,NA,NA
2021-07-06,"MMSD-P11",1,1,1
2021-07-06,"MMSD-P18",2,5,3
2021-07-06,"MMSD-P2",1,NA,1
2021-07-06,"MMSD-P7",1,1,NA
2021-07-06,"MMSD-P8",2,1,3
2021-07-07,"MMSD-P11",2,5,2
2021-07-07,"MMSD-P18",1,2,4
2021-07-07,"MMSD-P2",2,1,1
2021-07-07,"MMSD-P8",1,NA,3
2021-07-08,"MMSD-P11",6,4,4
2021-07-08,"MMSD-P18",1,NA,5
2021-07-08,"MMSD-P2",2,NA,NA
2021-07-08,"MMSD-P8",1,3,NA
2021-07-09,"MMSD-P11",2,1,5
2021-07-09,"MMSD-P18",1,1,NA
2021-07-09,"MMSD-P2",2,3,1
2021-07-09,"MMSD-P7",1,1,NA
2021-07-09,"MMSD-P8",2,1,3
2021-07-10,"MMSD-P18",7,5,1
2021-07-10,"MMSD-P2",3,2,3
2021-07-10,"MMSD-P7",2,NA,NA
2021-07-10,"MMSD-P8",1,NA,1
2021-07-11,"MMSD-P11",3,3,NA
2021-07-11,"MMSD-P18",3,2,5
2021-07-11,"MMSD-P2",2,3,2
2021-07-11,"MMSD-P7",2,1,1
2021-07-12,"MMSD-P11",4,NA,3
2021-07-12,"MMSD-P18",6,3,3
2021-07-12,"MMSD-P7",3,6,2
2021-07-13,"MMSD-P11",4,3,NA
2021-07-13,"MMSD-P18",2,6,1
2021-07-13,"MMSD-P2",1,2,1
2021-07-13,"MMSD-P7",2,3,1
2021-07-13,"MMSD-P8",1,1,NA
2021-07-14,"MMSD-P11",2,3,3
2021-07-14,"MMSD-P18",5,2,7
2021-07-14,"MMSD-P2",4,3,3
2021-07-14,"MMSD-P7",3,1,5
2021-07-14,"MMSD-P8",3,5,1
2021-07-15,"MMSD-P11",1,4,2
2021-07-15,"MMSD-P18",6,4,2
2021-07-15,"MMSD-P2",4,3,2
2021-07-15,"MMSD-P7",1,1,2
2021-07-15,"MMSD-P8",6,2,4
2021-07-16,"MMSD-P11",9,3,5
2021-07-16,"MMSD-P18",2,3,4
2021-07-16,"MMSD-P2",2,1,3
2021-07-16,"MMSD-P7",2,1,1
2021-07-16,"MMSD-P8",3,2,2
2021-07-17,"MMSD-P11",3,6,2
2021-07-17,"MMSD-P18",4,1,3
2021-07-17,"MMSD-P2",1,NA,2
2021-07-17,"MMSD-P8",4,2,4
2021-07-18,"MMSD-P11",9,2,3
2021-07-18,"MMSD-P18",7,6,1
2021-07-18,"MMSD-P2",3,NA,NA
2021-07-18,"MMSD-P7",3,3,4
2021-07-18,"MMSD-P8",1,1,1
2021-07-19,"MMSD-P11",4,2,4
2021-07-19,"MMSD-P18",15,6,7
2021-07-19,"MMSD-P2",4,3,1
2021-07-19,"MMSD-P7",1,NA,3
2021-07-19,"MMSD-P8",7,2,1
2021-07-20,"MMSD-P11",7,11,3
2021-07-20,"MMSD-P18",10,8,5
2021-07-20,"MMSD-P2",7,4,2
2021-07-20,"MMSD-P7",2,3,1
2021-07-20,"MMSD-P8",2,5,3
2021-07-21,"MMSD-P11",10,7,9
2021-07-21,"MMSD-P18",6,11,3
2021-07-21,"MMSD-P2",6,6,5
2021-07-21,"MMSD-P7",3,3,1
2021-07-21,"MMSD-P8",2,3,3
2021-07-22,"MMSD-P11",9,5,9
2021-07-22,"MMSD-P18",11,10,13
2021-07-22,"MMSD-P2",10,4,4
2021-07-22,"MMSD-P7",3,2,4
2021-07-22,"MMSD-P8",2,3,2
2021-07-23,"MMSD-P11",15,16,6
2021-07-23,"MMSD-P18",12,9,12
2021-07-23,"MMSD-P2",8,7,9
2021-07-23,"MMSD-P7",3,1,2
2021-07-23,"MMSD-P8",6,4,6
2021-07-24,"MMSD-P11",17,8,13
2021-07-24,"MMSD-P18",8,10,6
2021-07-24,"MMSD-P2",8,5,NA
2021-07-24,"MMSD-P7",6,1,1
2021-07-24,"MMSD-P8",5,1,2
2021-07-25,"MMSD-P11",8,3,8
2021-07-25,"MMSD-P18",13,8,13
2021-07-25,"MMSD-P2",11,4,7
2021-07-25,"MMSD-P7",1,2,1
2021-07-25,"MMSD-P8",3,2,2
2021-07-26,"MMSD-P11",7,15,4
2021-07-26,"MMSD-P18",18,14,10
2021-07-26,"MMSD-P2",18,14,5
2021-07-26,"MMSD-P7",6,7,2
2021-07-26,"MMSD-P8",8,6,2
2021-07-27,"MMSD-P11",19,21,13
2021-07-27,"MMSD-P18",12,6,8
2021-07-27,"MMSD-P2",16,20,13
2021-07-27,"MMSD-P7",2,2,4
2021-07-27,"MMSD-P8",7,9,6
2021-07-28,"MMSD-P11",11,16,25
2021-07-28,"MMSD-P18",17,27,12
2021-07-28,"MMSD-P2",11,13,11
2021-07-28,"MMSD-P7",2,3,4
2021-07-28,"MMSD-P8",16,9,9
2021-07-29,"MMSD-P11",15,15,16
2021-07-29,"MMSD-P18",14,22,19
2021-07-29,"MMSD-P2",18,20,15
2021-07-29,"MMSD-P7",7,6,3
2021-07-29,"MMSD-P8",12,16,7
2021-07-30,"MMSD-P11",7,11,11
2021-07-30,"MMSD-P18",14,9,17
2021-07-30,"MMSD-P2",10,13,20
2021-07-30,"MMSD-P7",2,6,4
2021-07-30,"MMSD-P8",6,9,14
2021-07-31,"MMSD-P11",10,10,5
2021-07-31,"MMSD-P18",13,12,14
2021-07-31,"MMSD-P2",13,13,14
2021-07-31,"MMSD-P7",5,4,6
2021-07-31,"MMSD-P8",3,7,8
2021-08-01,"MMSD-P11",13,8,12
2021-08-01,"MMSD-P18",8,12,10
2021-08-01,"MMSD-P2",11,5,8
2021-08-01,"MMSD-P7",6,NA,5
2021-08-01,"MMSD-P8",11,8,4
2021-08-02,"MMSD-P11",19,17,14
2021-08-02,"MMSD-P18",15,23,15
2021-08-02,"MMSD-P2",14,18,16
2021-08-02,"MMSD-P7",3,3,1
2021-08-02,"MMSD-P8",11,16,21
2021-08-03,"MMSD-P11",25,30,17
2021-08-03,"MMSD-P18",17,15,24
2021-08-03,"MMSD-P2",13,16,13
2021-08-03,"MMSD-P7",10,8,3
2021-08-03,"MMSD-P8",9,8,7
2021-08-04,"MMSD-P11",16,17,30
2021-08-04,"MMSD-P18",21,21,19
2021-08-04,"MMSD-P2",13,18,20
2021-08-04,"MMSD-P7",4,5,5
2021-08-04,"MMSD-P8",11,12,12
2021-08-05,"MMSD-P11",16,20,14
2021-08-05,"MMSD-P18",21,23,19
2021-08-05,"MMSD-P2",13,20,20
2021-08-05,"MMSD-P7",9,12,12
2021-08-05,"MMSD-P8",6,10,7
2021-08-06,"MMSD-P11",14,16,18
2021-08-06,"MMSD-P18",25,21,18
2021-08-06,"MMSD-P2",17,14,20
2021-08-06,"MMSD-P7",13,8,8
2021-08-06,"MMSD-P8",10,7,12
2021-08-07,"MMSD-P11",20,16,7
2021-08-07,"MMSD-P18",16,7,20
2021-08-07,"MMSD-P2",10,4,8
2021-08-07,"MMSD-P7",5,5,3
2021-08-07,"MMSD-P8",3,3,3
2021-08-08,"MMSD-P11",15,3,21
2021-08-08,"MMSD-P18",16,8,11
2021-08-08,"MMSD-P2",10,NA,7
2021-08-08,"MMSD-P7",6,7,6
2021-08-08,"MMSD-P8",6,2,8
2021-08-09,"MMSD-P11",19,19,14
2021-08-09,"MMSD-P18",15,14,12
2021-08-09,"MMSD-P2",16,18,4
2021-08-09,"MMSD-P7",8,8,5
2021-08-09,"MMSD-P8",16,11,4
2021-08-10,"MMSD-P11",20,16,16
2021-08-10,"MMSD-P18",25,21,10
2021-08-10,"MMSD-P2",10,16,9
2021-08-10,"MMSD-P7",14,8,10
2021-08-10,"MMSD-P8",11,12,7
2021-08-11,"MMSD-P11",16,21,21
2021-08-11,"MMSD-P18",23,23,20
2021-08-11,"MMSD-P2",13,11,17
2021-08-11,"MMSD-P7",11,17,11
2021-08-11,"MMSD-P8",15,14,13
2021-08-12,"MMSD-P11",20,27,18
2021-08-12,"MMSD-P18",22,30,19
2021-08-12,"MMSD-P2",15,19,12
2021-08-12,"MMSD-P7",13,12,19
2021-08-12,"MMSD-P8",9,20,14
2021-08-13,"MMSD-P11",15,8,21
2021-08-13,"MMSD-P18",17,18,28
2021-08-13,"MMSD-P2",8,5,14
2021-08-13,"MMSD-P7",6,4,11
2021-08-13,"MMSD-P8",10,8,19
2021-08-14,"MMSD-P11",18,21,10
2021-08-14,"MMSD-P18",26,25,17
2021-08-14,"MMSD-P2",6,6,13
2021-08-14,"MMSD-P7",8,11,1
2021-08-14,"MMSD-P8",7,2,5
2021-08-15,"MMSD-P11",15,4,16
2021-08-15,"MMSD-P18",25,16,23
2021-08-15,"MMSD-P2",7,4,5
2021-08-15,"MMSD-P7",10,2,13
2021-08-15,"MMSD-P8",3,4,4
2021-08-16,"MMSD-P11",30,30,14
2021-08-16,"MMSD-P18",30,29,18
2021-08-16,"MMSD-P2",12,14,6
2021-08-16,"MMSD-P7",14,15,5
2021-08-16,"MMSD-P8",6,5,9
2021-08-17,"MMSD-P11",25,30,17
2021-08-17,"MMSD-P18",24,30,23
2021-08-17,"MMSD-P2",22,24,11
2021-08-17,"MMSD-P7",16,13,11
2021-08-17,"MMSD-P8",10,11,6
2021-08-18,"MMSD-P11",16,23,28
2021-08-18,"MMSD-P18",25,25,19
2021-08-18,"MMSD-P2",10,7,22
2021-08-18,"MMSD-P7",14,16,9
2021-08-18,"MMSD-P8",16,10,8
2021-08-19,"MMSD-P11",33,27,26
2021-08-19,"MMSD-P18",23,21,36
2021-08-19,"MMSD-P2",6,10,5
2021-08-19,"MMSD-P7",18,16,16
2021-08-19,"MMSD-P8",8,14,10
2021-08-20,"MMSD-P11",27,23,21
2021-08-20,"MMSD-P18",24,23,23
2021-08-20,"MMSD-P2",5,12,10
2021-08-20,"MMSD-P7",7,9,15
2021-08-20,"MMSD-P8",12,13,13
2021-08-21,"MMSD-P11",12,5,13
2021-08-21,"MMSD-P18",23,25,7
2021-08-21,"MMSD-P2",5,4,7
2021-08-21,"MMSD-P7",10,4,6
2021-08-21,"MMSD-P8",3,4,2
2021-08-22,"MMSD-P11",17,16,15
2021-08-22,"MMSD-P18",17,15,20
2021-08-22,"MMSD-P2",8,4,6
2021-08-22,"MMSD-P7",6,3,3
2021-08-22,"MMSD-P8",9,6,10
2021-08-23,"MMSD-P11",25,26,13
2021-08-23,"MMSD-P18",32,28,26
2021-08-23,"MMSD-P2",13,11,3
2021-08-23,"MMSD-P7",6,23,7
2021-08-23,"MMSD-P8",11,10,3
2021-08-24,"MMSD-P11",24,24,21
2021-08-24,"MMSD-P18",24,28,28
2021-08-24,"MMSD-P2",18,13,11
2021-08-24,"MMSD-P7",9,7,21
2021-08-24,"MMSD-P8",9,7,9
2021-08-25,"MMSD-P11",17,19,23
2021-08-25,"MMSD-P18",21,19,26
2021-08-25,"MMSD-P2",12,16,13
2021-08-25,"MMSD-P7",7,12,7
2021-08-25,"MMSD-P8",12,11,11
2021-08-26,"MMSD-P11",20,26,26
2021-08-26,"MMSD-P18",26,31,30
2021-08-26,"MMSD-P2",14,14,21
2021-08-26,"MMSD-P7",8,5,19
2021-08-26,"MMSD-P8",14,15,18
2021-08-27,"MMSD-P11",23,26,43
2021-08-27,"MMSD-P18",19,20,31
2021-08-27,"MMSD-P2",6,9,15
2021-08-27,"MMSD-P7",4,5,6
2021-08-27,"MMSD-P8",4,6,16
2021-08-28,"MMSD-P11",14,12,5
2021-08-28,"MMSD-P18",10,9,11
2021-08-28,"MMSD-P2",11,11,2
2021-08-28,"MMSD-P7",6,4,1
2021-08-28,"MMSD-P8",8,6,1
2021-08-29,"MMSD-P11",15,12,13
2021-08-29,"MMSD-P18",13,6,10
2021-08-29,"MMSD-P2",8,3,8
2021-08-29,"MMSD-P7",5,3,3
2021-08-29,"MMSD-P8",9,6,3
2021-08-30,"MMSD-P11",22,27,22
2021-08-30,"MMSD-P18",27,27,19
2021-08-30,"MMSD-P2",25,20,14
2021-08-30,"MMSD-P7",9,8,8
2021-08-30,"MMSD-P8",7,6,9
2021-08-31,"MMSD-P11",22,16,20
2021-08-31,"MMSD-P18",31,29,23
2021-08-31,"MMSD-P2",14,17,15
2021-08-31,"MMSD-P7",8,12,8
2021-08-31,"MMSD-P8",7,14,6
2021-09-01,"MMSD-P11",19,20,23
2021-09-01,"MMSD-P18",36,28,38
2021-09-01,"MMSD-P2",19,16,17
2021-09-01,"MMSD-P7",7,10,13
2021-09-01,"MMSD-P8",9,7,13
2021-09-02,"MMSD-P11",18,21,20
2021-09-02,"MMSD-P18",27,40,23
2021-09-02,"MMSD-P2",12,18,16
2021-09-02,"MMSD-P7",9,5,4
2021-09-02,"MMSD-P8",7,7,9
2021-09-03,"MMSD-P11",11,13,17
2021-09-03,"MMSD-P18",29,24,29
