"Date","Site","EpisodeCase","SpecCollectedCase","FirstConfirmed"
2022-01-08,"MMSD-P11",184,190,13
2022-01-08,"MMSD-P18",195,192,6
2022-01-08,"MMSD-P2",96,82,37
2022-01-08,"MMSD-P7",78,84,3
2022-01-08,"MMSD-P8",84,66,8
2022-01-09,"MMSD-P11",160,164,54
2022-01-09,"MMSD-P18",156,152,57
2022-01-09,"MMSD-P2",97,76,106
2022-01-09,"MMSD-P7",66,55,27
2022-01-09,"MMSD-P8",74,72,49
2022-01-10,"MMSD-P11",278,298,113
2022-01-10,"MMSD-P18",362,393,115
2022-01-10,"MMSD-P2",253,291,83
2022-01-10,"MMSD-P7",134,139,46
2022-01-10,"MMSD-P8",130,151,86
2022-01-11,"MMSD-P11",292,303,116
2022-01-11,"MMSD-P18",377,371,120
2022-01-11,"MMSD-P2",170,192,72
2022-01-11,"MMSD-P7",145,154,61
2022-01-11,"MMSD-P8",178,188,63
2022-01-12,"MMSD-P11",256,262,136
2022-01-12,"MMSD-P18",319,334,234
2022-01-12,"MMSD-P2",162,163,131
2022-01-12,"MMSD-P7",151,146,76
2022-01-12,"MMSD-P8",139,139,95
2022-01-13,"MMSD-P11",259,249,262
2022-01-13,"MMSD-P18",311,302,363
2022-01-13,"MMSD-P2",131,128,233
2022-01-13,"MMSD-P7",116,116,125
2022-01-13,"MMSD-P8",118,118,159
2022-01-14,"MMSD-P11",247,239,281
2022-01-14,"MMSD-P18",308,296,325
2022-01-14,"MMSD-P2",143,143,195
2022-01-14,"MMSD-P7",110,114,111
2022-01-14,"MMSD-P8",139,137,140
2022-01-15,"MMSD-P11",134,126,130
2022-01-15,"MMSD-P18",113,96,195
2022-01-15,"MMSD-P2",50,40,92
2022-01-15,"MMSD-P7",57,54,48
2022-01-15,"MMSD-P8",51,48,69
2022-01-16,"MMSD-P11",79,66,2016
2022-01-16,"MMSD-P18",108,86,2177
2022-01-16,"MMSD-P2",41,33,963
2022-01-16,"MMSD-P7",41,32,1016
2022-01-16,"MMSD-P8",35,26,964
2022-01-17,"MMSD-P11",191,208,586
2022-01-17,"MMSD-P18",242,262,607
2022-01-17,"MMSD-P2",91,82,269
2022-01-17,"MMSD-P7",112,120,316
2022-01-17,"MMSD-P8",105,107,327
2022-01-18,"MMSD-P11",255,270,220
2022-01-18,"MMSD-P18",291,324,295
2022-01-18,"MMSD-P2",156,181,126
2022-01-18,"MMSD-P7",122,125,114
2022-01-18,"MMSD-P8",134,149,119
2022-01-19,"MMSD-P11",193,207,526
2022-01-19,"MMSD-P18",285,300,625
2022-01-19,"MMSD-P2",123,134,288
2022-01-19,"MMSD-P7",106,110,257
2022-01-19,"MMSD-P8",92,101,227
2022-01-20,"MMSD-P11",164,160,233
2022-01-20,"MMSD-P18",236,237,279
2022-01-20,"MMSD-P2",81,89,148
2022-01-20,"MMSD-P7",86,88,112
2022-01-20,"MMSD-P8",89,88,118
2022-01-21,"MMSD-P11",150,154,168
2022-01-21,"MMSD-P18",168,172,204
2022-01-21,"MMSD-P2",91,97,94
2022-01-21,"MMSD-P7",67,66,72
2022-01-21,"MMSD-P8",65,65,75
2022-01-22,"MMSD-P11",81,69,125
2022-01-22,"MMSD-P18",72,61,174
2022-01-22,"MMSD-P2",36,27,55
2022-01-22,"MMSD-P7",32,32,58
2022-01-22,"MMSD-P8",36,31,62
2022-01-23,"MMSD-P11",46,46,116
2022-01-23,"MMSD-P18",50,47,127
2022-01-23,"MMSD-P2",33,16,58
2022-01-23,"MMSD-P7",19,20,82
2022-01-23,"MMSD-P8",33,24,36
2022-01-24,"MMSD-P11",177,181,124
2022-01-24,"MMSD-P18",207,216,129
2022-01-24,"MMSD-P2",109,106,55
2022-01-24,"MMSD-P7",77,79,43
2022-01-24,"MMSD-P8",103,110,76
2022-01-25,"MMSD-P11",131,136,151
2022-01-25,"MMSD-P18",149,152,158
2022-01-25,"MMSD-P2",120,125,111
2022-01-25,"MMSD-P7",61,64,66
2022-01-25,"MMSD-P8",72,77,73
2022-01-26,"MMSD-P11",109,114,140
2022-01-26,"MMSD-P18",153,151,191
2022-01-26,"MMSD-P2",60,76,116
2022-01-26,"MMSD-P7",50,49,60
2022-01-26,"MMSD-P8",70,71,92
2022-01-27,"MMSD-P11",122,120,130
2022-01-27,"MMSD-P18",128,123,150
2022-01-27,"MMSD-P2",75,67,90
2022-01-27,"MMSD-P7",52,51,80
2022-01-27,"MMSD-P8",64,72,88
2022-01-28,"MMSD-P11",109,103,96
2022-01-28,"MMSD-P18",97,102,115
2022-01-28,"MMSD-P2",59,68,59
2022-01-28,"MMSD-P7",34,37,22
2022-01-28,"MMSD-P8",64,64,63
2022-01-29,"MMSD-P11",62,72,105
2022-01-29,"MMSD-P18",70,65,85
2022-01-29,"MMSD-P2",36,29,41
2022-01-29,"MMSD-P7",27,26,42
2022-01-29,"MMSD-P8",33,33,49
2022-01-30,"MMSD-P11",38,33,83
2022-01-30,"MMSD-P18",27,28,62
2022-01-30,"MMSD-P2",42,21,42
2022-01-30,"MMSD-P7",14,14,29
2022-01-30,"MMSD-P8",25,21,46
2022-01-31,"MMSD-P11",105,112,59
2022-01-31,"MMSD-P18",99,112,50
2022-01-31,"MMSD-P2",73,90,62
2022-01-31,"MMSD-P7",54,51,33
2022-01-31,"MMSD-P8",42,49,35
2022-02-01,"MMSD-P11",92,104,87
2022-02-01,"MMSD-P18",102,108,112
2022-02-01,"MMSD-P2",69,104,95
2022-02-01,"MMSD-P7",46,51,36
2022-02-01,"MMSD-P8",40,43,38
2022-02-02,"MMSD-P11",63,67,117
2022-02-02,"MMSD-P18",62,70,97
2022-02-02,"MMSD-P2",74,79,85
2022-02-02,"MMSD-P7",49,53,64
2022-02-02,"MMSD-P8",38,44,51
2022-02-03,"MMSD-P11",4,5,66
2022-02-03,"MMSD-P18",15,16,83
2022-02-03,"MMSD-P2",22,22,82
2022-02-03,"MMSD-P7",3,3,44
2022-02-03,"MMSD-P8",4,4,39
2020-08-07,"MMSD-P7",NA,2,1
2020-08-29,"MMSD-P7",NA,2,4
2020-09-04,"MMSD-P7",NA,2,4
2021-03-03,"MMSD-P7",NA,3,8
2021-03-05,"MMSD-P7",NA,2,2
2021-04-20,"MMSD-P7",NA,6,8
2021-05-08,"MMSD-P8",NA,3,2
2021-05-12,"MMSD-P7",NA,2,NA
2021-05-16,"MMSD-P8",NA,1,NA
2021-05-18,"MMSD-P7",NA,2,3
2021-05-21,"MMSD-P18",NA,1,4
2021-05-23,"MMSD-P2",NA,2,2
2021-05-25,"MMSD-P2",NA,2,4
2021-05-26,"MMSD-P8",NA,1,3
2021-05-27,"MMSD-P8",NA,5,3
2021-05-28,"MMSD-P7",NA,2,NA
2021-05-30,"MMSD-P2",NA,1,1
2021-06-01,"MMSD-P18",NA,1,2
2021-06-02,"MMSD-P18",NA,1,1
2021-06-02,"MMSD-P2",NA,1,1
2021-06-03,"MMSD-P2",NA,1,1
2021-06-08,"MMSD-P11",NA,3,3
2021-06-08,"MMSD-P8",NA,1,1
2021-06-11,"MMSD-P7",NA,1,NA
2021-06-12,"MMSD-P7",NA,2,1
2021-06-14,"MMSD-P11",NA,1,1
2021-06-14,"MMSD-P2",NA,1,1
2021-06-17,"MMSD-P11",NA,2,4
2021-06-18,"MMSD-P11",NA,1,NA
2021-06-20,"MMSD-P2",NA,1,1
2021-06-21,"MMSD-P11",NA,1,1
2021-06-21,"MMSD-P7",NA,1,NA
2021-06-21,"MMSD-P8",NA,1,1
2021-06-23,"MMSD-P2",NA,1,NA
2021-06-24,"MMSD-P7",NA,2,NA
2021-06-24,"MMSD-P8",NA,1,1
2021-06-25,"MMSD-P7",NA,1,2
2021-06-26,"MMSD-P8",NA,1,3
2021-06-27,"MMSD-P11",NA,1,1
2021-06-27,"MMSD-P18",NA,1,2
2021-06-30,"MMSD-P2",NA,1,2
2021-07-03,"MMSD-P7",NA,1,NA
2021-07-05,"MMSD-P8",NA,2,NA
2021-07-12,"MMSD-P2",NA,2,3
2021-07-17,"MMSD-P7",NA,3,1
NA,"MMSD-P2",NA,1,55
NA,"MMSD-P8",NA,1,32
2020-08-16,"MMSD-P8",NA,NA,2
2020-08-18,"MMSD-P8",NA,NA,2
2021-03-07,"MMSD-P11",NA,NA,6
2021-05-14,"MMSD-P8",NA,NA,4
2021-05-21,"MMSD-P7",NA,NA,3
2021-05-22,"MMSD-P8",NA,NA,4
2021-05-23,"MMSD-P11",NA,NA,4
2021-05-25,"MMSD-P7",NA,NA,1
2021-05-26,"MMSD-P2",NA,NA,3
2021-05-29,"MMSD-P18",NA,NA,2
2021-05-29,"MMSD-P8",NA,NA,4
2021-05-30,"MMSD-P18",NA,NA,2
2021-05-30,"MMSD-P7",NA,NA,1
2021-06-02,"MMSD-P8",NA,NA,1
2021-06-04,"MMSD-P18",NA,NA,2
2021-06-06,"MMSD-P18",NA,NA,1
2021-06-06,"MMSD-P7",NA,NA,1
2021-06-06,"MMSD-P8",NA,NA,3
2021-06-09,"MMSD-P8",NA,NA,1
2021-06-13,"MMSD-P7",NA,NA,2
2021-06-17,"MMSD-P2",NA,NA,3
2021-06-17,"MMSD-P7",NA,NA,1
2021-06-19,"MMSD-P18",NA,NA,3
2021-06-24,"MMSD-P11",NA,NA,2
2021-06-26,"MMSD-P7",NA,NA,1
2021-06-28,"MMSD-P11",NA,NA,2
2021-07-03,"MMSD-P11",NA,NA,2
2021-07-04,"MMSD-P18",NA,NA,1
2021-07-07,"MMSD-P7",NA,NA,4
2021-07-08,"MMSD-P7",NA,NA,1
2021-07-10,"MMSD-P11",NA,NA,1
NA,"MMSD-P11",NA,NA,57
NA,"MMSD-P18",NA,NA,67
NA,"MMSD-P7",NA,NA,38
2020-08-01,"Madison",47,24,NA
2020-08-02,"Madison",29,NA,NA
2020-08-03,"Madison",51,46,18
2020-08-04,"Madison",41,30,45
2020-08-05,"Madison",30,42,22
2020-08-06,"Madison",33,30,46
2020-08-07,"Madison",NA,27,31
2020-08-08,"Madison",33,21,29
2020-08-09,"Madison",21,9,NA
2020-08-10,"Madison",30,39,18
2020-08-11,"Madison",46,42,37
2020-08-12,"Madison",29,38,22
2020-08-13,"Madison",17,29,50
2020-08-14,"Madison",33,36,28
2020-08-15,"Madison",20,18,43
2020-08-16,"Madison",NA,NA,15
2020-08-17,"Madison",34,23,13
2020-08-18,"Madison",NA,NA,17
2020-08-19,"Madison",33,30,NA
2020-08-20,"Madison",25,32,NA
2020-08-21,"Madison",32,NA,33
2020-08-22,"Madison",26,NA,25
2020-08-23,"Madison",27,NA,NA
2020-08-24,"Madison",56,48,NA
2020-08-25,"Madison",86,65,38
2020-08-26,"Madison",67,40,69
2020-08-27,"Madison",82,71,35
2020-08-28,"Madison",61,39,38
2020-08-29,"Madison",NA,38,38
2020-08-30,"Madison",68,NA,NA
2020-08-31,"Madison",156,104,76
2020-09-01,"Madison",134,105,35
2020-09-02,"Madison",185,137,58
2020-09-03,"Madison",183,158,129
2020-09-04,"Madison",NA,173,142
2020-09-05,"Madison",118,92,142
2020-09-06,"Madison",123,17,NA
2020-09-07,"Madison",126,22,173
2020-09-08,"Madison",288,455,48
2020-09-09,"Madison",207,273,439
2020-09-10,"Madison",147,214,196
2020-09-11,"Madison",130,238,139
2020-09-12,"Madison",79,72,174
2020-09-13,"Madison",64,10,174
2020-09-14,"Madison",158,207,87
2020-09-15,"Madison",140,155,66
2020-09-16,"Madison",126,129,202
2020-09-17,"Madison",118,151,166
2020-09-18,"Madison",88,108,140
2020-09-19,"Madison",61,66,128
2020-09-20,"Madison",49,NA,71
2020-09-21,"Madison",118,117,39
2020-09-22,"Madison",83,106,66
2020-09-23,"Madison",82,81,122
2020-09-24,"Madison",80,98,89
2020-09-25,"Madison",59,59,89
2020-09-26,"Madison",64,66,80
2020-09-27,"Madison",56,NA,96
2020-09-28,"Madison",118,126,72
2020-09-29,"Madison",110,92,68
2020-09-30,"Madison",88,67,117
2020-10-01,"Madison",89,89,56
2020-10-02,"Madison",82,73,71
2020-10-03,"Madison",74,89,69
2020-10-04,"Madison",47,17,41
2020-10-05,"Madison",98,72,117
2020-10-06,"Madison",151,138,51
2020-10-07,"Madison",131,143,77
2020-10-08,"Madison",114,122,124
2020-10-09,"Madison",81,101,129
2020-10-10,"Madison",73,60,118
2020-10-11,"Madison",97,34,111
2020-10-12,"Madison",121,105,65
2020-10-13,"Madison",144,162,93
2020-10-14,"Madison",115,143,125
2020-10-15,"Madison",142,185,150
2020-10-16,"Madison",139,137,140
2020-10-17,"Madison",106,99,NA
2020-10-18,"Madison",93,31,NA
2020-10-19,"Madison",144,113,203
2020-10-20,"Madison",211,236,196
2020-10-21,"Madison",192,168,127
2020-10-22,"Madison",182,207,163
2020-10-23,"Madison",183,184,177
2020-10-24,"Madison",194,166,195
2020-10-25,"Madison",112,55,119
2020-10-26,"Madison",226,191,178
2020-10-27,"Madison",308,328,261
2020-10-28,"Madison",254,279,140
2020-10-29,"Madison",258,305,289
2020-10-30,"Madison",259,261,185
2020-10-31,"Madison",216,193,123
2020-11-01,"Madison",173,52,135
2020-11-02,"Madison",308,254,403
2020-11-03,"Madison",392,421,147
2020-11-04,"Madison",394,374,208
2020-11-05,"Madison",362,381,369
2020-11-06,"Madison",361,421,315
2020-11-07,"Madison",272,217,157
2020-11-08,"Madison",196,69,184
2020-11-09,"Madison",379,337,508
2020-11-10,"Madison",427,480,332
2020-11-11,"Madison",383,465,449
2020-11-12,"Madison",293,399,286
2020-11-13,"Madison",315,346,229
2020-11-14,"Madison",248,226,281
2020-11-15,"Madison",174,63,340
2020-11-16,"Madison",254,277,484
2020-11-17,"Madison",293,383,393
2020-11-18,"Madison",270,339,242
2020-11-19,"Madison",243,293,371
2020-11-20,"Madison",257,272,229
2020-11-21,"Madison",162,184,143
2020-11-22,"Madison",117,75,100
2020-11-23,"Madison",184,190,542
2020-11-24,"Madison",208,244,182
2020-11-25,"Madison",205,204,247
2020-11-26,"Madison",106,44,NA
2020-11-27,"Madison",211,244,271
2020-11-28,"Madison",188,160,244
2020-11-29,"Madison",139,61,162
2020-11-30,"Madison",181,201,83
2020-12-01,"Madison",213,290,162
2020-12-02,"Madison",180,238,257
2020-12-03,"Madison",153,181,230
2020-12-04,"Madison",134,154,165
2020-12-05,"Madison",109,112,100
2020-12-06,"Madison",67,27,184
2020-12-07,"Madison",128,141,96
2020-12-08,"Madison",154,205,111
2020-12-09,"Madison",139,138,175
2020-12-10,"Madison",125,141,137
2020-12-11,"Madison",102,118,162
2020-12-12,"Madison",78,67,138
2020-12-13,"Madison",61,27,113
2020-12-14,"Madison",126,123,33
2020-12-15,"Madison",119,140,73
2020-12-16,"Madison",100,118,164
2020-12-17,"Madison",89,120,128
2020-12-18,"Madison",100,84,128
2020-12-19,"Madison",82,74,78
2020-12-20,"Madison",71,47,80
2020-12-21,"Madison",96,96,46
2020-12-22,"Madison",111,156,105
2020-12-23,"Madison",105,97,134
2020-12-24,"Madison",83,88,108
2020-12-25,"Madison",44,NA,NA
2020-12-26,"Madison",103,103,120
2020-12-27,"Madison",97,29,90
2020-12-28,"Madison",138,106,52
2020-12-29,"Madison",117,177,80
2020-12-30,"Madison",182,195,168
2020-12-31,"Madison",137,149,163
2021-01-01,"Madison",84,27,NA
2021-01-02,"Madison",182,203,182
2021-01-03,"Madison",105,25,151
2021-01-04,"Madison",180,187,111
2021-01-05,"Madison",198,259,142
2021-01-06,"Madison",133,176,257
2021-01-07,"Madison",141,142,206
2021-01-08,"Madison",120,112,117
2021-01-09,"Madison",106,126,137
2021-01-10,"Madison",101,50,99
2021-01-11,"Madison",115,112,67
2021-01-12,"Madison",126,184,111
2021-01-13,"Madison",101,115,170
2021-01-14,"Madison",79,95,134
2021-01-15,"Madison",85,96,114
2021-01-16,"Madison",91,83,94
2021-01-17,"Madison",62,38,63
2021-01-18,"Madison",80,63,39
2021-01-19,"Madison",111,138,51
2021-01-20,"Madison",103,105,126
2021-01-21,"Madison",73,102,140
2021-01-22,"Madison",86,99,103
2021-01-23,"Madison",78,83,87
2021-01-24,"Madison",58,NA,70
2021-01-25,"Madison",106,93,48
2021-01-26,"Madison",101,126,56
2021-01-27,"Madison",87,96,162
2021-01-28,"Madison",84,88,98
2021-01-29,"Madison",68,84,105
2021-01-30,"Madison",54,61,83
2021-01-31,"Madison",40,12,53
2021-02-01,"Madison",103,93,41
2021-02-02,"Madison",105,135,64
2021-02-03,"Madison",90,99,156
2021-02-04,"Madison",63,69,92
2021-02-05,"Madison",74,98,75
2021-02-06,"Madison",58,55,64
2021-02-07,"Madison",55,27,80
2021-02-08,"Madison",60,66,31
2021-02-09,"Madison",93,94,65
2021-02-10,"Madison",52,61,100
2021-02-11,"Madison",53,66,71
2021-02-12,"Madison",50,41,65
2021-02-13,"Madison",56,44,44
2021-02-14,"Madison",62,NA,38
2021-02-15,"Madison",95,NA,39
2021-02-16,"Madison",113,131,71
2021-02-17,"Madison",83,116,134
2021-02-18,"Madison",71,85,125
2021-02-19,"Madison",60,73,84
2021-02-20,"Madison",40,47,65
2021-02-21,"Madison",35,NA,46
2021-02-22,"Madison",64,NA,NA
2021-02-23,"Madison",48,50,74
2021-02-24,"Madison",57,30,48
2021-02-25,"Madison",57,69,48
2021-02-26,"Madison",34,40,65
2021-02-27,"Madison",31,39,NA
2021-02-28,"Madison",34,23,39
2021-03-01,"Madison",70,59,25
2021-03-02,"Madison",79,83,50
2021-03-03,"Madison",NA,50,90
2021-03-04,"Madison",40,40,38
2021-03-05,"Madison",NA,38,57
2021-03-06,"Madison",33,28,38
2021-03-07,"Madison",NA,NA,22
2021-03-08,"Madison",54,37,NA
2021-03-09,"Madison",50,55,38
2021-03-10,"Madison",34,48,56
2021-03-11,"Madison",24,46,50
2021-03-12,"Madison",37,35,37
2021-03-13,"Madison",39,29,39
2021-03-14,"Madison",20,13,18
2021-03-15,"Madison",29,39,34
2021-03-16,"Madison",29,39,29
2021-03-17,"Madison",29,29,49
2021-03-18,"Madison",31,31,NA
2021-03-19,"Madison",31,NA,14
2021-03-20,"Madison",35,25,33
2021-03-21,"Madison",28,NA,20
2021-03-22,"Madison",40,34,NA
2021-03-23,"Madison",32,47,49
2021-03-24,"Madison",46,45,53
2021-03-25,"Madison",38,50,41
2021-03-26,"Madison",27,29,45
2021-03-27,"Madison",32,25,30
2021-03-28,"Madison",30,16,NA
2021-03-29,"Madison",46,29,21
2021-03-30,"Madison",56,56,34
2021-03-31,"Madison",55,41,49
2021-04-01,"Madison",51,60,57
2021-04-02,"Madison",52,53,53
2021-04-03,"Madison",58,59,57
2021-04-04,"Madison",42,NA,49
2021-04-05,"Madison",58,58,29
2021-04-06,"Madison",60,83,38
2021-04-07,"Madison",73,63,92
2021-04-08,"Madison",64,87,60
2021-04-09,"Madison",48,49,65
2021-04-10,"Madison",35,35,69
2021-04-11,"Madison",40,31,36
2021-04-12,"Madison",52,55,31
2021-04-13,"Madison",70,74,71
2021-04-14,"Madison",59,52,69
2021-04-15,"Madison",43,55,56
2021-04-16,"Madison",46,48,41
2021-04-17,"Madison",40,26,51
2021-04-18,"Madison",32,23,33
2021-04-19,"Madison",46,60,33
2021-04-20,"Madison",NA,73,47
2021-04-21,"Madison",50,52,73
2021-04-22,"Madison",27,42,53
2021-04-23,"Madison",33,42,40
2021-04-24,"Madison",23,17,40
2021-04-25,"Madison",33,NA,16
2021-04-26,"Madison",43,43,NA
2021-04-27,"Madison",46,59,33
2021-04-28,"Madison",41,35,59
2021-04-29,"Madison",35,41,48
2021-04-30,"Madison",24,37,32
2021-05-01,"Madison",21,28,37
2021-05-02,"Madison",28,NA,26
2021-05-03,"Madison",34,35,NA
2021-05-04,"Madison",39,53,34
2021-05-05,"Madison",21,28,47
2021-05-06,"Madison",23,24,39
2021-05-07,"Madison",18,17,17
2021-05-08,"Madison",NA,NA,22
2021-05-09,"Madison",11,NA,NA
2021-05-10,"Madison",16,NA,9
2021-05-11,"Madison",15,NA,13
2021-05-12,"Madison",NA,30,NA
2021-05-13,"Madison",17,32,27
2021-05-14,"Madison",NA,NA,37
2021-05-15,"Madison",13,NA,NA
2021-05-16,"Madison",NA,14,NA
2021-05-17,"Madison",15,13,17
2021-05-18,"Madison",NA,27,16
2021-05-19,"Madison",23,NA,31
2021-05-20,"Madison",14,25,18
2021-05-21,"Madison",NA,NA,18
2021-05-22,"Madison",NA,NA,18
2021-05-23,"Madison",NA,NA,NA
2021-05-24,"Madison",16,17,NA
2021-05-25,"Madison",NA,NA,16
2021-05-26,"Madison",NA,NA,NA
2021-05-27,"Madison",NA,NA,NA
2021-05-28,"Madison",NA,NA,NA
2021-05-29,"Madison",NA,NA,NA
2021-05-30,"Madison",NA,NA,6
2021-05-31,"Madison",7,5,3
2021-06-01,"Madison",NA,7,NA
2021-06-02,"Madison",NA,NA,9
2021-06-03,"Madison",NA,NA,NA
2021-06-04,"Madison",NA,NA,NA
2021-06-05,"Madison",8,NA,NA
2021-06-06,"Madison",NA,NA,NA
2021-06-07,"Madison",8,NA,NA
2021-06-08,"Madison",NA,NA,8
2021-06-09,"Madison",NA,NA,NA
2021-06-10,"Madison",12,NA,NA
2021-06-11,"Madison",NA,NA,NA
2021-06-12,"Madison",NA,NA,NA
2021-06-13,"Madison",NA,NA,NA
2021-06-14,"Madison",NA,6,NA
2021-06-15,"Madison",9,10,NA
2021-06-16,"Madison",9,8,15
2021-06-17,"Madison",NA,NA,NA
2021-06-18,"Madison",NA,9,NA
2021-06-19,"Madison",NA,NA,8
2021-06-20,"Madison",NA,NA,NA
2021-06-21,"Madison",NA,NA,NA
2021-06-22,"Madison",8,NA,NA
2021-06-23,"Madison",NA,NA,NA
2021-06-24,"Madison",NA,NA,NA
2021-06-25,"Madison",NA,10,NA
2021-06-26,"Madison",NA,NA,12
2021-06-27,"Madison",NA,NA,5
2021-06-28,"Madison",NA,NA,NA
2021-06-29,"Madison",13,12,NA
2021-06-30,"Madison",NA,NA,11
2021-07-01,"Madison",11,NA,6
2021-07-02,"Madison",9,NA,NA
2021-07-03,"Madison",NA,NA,NA
2021-07-04,"Madison",NA,NA,NA
2021-07-05,"Madison",NA,NA,NA
2021-07-06,"Madison",8,NA,NA
2021-07-07,"Madison",NA,NA,15
2021-07-08,"Madison",NA,NA,NA
2021-07-09,"Madison",9,8,NA
2021-07-10,"Madison",NA,NA,NA
2021-07-11,"Madison",11,10,NA
2021-07-12,"Madison",NA,NA,12
2021-07-13,"Madison",11,16,NA
2021-07-14,"Madison",18,15,20
2021-07-15,"Madison",19,15,13
2021-07-16,"Madison",19,11,16
2021-07-17,"Madison",NA,NA,13
2021-07-18,"Madison",24,NA,NA
2021-07-19,"Madison",32,NA,17
2021-07-20,"Madison",29,32,15
2021-07-21,"Madison",28,31,22
2021-07-22,"Madison",36,25,33
2021-07-23,"Madison",45,38,36
2021-07-24,"Madison",45,26,NA
2021-07-25,"Madison",37,20,32
2021-07-26,"Madison",58,57,24
2021-07-27,"Madison",57,59,45
2021-07-28,"Madison",58,69,62
2021-07-29,"Madison",67,80,61
2021-07-30,"Madison",40,49,67
2021-07-31,"Madison",45,47,48
2021-08-01,"Madison",50,NA,40
2021-08-02,"Madison",63,78,68
2021-08-03,"Madison",75,78,65
2021-08-04,"Madison",66,74,87
2021-08-05,"Madison",66,86,73
2021-08-06,"Madison",80,67,77
2021-08-07,"Madison",55,36,42
2021-08-08,"Madison",54,NA,54
2021-08-09,"Madison",75,71,40
2021-08-10,"Madison",81,74,53
2021-08-11,"Madison",79,87,83
2021-08-12,"Madison",80,109,83
2021-08-13,"Madison",57,44,94
2021-08-14,"Madison",66,66,47
2021-08-15,"Madison",61,31,62
2021-08-16,"Madison",93,94,53
2021-08-17,"Madison",98,109,69
2021-08-18,"Madison",82,82,87
2021-08-19,"Madison",89,89,94
2021-08-20,"Madison",76,81,83
2021-08-21,"Madison",54,43,36
2021-08-22,"Madison",58,45,55
2021-08-23,"Madison",88,99,53
2021-08-24,"Madison",85,80,91
2021-08-25,"Madison",70,78,81
2021-08-26,"Madison",83,92,115
2021-08-27,"Madison",57,67,112
2021-08-28,"Madison",50,43,21
2021-08-29,"Madison",51,31,38
2021-08-30,"Madison",91,89,73
2021-08-31,"Madison",83,89,73
2021-09-01,"Madison",91,82,105
2021-09-02,"Madison",74,92,73
2021-09-03,"Madison",60,63,90
2021-09-04,"Madison",63,62,NA
2021-09-05,"Madison",62,45,80
2021-09-06,"Madison",63,27,66
2021-09-07,"Madison",130,129,34
2021-09-08,"Madison",107,140,122
2021-09-09,"Madison",104,130,86
2021-09-10,"Madison",75,90,95
2021-09-11,"Madison",75,44,NA
2021-09-12,"Madison",77,36,NA
2021-09-13,"Madison",148,156,78
2021-09-14,"Madison",154,153,147
2021-09-15,"Madison",114,143,150
2021-09-16,"Madison",98,122,119
2021-09-17,"Madison",104,102,226
2021-09-18,"Madison",84,70,54
2021-09-19,"Madison",47,30,65
2021-09-20,"Madison",84,123,179
2021-09-21,"Madison",101,86,75
2021-09-22,"Madison",80,105,113
2021-09-23,"Madison",75,93,86
2021-09-24,"Madison",90,76,113
2021-09-25,"Madison",71,50,28
2021-09-26,"Madison",62,42,32
2021-09-27,"Madison",119,116,101
2021-09-28,"Madison",109,120,108
2021-09-29,"Madison",119,115,72
2021-09-30,"Madison",104,113,146
2021-10-01,"Madison",80,91,95
2021-10-02,"Madison",66,63,34
2021-10-03,"Madison",59,54,59
2021-10-04,"Madison",102,111,161
2021-10-05,"Madison",92,95,103
2021-10-06,"Madison",101,112,69
2021-10-07,"Madison",98,92,109
2021-10-08,"Madison",67,73,101
2021-10-09,"Madison",59,45,39
2021-10-10,"Madison",54,26,36
2021-10-11,"Madison",90,108,124
2021-10-12,"Madison",65,74,80
2021-10-13,"Madison",71,89,79
2021-10-14,"Madison",58,61,78
2021-10-15,"Madison",57,61,67
2021-10-16,"Madison",39,33,33
2021-10-17,"Madison",46,22,58
2021-10-18,"Madison",58,63,48
2021-10-19,"Madison",79,70,37
2021-10-20,"Madison",54,68,74
2021-10-21,"Madison",55,58,69
2021-10-22,"Madison",57,60,74
2021-10-23,"Madison",44,41,25
2021-10-24,"Madison",47,23,37
2021-10-25,"Madison",66,65,76
2021-10-26,"Madison",69,69,49
2021-10-27,"Madison",63,62,62
2021-10-28,"Madison",71,77,74
2021-10-29,"Madison",62,75,74
2021-10-30,"Madison",53,41,42
2021-10-31,"Madison",53,35,36
2021-11-01,"Madison",86,87,55
2021-11-02,"Madison",101,104,73
2021-11-03,"Madison",116,102,97
2021-11-04,"Madison",91,104,114
2021-11-05,"Madison",78,89,96
2021-11-06,"Madison",58,71,45
2021-11-07,"Madison",56,43,43
2021-11-08,"Madison",137,139,124
2021-11-09,"Madison",110,103,100
2021-11-10,"Madison",122,131,120
2021-11-11,"Madison",84,104,113
2021-11-12,"Madison",119,127,112
2021-11-13,"Madison",95,82,30
2021-11-14,"Madison",52,33,51
2021-11-15,"Madison",132,133,192
2021-11-16,"Madison",125,141,118
2021-11-17,"Madison",139,134,126
2021-11-18,"Madison",138,150,119
2021-11-19,"Madison",112,124,139
2021-11-20,"Madison",76,68,51
2021-11-21,"Madison",71,59,116
2021-11-22,"Madison",152,156,152
2021-11-23,"Madison",115,127,112
2021-11-24,"Madison",155,146,121
2021-11-25,"Madison",52,24,NA
2021-11-26,"Madison",129,119,55
2021-11-27,"Madison",109,98,NA
2021-11-28,"Madison",90,72,27
2021-11-29,"Madison",234,233,208
2021-11-30,"Madison",210,241,248
2021-12-01,"Madison",210,228,182
2021-12-02,"Madison",203,227,265
2021-12-03,"Madison",158,166,159
2021-12-04,"Madison",101,80,NA
2021-12-05,"Madison",88,67,75
2021-12-06,"Madison",188,195,102
2021-12-07,"Madison",194,199,125
