WWTP,date,population_served,n1_sars_cov2_conc,n2_sars_cov2_conc,average_flow_rate,geoMean,sars_cov2_adj_load_log10,n
Menomonie WWTF,2021-05-22,16000,32000,50000,1.425,40000,0.551754873016567,103
Menomonie WWTF,2021-05-25,16000,132728,238112,1.409,177775.503194338,1.1946629270399,103
Menomonie WWTF,2021-06-01,16000,32000,50000,1.312,40000,0.515873843711679,103
Menomonie WWTF,2021-06-05,16000,32000,50000,1.326,40000,0.520483532740792,103
Menomonie WWTF,2021-06-08,16000,32000,50000,1.346,40000,0.526985068559996,103
Menomonie WWTF,2021-06-12,16000,20000,33000,1.33,25690.4651573303,0.329503626082095,103
Menomonie WWTF,2021-06-15,16000,32000,50000,1.234,40000,0.48925516836926,103
Menomonie WWTF,2021-06-19,16000,20000,33000,1.342,25690.4651573303,0.333404500947983,103
Menomonie WWTF,2021-06-22,16000,20000,33000,1.345,25690.4651573303,0.334374269453436,103
Menomonie WWTF,2021-06-26,16000,32000,50000,1.303,40000,0.512884424384622,103
Menomonie WWTF,2021-06-29,16000,32000,50000,1.414,40000,0.548389418132918,103
Menomonie WWTF,2021-07-06,16000,32000,50000,1.225,40000,0.486076097372589,103
Menomonie WWTF,2021-07-13,16000,20000,33000,1.347,25690.4651573303,0.335019580837995,103
Menomonie WWTF,2021-07-20,16000,260999,250176,1.365,255530.205306535,1.3384549126147,103
Menomonie WWTF,2021-07-27,16000,76888,50000,1.37,62003.225722538,0.725014868789969,103
Menomonie WWTF,2021-08-03,16000,101515,127452,1.354,113746.603377859,0.983437118615517,103
Menomonie WWTF,2021-08-10,16000,114018,123202,1.402,118521.076758524,1.01642361934602,103
Menomonie WWTF,2021-08-17,16000,94438,33000,1.368,55825.2093592133,0.678796475193199,103
Menomonie WWTF,2021-08-24,16000,181756,109474,1.408,141058.698221698,1.09388254373487,103
Menomonie WWTF,2021-08-31,16000,373938,421997,1.548,397241.38025387,1.58470545591072,103
Menomonie WWTF,2021-09-07,16000,247601,302482,1.455,273669.226772029,1.39596897579817,103
Menomonie WWTF,2021-09-14,16000,353495,366710,1.511,360041.8745785,1.531497495897,103
Menomonie WWTF,2021-09-21,16000,311458,287559,1.531,299270.030277006,1.45691843561754,103
Menomonie WWTF,2021-09-28,16000,868718,788472,1.437,827622.993213698,1.8711693333095,103
Menomonie WWTF,2021-10-05,16000,953989,864913,1.709,908359.778918574,1.98687997599952,103
Menomonie WWTF,2021-10-12,16000,458312,493655,1.436,475655.348293278,1.63032684159014,103
Menomonie WWTF,2021-10-19,16000,271560,232355,1.448,251193.797296032,1.35665749041143,103
Menomonie WWTF,2021-10-26,16000,227977,218351,1.412,223112.092740398,1.29423782386902,103
Menomonie WWTF,2021-11-02,16000,262782,277993,1.422,270280.514514088,1.38059435072754,103
Menomonie WWTF,2021-11-09,16000,582103,649753,1.493,614998.512647795,1.75881389051991,103
Menomonie WWTF,2021-11-16,16000,1143399,1122338,1.5,1132819.55617918,2.02613201415664,103
Menomonie WWTF,2021-11-23,16000,1792723,1822360,1.411,1807480.75682149,2.20248071341314,103
Menomonie WWTF,2021-11-30,16000,774811,946460,1.448,856345.502154358,1.88929760019713,103
Menomonie WWTF,2021-12-07,16000,1084491,1187172,1.37,1134670.59072314,1.98747038312621,103
Menomonie WWTF,2021-12-14,16000,681725,540097,1.456,606792.903159719,1.74208188510718,103
Menomonie WWTF,2021-12-21,16000,821743,992065,1.389,902896.710202778,1.89422033371112,103
Menomonie WWTF,2021-12-28,16000,548681,564846,1.279,556704.830341897,1.6483755513742,103
Menomonie WWTF,2022-01-04,16000,742712,1213604,1.357,949398.890903081,1.90590858503946,103
Menomonie WWTF,2022-01-11,16000,1131840,1372160,1.301,1246220.51596016,2.0057522104753,103
Menomonie WWTF,2022-01-18,16000,509440,463040,1.399,485686.213104716,1.62805350741615,103
Menomonie WWTF,2022-01-25,16000,461120,461120,1.479,461120,1.62966215047486,103
Menomonie WWTF,2022-02-01,16000,290720,363520,1.524,325088.502411266,1.49086659417709,103
Menomonie WWTF,2022-02-08,16000,251200,125600,1.444,177625.223434061,1.20495184781086,103
Menomonie WWTF,2022-02-15,16000,153600,192800,1.494,172087.419644784,1.20597973745461,103
Menomonie WWTF,2022-02-22,16000,25000,65920,1.478,40595.5662603689,0.574033055083431,103
Menomonie WWTF,2022-03-01,16000,125000,125000,1.488,125000,1.06539296156199,103
Menomonie WWTF,2022-03-08,16000,25000,25000,1.454,25000,0.356384432539132,103
Menomonie WWTF,2022-03-15,16000,60000,60000,1.248,60000,0.670245853074124,103
Menomonie WWTF,2022-03-22,16000,60000,60000,1.353,60000,0.705329064325342,103
Menomonie WWTF,2022-03-29,16000,60000,60000,1.483,60000,0.745172418756101,103
Menomonie WWTF,2022-04-05,16000,60000,60000,1.364,60000,0.708845638048179,103
Menomonie WWTF,2022-04-12,16000,60000,60000,1.38,60000,0.713910354128955,103
Merrill WWTP,2020-10-06,10000,40000,36000,1.23,37947.3319220206,0.669086357487023,110
Merrill WWTP,2020-10-14,10000,73813,16500,1.071,34898.6317783377,0.572597871350748,110
Merrill WWTP,2020-10-20,10000,487772,383168,1.096,432317.732340463,1.67561360346797,110
Merrill WWTP,2020-10-27,10000,295895,194746,1.23,240050.760611167,1.47020819782752,110
Merrill WWTP,2020-11-03,10000,494798,308509,0.758,390704.026319156,1.47151709241144,110
Merrill WWTP,2020-11-10,10000,693598,607525,1.295,649136.44555671,1.92460576155676,110
Merrill WWTP,2020-11-17,10000,630653,547131,1.374,587409.402838429,1.90692762684794,110
Merrill WWTP,2020-11-24,10000,327247,246286,1.271,283894.971146021,1.55730325014969,110
Merrill WWTP,2020-12-01,10000,950973,728004,1.214,832052.971806483,2.00436966282675,110
Merrill WWTP,2020-12-08,10000,227309,359542,1.174,285879.576881595,1.5258512275601,110
Merrill WWTP,2020-12-15,10000,186240,297946,1.137,235562.01527411,1.42786572581627,110
Merrill WWTP,2020-12-22,10000,138337,241435,1.15,182755.009767174,1.3225671312334,110
Merrill WWTP,2020-12-29,10000,393688,407210,1.135,400391.921097317,1.65748116745367,110
Merrill WWTP,2021-01-05,10000,165662,173519,1.138,169544.992783627,1.28542723023065,110
Merrill WWTP,2021-01-12,10000,972143,806480,1.139,885445.586493038,2.00368560161884,110
Merrill WWTP,2021-01-19,10000,187207,237986,1.09,211074.97507284,1.36186324459734,110
Merrill WWTP,2021-01-25,10000,98927,122008,1.013,109863.030251309,1.04646101895762,110
Merrill WWTP,2021-01-26,10000,80529,123264,1.145,99630.9522989718,1.05719976811522,110
Merrill WWTP,2021-01-27,10000,106483,158746,1.056,130014.423499856,1.13765545280405,110
Merrill WWTP,2021-01-28,10000,323934,265690,1.136,293370.115144675,1.52279420267914,110
Merrill WWTP,2021-01-29,10000,151563,119447,1.003,134550.160390094,1.13018515281987,110
Merrill WWTP,2021-01-30,10000,204843,173809,1.118,188689.048402391,1.32418849779889,110
Merrill WWTP,2021-02-01,10000,141156,124474,0.934,132552.826993618,1.09273587072573,110
Merrill WWTP,2021-02-02,10000,114351,87194,1.085,99853.4981560486,1.03479302224612,110
Merrill WWTP,2021-02-03,10000,20000,33000,0.998,25690.4651573303,0.408902509058305,110
Merrill WWTP,2021-02-04,10000,95471,33000,1.085,56129.6980216356,0.784622443901635,110
Merrill WWTP,2021-02-05,10000,313713,239414,0.973,274057.08197746,1.42595386953368,110
Merrill WWTP,2021-02-06,10000,123717,103046,0.986,112909.441509557,1.04660717417405,110
Merrill WWTP,2021-02-08,10000,20000,33000,0.969,25690.4651573303,0.3960957448217,110
Merrill WWTP,2021-02-09,10000,263084,187374,1.071,222025.001781331,1.37619135304957,110
Merrill WWTP,2021-02-10,10000,173953,144566,1.011,158580.230161266,1.20500019943613,110
Merrill WWTP,2021-02-11,10000,114221,73341,1.046,91526.4025350063,0.981078077190499,110
Merrill WWTP,2021-02-12,10000,215295,147050,1.035,177930.126032665,1.26518983616843,110
Merrill WWTP,2021-02-13,10000,55448,33000,1.057,42775.9745651692,0.655274900165889,110
Merrill WWTP,2021-02-15,10000,20000,33000,0.949,25690.4651573303,0.387038180198227,110
Merrill WWTP,2021-02-16,10000,59604,33000,1.104,44350.1071024637,0.689863746353548,110
Merrill WWTP,2021-02-17,10000,20000,33000,1.112,25690.4651573303,0.455876755016973,110
Merrill WWTP,2021-02-18,10000,101421,33000,1.115,57852.3378957152,0.809595781487721,110
Merrill WWTP,2021-02-19,10000,106330,33000,1.011,59235.8843945121,0.777336032468466,110
Merrill WWTP,2021-02-20,10000,91174,33000,1.031,54852.000875082,0.752451139548994,110
Merrill WWTP,2021-02-22,10000,20000,33000,0.98,25690.4651573303,0.400998043463429,110
Merrill WWTP,2021-02-23,10000,49420,33000,1.122,40383.9076861069,0.656201197392117,110
Merrill WWTP,2021-02-24,10000,61123,33000,1.054,44911.6799952974,0.675199911742871,110
Merrill WWTP,2021-02-25,10000,32000,50000,1.095,40000,0.6414741105041,110
Merrill WWTP,2021-02-26,10000,32000,50000,1.054,40000,0.62490060220449,110
Merrill WWTP,2021-02-27,10000,119793,50000,1.086,77392.8291251845,0.924530548007612,110
Merrill WWTP,2021-03-01,10000,58302,33000,1.008,43863.0368305707,0.645559228605192,110
Merrill WWTP,2021-03-02,10000,106175,93600,1.116,99689.4176931534,1.04631325380197,110
Merrill WWTP,2021-03-03,10000,73124,33000,1.018,49123.232792641,0.699034717929578,110
Merrill WWTP,2021-03-04,10000,20000,33000,1.061,25690.4651573303,0.435487351672275,110
Merrill WWTP,2021-03-05,10000,20000,33000,1.006,25690.4651573303,0.412369948490843,110
Merrill WWTP,2021-03-06,10000,20000,33000,1.076,25690.4651573303,0.441584239101305,110
Merrill WWTP,2021-03-09,10000,40543,33000,1.162,36577.5750973188,0.6284210386873,110
Merrill WWTP,2021-03-16,10000,70384,33000,1.204,48194.1075236382,0.763620429177143,110
Merrill WWTP,2021-03-23,10000,63199,33000,1.128,45668.0084961015,0.711921172826211,110
Merrill WWTP,2021-03-30,10000,20000,33000,1.203,25690.4651573303,0.490037595110779,110
Merrill WWTP,2021-04-06,10000,78578,88052,1.077,83180.2263521806,0.952235801141867,110
Merrill WWTP,2021-04-13,10000,49652,33000,1.675,40478.5869318582,0.831240154670811,110
Merrill WWTP,2021-04-20,10000,20000,33000,1.333,25690.4651573303,0.534602117184794,110
Merrill WWTP,2021-04-27,10000,50552,33000,1.291,40843.8000190971,0.72205238338333,110
Merrill WWTP,2021-05-04,10000,20000,33000,1.275,25690.4651573303,0.515282152540908,110
Merrill WWTP,2021-05-11,10000,20000,33000,1.14,25690.4651573303,0.466676819107407,110
Merrill WWTP,2021-05-18,10000,32000,50000,1.101,40000,0.643847310299714,110
Merrill WWTP,2021-05-25,10000,32000,50000,1.224,40000,0.689841409137505,110
Merrill WWTP,2021-06-01,10000,32000,50000,1.236,40000,0.694078462080759,110
Merrill WWTP,2021-06-08,10000,75598,72607,1.128,74087.4077424767,0.922053499088483,110
Merrill WWTP,2021-06-15,10000,32000,50000,1.21,40000,0.684845361644412,110
Merrill WWTP,2021-06-22,10000,20000,33000,1.14,25690.4651573303,0.466676819107407,110
Merrill WWTP,2021-06-29,10000,20000,33000,1.392,25690.4651573303,0.553411203045478,110
Merrill WWTP,2021-07-06,10000,20000,33000,1.1,25690.4651573303,0.451164652929159,110
Merrill WWTP,2021-07-13,10000,20000,33000,1.112,25690.4651573303,0.455876755016973,110
Merrill WWTP,2021-07-20,10000,47230,33000,1.146,39478.9817497868,0.655550560358665,110
Merrill WWTP,2021-07-27,10000,113247,33000,1.388,61132.2419022892,0.928659789079231,110
Merrill WWTP,2021-08-03,10000,120346,87480,1.361,102605.399857902,1.1450283423805,110
Merrill WWTP,2021-08-10,10000,125170,96821,1.594,110086.713866842,1.24422322511002,110
Merrill WWTP,2021-08-17,10000,105064,80883,1.505,92184.0089820355,1.14219209112254,110
Merrill WWTP,2021-08-24,10000,526260,539892,1.267,533032.422953801,1.82953024169924,110
Merrill WWTP,2021-08-31,10000,770755,533842,1.265,641452.563101902,1.90925507033061,110
Merrill WWTP,2021-09-07,10000,273276,331110,1.08,300806.277128653,1.5117106502187,110
Merrill WWTP,2021-09-14,10000,298398,276609,1.18,287297.010743238,1.53021311459125,110
Merrill WWTP,2021-09-21,10000,262742,225413,1.104,243362.820590985,1.42922330363268,110
Merrill WWTP,2021-09-28,10000,522391,387884,0.981,450141.211892446,1.64501778321143,110
Merrill WWTP,2021-10-05,10000,1004590,871782,1.068,935833.040333584,1.99976962693323,110
Merrill WWTP,2021-10-12,10000,1036701,971147,1.091,1003388.79107104,2.03929399577202,110
Merrill WWTP,2021-10-19,10000,317152,272103,1.126,293765.23050899,1.51953878274675,110
Merrill WWTP,2021-10-26,10000,258611,283426,1.036,270734.33710189,1.44790309602704,110
Merrill WWTP,2021-11-02,10000,356145,290726,1.034,321777.269660242,1.52207590105112,110
Merrill WWTP,2021-11-09,10000,351292,333433,1.039,342246.03056281,1.55095396735907,110
Merrill WWTP,2021-11-16,10000,695908,631647,1.071,662999.39704045,1.85130260427113,110
Merrill WWTP,2021-11-23,10000,894257,875754,1.097,884957.142904672,1.98712886657684,110
Merrill WWTP,2021-11-30,10000,930950,842458,1.055,885599.387477205,1.97048976712569,110
Merrill WWTP,2021-12-07,10000,1513103,1161722,1.02,1325822.40264901,2.13108552485393,110
Merrill WWTP,2021-12-14,10000,754528,706431,1.114,730083.536020365,1.91025774569388,110
Merrill WWTP,2021-12-21,10000,821274,1063328,1.149,934496.463274206,2.03089769076119,110
Merrill WWTP,2021-12-28,10000,454578,629132,1.035,534779.923235718,1.74311544435968,110
Merrill WWTP,2022-01-04,10000,649388,1140140,1.033,860461.059153754,1.94883154228742,110
Merrill WWTP,2022-01-11,10000,517854,778420,1.109,634907.796991028,1.84764220661363,110
Merrill WWTP,2022-01-18,10000,399360,325920,1.157,360776.123378474,1.62057114661295,110
Merrill WWTP,2022-01-25,10000,469920,599680,1.103,530849.908731272,1.76754725946539,110
Merrill WWTP,2022-02-01,10000,163840,196640,1.125,179492.332983891,1.30519842486644,110
Merrill WWTP,2022-02-08,10000,153440,209920,1.064,179471.793884164,1.28093783172011,110
Merrill WWTP,2022-02-15,10000,65280,89760,1.075,76547.5852003184,0.91533995908057,110
Merrill WWTP,2022-02-22,10000,338400,326400,1.099,332345.843963784,1.5625879446479,110
Merrill WWTP,2022-03-01,10000,105120,56640,1.114,77162.1461598885,0.934289489286419,110
Merrill WWTP,2022-03-08,10000,83840,12500,1.141,32372.8281124773,0.567466285742069,110
Merrill WWTP,2022-03-15,10000,12500,12500,1.093,12500,0.135530174957759,110
Merrill WWTP,2022-03-22,10000,41920,12500,1.306,22891.0462845192,0.475608820430918,110
Merrill WWTP,2022-03-29,10000,12500,12500,1.433,12500,0.253156203405401,110
Merrill WWTP,2022-04-05,10000,12500,12500,1.514,12500,0.27703588817211,110
Merrill WWTP,2022-04-12,10000,32640,12500,1.216,20199.0098767242,0.390263656481656,110
Milwaukee MSD Jones Island,2020-08-25,470007,14068.8,9115.2,61,11324.3068556093,0.167237137870843,181
Milwaukee MSD Jones Island,2020-08-26,470007,8952,5217.6,216,6834.32185370282,0.49704485253878,181
Milwaukee MSD Jones Island,2020-09-01,470007,6285.6,4336.8,67,5221.05258353141,-0.128271456197724,181
Milwaukee MSD Jones Island,2020-09-02,470007,19555.2,14068.8,77,16586.6873654748,0.434146057996121,181
Milwaukee MSD Jones Island,2020-09-09,470007,7363.2,1921.2,166,3761.14076311961,0.123323349414554,181
Milwaukee MSD Jones Island,2020-09-10,470007,4576.8,1716,144,2802.46120401336,-0.0662022248728395,181
Milwaukee MSD Jones Island,2020-09-14,470007,4944,2052,79,3185.13547592563,-0.271349325552528,181
Milwaukee MSD Jones Island,2020-09-15,470007,8080.8,6312,83,7141.84917230825,0.100784440423365,181
Milwaukee MSD Jones Island,2020-09-16,470007,9309.6,9686.4,70,9496.13128805621,0.150540424205089,181
Milwaukee MSD Jones Island,2020-09-17,470007,7572,5275.2,83,6320.11189774358,0.0476985338182541,181
Milwaukee MSD Jones Island,2020-09-18,470007,11580,10310.4,66,10926.7759197304,0.185931646335892,181
Milwaukee MSD Jones Island,2020-09-21,470007,9904.8,4370.4,77,6579.35695338078,0.0325698481170175,181
Milwaukee MSD Jones Island,2020-09-22,470007,10881.6,6292.8,61,8275.00649425727,0.0309938521914168,181
Milwaukee MSD Jones Island,2020-09-23,470007,14803.2,12074.4,68,13369.3589255431,0.286515169498928,181
Milwaukee MSD Jones Island,2020-09-24,470007,5767.2,7207.2,67,6447.1205851915,-0.0366637301893653,181
Milwaukee MSD Jones Island,2020-09-25,470007,15412.8,7989.6,60,11096.9413299341,0.151250214185587,181
Milwaukee MSD Jones Island,2020-09-28,470007,9309.6,5570.4,76,7201.26348913856,0.0661179679171462,181
Milwaukee MSD Jones Island,2020-09-29,470007,9576,4704,87,6711.59474342723,0.0942406517485984,181
Milwaukee MSD Jones Island,2020-09-30,470007,26500.26667,16759.46667,63,21074.4000152312,0.450991442529284,181
Milwaukee MSD Jones Island,2020-10-01,470007,28023.6,16630.8,84,21588.3044002997,0.586393493051951,181
Milwaukee MSD Jones Island,2020-10-02,470007,18769.2,13113.6,78,15688.5876075573,0.415574123816354,181
Milwaukee MSD Jones Island,2020-10-06,470007,23472,13113.6,54,17544.2987662659,0.304425448161875,181
Milwaukee MSD Jones Island,2020-10-07,470007,27936,12489.6,63,18679.1184374424,0.398592599163659,181
Milwaukee MSD Jones Island,2020-10-13,470007,12057.6,6028.8,80,8526.01072483492,0.16173153549746,181
Milwaukee MSD Jones Island,2020-10-14,470007,30355.2,23750.4,80,26850.4775018993,0.65993767437292,181
Milwaukee MSD Jones Island,2020-10-20,470007,25783.81867,19341.36533,55,22331.4633756712,0.417175546612701,181
Milwaukee MSD Jones Island,2020-10-21,470007,32786.48533,27814.592,59,30198.3892379699,0.578731464134545,181
Milwaukee MSD Jones Island,2020-10-27,470007,45545.344,17954.83733,66,28596.490040893,0.603752340140454,181
Milwaukee MSD Jones Island,2020-10-28,470007,31708.07467,8739.328,64,16646.5391234821,0.355399603692528,181
Milwaukee MSD Jones Island,2020-11-03,470007,116244.2667,32422.34667,56,61391.4644991251,0.8641916945423,181
Milwaukee MSD Jones Island,2020-11-04,470007,57099.744,26414.05867,56,38836.0140598643,0.665318350546821,181
Milwaukee MSD Jones Island,2020-11-10,470007,65544.96,36133.76,55,48666.0647047776,0.755484592599405,181
Milwaukee MSD Jones Island,2020-11-11,470007,72379.56267,24971.50933,87,42513.8439160143,0.895945300267309,181
Milwaukee MSD Jones Island,2020-11-17,470007,105418.144,55594.17067,53,76554.779663001,0.936143854357632,181
Milwaukee MSD Jones Island,2020-11-18,470007,56595.552,42198.06933,54,48869.4488107409,0.749326874450303,181
Milwaukee MSD Jones Island,2020-11-24,470007,82715.49867,38248.56533,66,56247.2146393315,0.897540630502576,181
Milwaukee MSD Jones Island,2020-11-25,470007,57575.92533,26302.016,137,38914.8160633513,1.05473122308554,181
Milwaukee MSD Jones Island,2020-12-01,470007,39130.90133,17492.66133,85,26163.0197894535,0.67500246931705,181
Milwaukee MSD Jones Island,2020-12-02,470007,26133.952,14061.35467,82,19169.7357311142,0.524325652131418,181
Milwaukee MSD Jones Island,2020-12-08,470007,107658.9973,59214.54933,56,79843.465646471,0.978323080365556,181
Milwaukee MSD Jones Island,2020-12-09,470007,39291.96267,25188.592,55,31459.6442537715,0.566012170696153,181
Milwaukee MSD Jones Island,2020-12-15,470007,37240.18133,14887.66933,106,23546.1144444318,0.725120789710631,181
Milwaukee MSD Jones Island,2020-12-16,470007,39817.16267,24873.472,86,31470.4795132151,0.760297485414743,181
Milwaukee MSD Jones Island,2020-12-22,470007,1694.6455,4523.722667,63,2768.7734217302,-0.430476359263945,181
Milwaukee MSD Jones Island,2020-12-23,470007,37716.36267,31820.11733,86,34643.0236183309,0.802009915051742,181
Milwaukee MSD Jones Island,2020-12-29,470007,100026.0907,75278.66667,76,86774.5973203477,1.14710187317146,181
Milwaukee MSD Jones Island,2020-12-30,470007,47884.23467,32688.448,74,39563.3835134218,0.79442081958555,181
Milwaukee MSD Jones Island,2021-01-03,470007,29943.40267,30475.60533,59,30208.3319964573,0.578874431178502,181
Milwaukee MSD Jones Island,2021-01-06,470007,26414.05867,10055.82933,71,16297.7073816573,0.391280538582787,181
Milwaukee MSD Jones Island,2021-01-10,470007,35811.63733,12702.83733,78,21328.6052878276,0.548952733742987,181
Milwaukee MSD Jones Island,2021-01-13,470007,59368.608,43990.752,56,51104.497953832,0.784542827076048,181
Milwaukee MSD Jones Island,2021-01-17,470007,8221.130667,11512.384,78,9728.55658115222,0.208038685679602,181
Milwaukee MSD Jones Island,2021-01-20,470007,13823.264,7534.869333,64,10205.7085984053,0.142918811728778,181
Milwaukee MSD Jones Island,2021-01-24,470007,17506.66667,4999.904,85,9355.83522246943,0.228397163902248,181
Milwaukee MSD Jones Island,2021-01-27,470007,8151.104,15279.81867,83,11160.0802452452,0.294641083629045,181
Milwaukee MSD Jones Island,2021-01-31,470007,14075.36,7044.682667,101,9957.73290582676,0.33037752078562,181
Milwaukee MSD Jones Island,2021-02-03,470007,18977.22667,20027.62667,67,19495.3535740886,0.443901592699337,181
Milwaukee MSD Jones Island,2021-02-07,470007,14257.42933,9509.621333,82,11644.0007776669,0.307811752052442,181
Milwaukee MSD Jones Island,2021-02-10,470007,6274.389333,1568.5975,59,3137.19483325,-0.404710823376408,181
Milwaukee MSD Jones Island,2021-02-14,470007,9411.584,3529.344,112,5763.39461783557,0.137792053174351,181
Milwaukee MSD Jones Island,2021-02-17,470007,4355.658667,1631.6215,59,2665.85564645548,-0.475415685379185,181
Milwaukee MSD Jones Island,2021-02-21,470007,2002.7625,2002.7625,90,2002.7625,-0.416232365650414,181
Milwaukee MSD Jones Island,2021-02-24,470007,3725.418667,4663.776,104,4168.27520313937,-0.0351146020266123,181
Milwaukee MSD Jones Island,2021-02-28,470007,1862.7095,1862.7095,193,1862.7095,-0.116401887579984,181
Milwaukee MSD Jones Island,2021-03-03,470007,1806.688,1806.688,124,1806.688,-0.321799480952031,181
Milwaukee MSD Jones Island,2021-03-07,470007,3361.28,3361.28,103,3361.28,-0.132762409996737,181
Milwaukee MSD Jones Island,2021-03-10,470007,2079.792,2079.792,125,2079.792,-0.257174409752228,181
Milwaukee MSD Jones Island,2021-03-14,470007,5462.08,3277.248,80,4230.90897513052,-0.142580657203251,181
Milwaukee MSD Jones Island,2021-03-17,470007,1330.5065,3543.349333,67,2171.27826851538,-0.509314037701857,181
Milwaukee MSD Jones Island,2021-03-21,470007,4642.768,1869.712,109,2946.2924231678,-0.165401979252199,181
Milwaukee MSD Jones Island,2021-03-24,470007,7941.024,11344.32,112,9491.33907221104,0.354441185142444,181
Milwaukee MSD Jones Island,2021-03-28,470007,2023.7705,2023.7705,87,2023.7705,-0.426423812468446,181
Milwaukee MSD Jones Island,2021-03-31,470007,4131.573333,1547.5895,77,2528.63194408178,-0.382727980873371,181
Milwaukee MSD Jones Island,2021-04-04,470007,10630.048,4831.84,81,7166.77689957766,0.0917045779495116,181
Milwaukee MSD Jones Island,2021-04-07,470007,14047.34933,12170.63467,75,13075.3644988314,0.319410741720672,181
Milwaukee MSD Jones Island,2021-04-11,470007,23416.91733,8193.12,134,13851.2675851263,0.596489991512971,181
Milwaukee MSD Jones Island,2021-04-14,470007,7002.666667,5994.282667,84,6478.88597096575,0.0636752963453732,181
Milwaukee MSD Jones Island,2021-04-18,470007,14313.45067,4761.813333,89,8255.78465329879,0.194044036687241,181
Milwaukee MSD Jones Island,2021-04-21,470007,1288.4905,1288.4905,83,1288.4905,-0.642945012868016,181
Milwaukee MSD Jones Island,2021-04-25,470007,2170.8265,4341.653333,77,3070.01239559219,-0.298473471927048,181
Milwaukee MSD Jones Island,2021-04-28,470007,11008.192,8305.162667,69,9561.63297923362,0.147276834034291,181
Milwaukee MSD Jones Island,2021-05-02,470007,4299.637333,2149.8185,70,3040.30259707386,-0.344089475605437,181
Milwaukee MSD Jones Island,2021-05-05,470007,6204.362667,10854.13333,98,8206.27684247201,0.233267913588649,181
Milwaukee MSD Jones Island,2021-05-09,470007,10342.93867,14572.54933,114,12276.9289313631,0.473890267041076,181
Milwaukee MSD Jones Island,2021-05-12,470007,1960.7465,6526.485333,71,3577.2591846246,-0.267295569979282,181
Milwaukee MSD Jones Island,2021-05-16,470007,9313.546667,2324.8855,85,4653.27084959404,-0.0749270684529934,181
Milwaukee MSD Jones Island,2021-05-19,470007,13137.00267,1967.7495,75,5084.3220231798,-0.0908100132644531,181
Milwaukee MSD Jones Island,2021-05-23,470007,1771.6745,1771.6745,106,1771.6745,-0.398414526492274,181
Milwaukee MSD Jones Island,2021-05-26,470007,4509.717333,1694.6455,80,2764.48407205403,-0.32740024707527,181
Milwaukee MSD Jones Island,2021-05-30,470007,1659.632,1659.632,54,1659.632,-0.719698766244424,181
Milwaukee MSD Jones Island,2021-06-02,470007,2345.8935,2345.8935,57,2345.8935,-0.545921178513214,181
Milwaukee MSD Jones Island,2021-06-06,470007,3244.569,3244.569,70,3244.569,-0.315849271656279,181
Milwaukee MSD Jones Island,2021-06-09,470007,2322.551,2322.551,60,2322.551,-0.527987816444488,181
Milwaukee MSD Jones Island,2021-06-13,470007,3046.16,3046.16,51,3046.16,-0.480781439024923,181
Milwaukee MSD Jones Island,2021-06-16,470007,2789.3955,2789.3955,57,2789.3955,-0.470719374490224,181
Milwaukee MSD Jones Island,2021-06-20,470007,3372.951,3372.951,79,3372.951,-0.246467202720597,181
Milwaukee MSD Jones Island,2021-06-24,470007,2287.538,2287.538,65,2287.538,-0.499822652272394,181
Milwaukee MSD Jones Island,2021-06-27,470007,2450.9335,2450.9335,57,2450.9335,-0.526897942522139,181
Milwaukee MSD Jones Island,2021-06-30,470007,2649.342,2649.342,122,2649.342,-0.162606471021137,181
Milwaukee MSD Jones Island,2021-07-04,470007,2205.84,2205.84,53,2205.84,-0.604254448687107,181
Milwaukee MSD Jones Island,2021-07-07,470007,2357.5645,2357.5645,64,2357.5645,-0.493460768796563,181
Milwaukee MSD Jones Island,2021-07-11,470007,5532.106667,2077.458,76,3390.09133390422,-0.261079334947895,181
Milwaukee MSD Jones Island,2021-07-14,470007,6745.902222,2526.7955,104,4128.62148640313,-0.0392659183888785,181
Milwaukee MSD Jones Island,2021-07-18,470007,2754.382,2754.382,67,2754.382,-0.406005351828877,181
Milwaukee MSD Jones Island,2021-07-21,470007,2427.591,6489.137778,68,3969.00144464988,-0.240914156413911,181
Milwaukee MSD Jones Island,2021-07-25,470007,15662.63111,3909.822,51,7825.47760151177,-0.0710232972856781,181
Milwaukee MSD Jones Island,2021-07-28,470007,43019.71556,26680.16,69,33878.7971199582,0.696672746769708,181
Milwaukee MSD Jones Island,2021-08-01,470007,11367.66222,5672.16,67,8029.8940801106,0.0586802932676913,181
Milwaukee MSD Jones Island,2021-08-04,470007,11764.48,5882.24,66,8318.74358513351,0.0674973473582443,181
Milwaukee MSD Jones Island,2021-08-08,470007,2345.8935,2345.8935,300,2345.8935,0.175325220533957,181
Milwaukee MSD Jones Island,2021-08-11,470007,10970.84444,5485.422222,220,7757.55850028095,0.560043414032008,181
Milwaukee MSD Jones Island,2021-08-15,470007,74042.07111,73219.2,60,73629.4860298326,0.973098693177769,181
Milwaukee MSD Jones Island,2021-08-18,470007,21026.98667,26345.52889,72,23536.5053647335,0.556970150777717,181
Milwaukee MSD Jones Island,2021-08-22,470007,30233.6,23884.8,126,26872.3554844007,0.857571955006182,181
Milwaukee MSD Jones Island,2021-08-25,470007,156032,176358.4,75,165884.1579802,1.42276184995359,181
