"Date","Site","FirstConfirmed"
2021-09-15,"Milwaukee MSD South Shore",301
2021-09-15,"Monroe WWTF",3
2021-09-15,"New Richmond WWTF",6
2021-09-15,"Oconomowoc WWTP",16
2021-09-15,"Oshkosh WWTP",80
2021-09-15,"Platteville WWTF",3
2021-09-15,"Plymouth Utilities WWTF",3
2021-09-15,"Port Washington WWTP",2
2021-09-15,"Portage WWTF",7
2021-09-15,"Racine Wastewater Utility",71
2021-09-15,"Red Cliff WWTP",1
2021-09-15,"Rhinelander WWTP",3
2021-09-15,"Rib Lake WWTF",1
2021-09-15,"Rib Mountain MSD WWTF",16
2021-09-15,"River Falls Municipal Utility WWTF",12
2021-09-15,"Sheboygan WWTP",18
2021-09-15,"South Milwaukee WWTF",7
2021-09-15,"Sparta WWTF",6
2021-09-15,"Stevens Point WWTF",10
2021-09-15,"Sturgeon Bay Utilities WWTF",13
2021-09-15,"Sun Prairie WWTF",15
2021-09-15,"Superior WWTP",3
2021-09-15,"Viroqua WWTF",2
2021-09-15,"Watertown WWTP",5
2021-09-15,"Waukesha WWTP",44
2021-09-15,"Waupaca WWTF",3
2021-09-15,"Wausau Water Works WWTF",20
2021-09-15,"Whitewater WWTF",3
2021-09-15,"Wisconsin Rapids WWTF",17
2020-09-16,"Algoma WWTF",5
2020-09-16,"Appleton WWTF",36
2020-09-16,"Baraboo WWTF",8
2020-09-16,"Beloit WWTF",9
2020-09-16,"Burlington WPCC",4
2020-09-16,"Cedarburg WWTF",2
2020-09-16,"Chippewa Falls WWTF",2
2020-09-16,"Columbus WWTF",1
2020-09-16,"De Pere WWTF",42
2020-09-16,"Eau Claire WWTF",51
2020-09-16,"Fox River WPCC",10
2020-09-16,"Grafton Water & Wastewater Utility",2
2020-09-16,"Green Bay MSD",105
2020-09-16,"Hartford WPCF",3
2020-09-16,"Heart of the Valley MSD",56
2020-09-16,"Hudson WWTF",4
2020-09-16,"Janesville WW Utility",11
2020-09-16,"Kenosha WWTF",9
2020-09-16,"La Crosse WWTP",89
2020-09-16,"Lake Geneva WWTP",1
2020-09-16,"Madison MSD WWTF",218
2020-09-16,"Manitowoc WWTF",7
2020-09-16,"Marinette Wastewater Utility",5
2020-09-16,"Marshfield WWTF",4
2020-09-16,"Mauston WWTF",1
2020-09-16,"Menomonie WWTF",22
2020-09-16,"Milwaukee MSD Jones Island",136
2020-09-16,"Milwaukee MSD South Shore",93
2020-09-16,"Monroe WWTF",5
2020-09-16,"New Richmond WWTF",1
2020-09-16,"Oconomowoc WWTP",2
2020-09-16,"Oshkosh WWTP",45
2020-09-16,"Peshtigo WWTF",1
2020-09-16,"Platteville WWTF",23
2020-09-16,"Plymouth Utilities WWTF",2
2020-09-16,"Port Washington WWTP",9
2020-09-16,"Racine Wastewater Utility",19
2020-09-16,"Rhinelander WWTP",2
2020-09-16,"Rib Mountain MSD WWTF",6
2020-09-16,"River Falls Municipal Utility WWTF",2
2020-09-16,"Sheboygan WWTP",5
2020-09-16,"Sparta WWTF",7
2020-09-16,"Stevens Point WWTF",31
2020-09-16,"Sturgeon Bay Utilities WWTF",1
2020-09-16,"Sun Prairie WWTF",10
2020-09-16,"Superior WWTP",8
2020-09-16,"Viroqua WWTF",1
2020-09-16,"Watertown WWTP",4
2020-09-16,"Waukesha WWTP",7
2020-09-16,"Wausau Water Works WWTF",4
2020-09-16,"Whitewater WWTF",32
2020-09-16,"Wisconsin Rapids WWTF",2
2021-09-16,"Algoma WWTF",1
2021-09-16,"Appleton WWTF",48
2021-09-16,"Ashland Sewage Utility",5
2021-09-16,"Baraboo WWTF",8
2021-09-16,"Beloit WWTF",29
2021-09-16,"Berlin WWTF",2
2021-09-16,"Black River Falls WWTF",5
2021-09-16,"Burlington WPCC",26
2021-09-16,"Cedarburg WWTF",5
2021-09-16,"Chippewa Falls WWTF",7
2021-09-16,"Clintonville Wastewater Utility",6
2021-09-16,"Columbus WWTF",10
2021-09-16,"De Pere WWTF",20
2021-09-16,"Eau Claire WWTF",11
2021-09-16,"Fox River WPCC",6
2021-09-16,"Grafton Water & Wastewater Utility",13
2021-09-16,"Green Bay MSD",72
2021-09-16,"Hartford WPCF",23
2021-09-16,"Hayward WPCF",4
2021-09-16,"Heart of the Valley MSD",43
2021-09-16,"Hudson WWTF",10
2021-09-16,"Janesville WW Utility",15
2021-09-16,"Kenosha WWTF",78
2021-09-16,"La Crosse WWTP",25
2021-09-16,"Lake Geneva WWTP",6
2021-09-16,"Lodi WWTF",1
2021-09-16,"Madison MSD WWTF",125
2021-09-16,"Manitowoc WWTF",24
2021-09-16,"Marinette Wastewater Utility",7
2021-09-16,"Marshfield WWTF",17
2021-09-16,"Mauston WWTF",1
2021-09-16,"Menomonie WWTF",2
2021-09-16,"Merrill WWTP",9
2021-09-16,"Milwaukee MSD Jones Island",175
2021-09-16,"Milwaukee MSD South Shore",273
2021-09-16,"Monroe WWTF",2
2021-09-16,"New Richmond WWTF",2
2021-09-16,"Oconomowoc WWTP",22
2021-09-16,"Oshkosh WWTP",53
2021-09-16,"Peshtigo WWTF",2
2021-09-16,"Plymouth Utilities WWTF",7
2021-09-16,"Port Washington WWTP",6
2021-09-16,"Portage WWTF",6
2021-09-16,"Racine Wastewater Utility",92
2021-09-16,"Rhinelander WWTP",7
2021-09-16,"Rib Lake WWTF",1
2021-09-16,"Rib Mountain MSD WWTF",15
2021-09-16,"River Falls Municipal Utility WWTF",6
2021-09-16,"Sheboygan WWTP",28
2021-09-16,"South Milwaukee WWTF",10
2021-09-16,"Sparta WWTF",4
2021-09-16,"Spencer WWTP",3
2021-09-16,"Spooner WWTP",3
2021-09-16,"Stevens Point WWTF",17
2021-09-16,"Sturgeon Bay Utilities WWTF",2
2021-09-16,"Sun Prairie WWTF",25
2021-09-16,"Superior WWTP",7
2021-09-16,"Viroqua WWTF",1
2021-09-16,"Washburn WWTP",1
2021-09-16,"Watertown WWTP",11
2021-09-16,"Waukesha WWTP",50
2021-09-16,"Waupaca WWTF",9
2021-09-16,"Wausau Water Works WWTF",38
2021-09-16,"Whitewater WWTF",4
2021-09-16,"Wisconsin Rapids WWTF",4
2020-09-17,"Algoma WWTF",3
2020-09-17,"Appleton WWTF",47
2020-09-17,"Baraboo WWTF",9
2020-09-17,"Beloit WWTF",6
2020-09-17,"Berlin WWTF",5
2020-09-17,"Black River Falls WWTF",1
2020-09-17,"Burlington WPCC",2
2020-09-17,"Cedarburg WWTF",2
2020-09-17,"Chippewa Falls WWTF",4
2020-09-17,"Clintonville Wastewater Utility",1
2020-09-17,"De Pere WWTF",46
2020-09-17,"Eau Claire WWTF",47
2020-09-17,"Fox River WPCC",8
2020-09-17,"Grafton Water & Wastewater Utility",4
2020-09-17,"Green Bay MSD",98
2020-09-17,"Hartford WPCF",4
2020-09-17,"Heart of the Valley MSD",56
2020-09-17,"Hudson WWTF",2
2020-09-17,"Janesville WW Utility",13
2020-09-17,"Kenosha WWTF",13
2020-09-17,"La Crosse WWTP",155
2020-09-17,"Lake Geneva WWTP",1
2020-09-17,"Madison MSD WWTF",170
2020-09-17,"Manitowoc WWTF",18
2020-09-17,"Marinette Wastewater Utility",2
2020-09-17,"Marshfield WWTF",8
2020-09-17,"Mauston WWTF",1
2020-09-17,"Menomonie WWTF",23
2020-09-17,"Milwaukee MSD Jones Island",115
2020-09-17,"Milwaukee MSD South Shore",133
2020-09-17,"Monroe WWTF",5
2020-09-17,"Oconomowoc WWTP",10
2020-09-17,"Oshkosh WWTP",114
2020-09-17,"Platteville WWTF",21
2020-09-17,"Plymouth Utilities WWTF",2
2020-09-17,"Port Washington WWTP",4
2020-09-17,"Portage WWTF",1
2020-09-17,"Racine Wastewater Utility",18
2020-09-17,"Rhinelander WWTP",2
2020-09-17,"Rib Mountain MSD WWTF",2
2020-09-17,"River Falls Municipal Utility WWTF",2
2020-09-17,"Sheboygan WWTP",8
2020-09-17,"South Milwaukee WWTF",2
2020-09-17,"Sparta WWTF",2
2020-09-17,"Stevens Point WWTF",26
2020-09-17,"Sturgeon Bay Utilities WWTF",3
2020-09-17,"Sun Prairie WWTF",11
2020-09-17,"Superior WWTP",5
2020-09-17,"Watertown WWTP",10
2020-09-17,"Waukesha WWTP",38
2020-09-17,"Waupaca WWTF",4
2020-09-17,"Wausau Water Works WWTF",6
2020-09-17,"Whitewater WWTF",25
2020-09-17,"Wisconsin Rapids WWTF",4
2021-09-17,"Algoma WWTF",8
2021-09-17,"Appleton WWTF",36
2021-09-17,"Ashland Sewage Utility",2
2021-09-17,"Baraboo WWTF",4
2021-09-17,"Beloit WWTF",4
2021-09-17,"Black River Falls WWTF",3
2021-09-17,"Burlington WPCC",7
2021-09-17,"Cedarburg WWTF",6
2021-09-17,"Chippewa Falls WWTF",19
2021-09-17,"Clintonville Wastewater Utility",7
2021-09-17,"Columbus WWTF",8
2021-09-17,"De Pere WWTF",22
2021-09-17,"Eau Claire WWTF",65
2021-09-17,"Fox River WPCC",13
2021-09-17,"Grafton Water & Wastewater Utility",5
2021-09-17,"Green Bay MSD",108
2021-09-17,"Hartford WPCF",13
2021-09-17,"Hayward WPCF",4
2021-09-17,"Heart of the Valley MSD",17
2021-09-17,"Hudson WWTF",15
2021-09-17,"Janesville WW Utility",5
2021-09-17,"Kenosha WWTF",39
2021-09-17,"La Crosse WWTP",20
2021-09-17,"Lac du Flambeau Tribal Water & Sewer",7
2021-09-17,"Lodi WWTF",4
2021-09-17,"Madison MSD WWTF",226
2021-09-17,"Manitowoc WWTF",19
2021-09-17,"Marinette Wastewater Utility",16
2021-09-17,"Marshfield WWTF",13
2021-09-17,"Mauston WWTF",5
2021-09-17,"Menomonie WWTF",8
2021-09-17,"Merrill WWTP",8
2021-09-17,"Milwaukee MSD Jones Island",173
2021-09-17,"Milwaukee MSD South Shore",371
2021-09-17,"Monroe WWTF",3
2021-09-17,"New Richmond WWTF",10
2021-09-17,"Oconomowoc WWTP",23
2021-09-17,"Oshkosh WWTP",89
2021-09-17,"Peshtigo WWTF",2
2021-09-17,"Platteville WWTF",9
2021-09-17,"Plymouth Utilities WWTF",9
2021-09-17,"Port Washington WWTP",6
2021-09-17,"Portage WWTF",8
2021-09-17,"Racine Wastewater Utility",59
2021-09-17,"Red Cliff WWTP",1
2021-09-17,"Rhinelander WWTP",3
2021-09-17,"Rib Mountain MSD WWTF",13
2021-09-17,"River Falls Municipal Utility WWTF",1
2021-09-17,"Sheboygan WWTP",26
2021-09-17,"South Milwaukee WWTF",8
2021-09-17,"Sparta WWTF",6
2021-09-17,"Spooner WWTP",3
2021-09-17,"Stevens Point WWTF",7
2021-09-17,"Sturgeon Bay Utilities WWTF",11
2021-09-17,"Sun Prairie WWTF",15
2021-09-17,"Superior WWTP",10
2021-09-17,"Viroqua WWTF",5
2021-09-17,"Watertown WWTP",7
2021-09-17,"Waukesha WWTP",51
2021-09-17,"Waupaca WWTF",8
2021-09-17,"Wausau Water Works WWTF",18
2021-09-17,"Whitewater WWTF",1
2021-09-17,"Wisconsin Rapids WWTF",10
2020-09-18,"Appleton WWTF",39
2020-09-18,"Ashland Sewage Utility",3
2020-09-18,"Baraboo WWTF",1
2020-09-18,"Beloit WWTF",1
2020-09-18,"Berlin WWTF",7
2020-09-18,"Black River Falls WWTF",3
2020-09-18,"Cedarburg WWTF",2
2020-09-18,"Clintonville Wastewater Utility",5
2020-09-18,"De Pere WWTF",33
2020-09-18,"Eau Claire WWTF",51
2020-09-18,"Fox River WPCC",4
2020-09-18,"Grafton Water & Wastewater Utility",1
2020-09-18,"Green Bay MSD",134
2020-09-18,"Hartford WPCF",2
2020-09-18,"Heart of the Valley MSD",39
2020-09-18,"Hudson WWTF",3
2020-09-18,"Janesville WW Utility",18
2020-09-18,"Kenosha WWTF",27
2020-09-18,"La Crosse WWTP",67
2020-09-18,"Lake Geneva WWTP",2
2020-09-18,"Lodi WWTF",1
2020-09-18,"Madison MSD WWTF",144
2020-09-18,"Manitowoc WWTF",15
2020-09-18,"Marshfield WWTF",3
2020-09-18,"Mauston WWTF",1
2020-09-18,"Menomonie WWTF",21
2020-09-18,"Merrill WWTP",2
2020-09-18,"Milwaukee MSD Jones Island",155
2020-09-18,"Milwaukee MSD South Shore",141
2020-09-18,"Monroe WWTF",11
2020-09-18,"New Richmond WWTF",3
2020-09-18,"Oshkosh WWTP",81
2020-09-18,"Peshtigo WWTF",3
2020-09-18,"Platteville WWTF",39
2020-09-18,"Plymouth Utilities WWTF",1
2020-09-18,"Portage WWTF",1
2020-09-18,"Racine Wastewater Utility",14
2020-09-18,"Rhinelander WWTP",1
2020-09-18,"Rib Mountain MSD WWTF",12
2020-09-18,"River Falls Municipal Utility WWTF",4
2020-09-18,"Sheboygan WWTP",6
2020-09-18,"South Milwaukee WWTF",7
2020-09-18,"Sparta WWTF",4
2020-09-18,"Stevens Point WWTF",12
2020-09-18,"Sturgeon Bay Utilities WWTF",3
2020-09-18,"Sun Prairie WWTF",7
2020-09-18,"Superior WWTP",9
2020-09-18,"Viroqua WWTF",1
2020-09-18,"Watertown WWTP",5
2020-09-18,"Waukesha WWTP",16
2020-09-18,"Waupaca WWTF",5
2020-09-18,"Wausau Water Works WWTF",7
2020-09-18,"Whitewater WWTF",18
2020-09-18,"Wisconsin Rapids WWTF",2
2021-09-18,"Ashland Sewage Utility",2
2021-09-18,"Baraboo WWTF",6
2021-09-18,"Beloit WWTF",15
2021-09-18,"Berlin WWTF",1
2021-09-18,"Black River Falls WWTF",1
2021-09-18,"Cedarburg WWTF",5
2021-09-18,"Chippewa Falls WWTF",3
2021-09-18,"Clintonville Wastewater Utility",3
2021-09-18,"Columbus WWTF",5
2021-09-18,"De Pere WWTF",15
2021-09-18,"Eau Claire WWTF",37
2021-09-18,"Grafton Water & Wastewater Utility",9
2021-09-18,"Hartford WPCF",20
2021-09-18,"Hayward WPCF",1
2021-09-18,"Heart of the Valley MSD",2
2021-09-18,"Hudson WWTF",11
2021-09-18,"Janesville WW Utility",27
2021-09-18,"Kenosha WWTF",16
2021-09-18,"La Crosse WWTP",11
2021-09-18,"Lac du Flambeau Tribal Water & Sewer",1
2021-09-18,"Lodi WWTF",4
2021-09-18,"Madison MSD WWTF",52
2021-09-18,"Manitowoc WWTF",7
2021-09-18,"Marinette Wastewater Utility",1
2021-09-18,"Marshfield WWTF",16
2021-09-18,"Menomonie WWTF",8
2021-09-18,"Merrill WWTP",2
2021-09-18,"Milwaukee MSD Jones Island",272
2021-09-18,"Milwaukee MSD South Shore",232
2021-09-18,"Monroe WWTF",2
2021-09-18,"New Richmond WWTF",3
2021-09-18,"Oshkosh WWTP",16
2021-09-18,"Platteville WWTF",1
2021-09-18,"Port Washington WWTP",11
2021-09-18,"Portage WWTF",11
2021-09-18,"Rhinelander WWTP",2
2021-09-18,"Rib Mountain MSD WWTF",24
2021-09-18,"River Falls Municipal Utility WWTF",5
2021-09-18,"Sparta WWTF",1
2021-09-18,"Spencer WWTP",1
2021-09-18,"Spooner WWTP",3
2021-09-18,"Stevens Point WWTF",8
2021-09-18,"Sun Prairie WWTF",3
2021-09-18,"Superior WWTP",7
2021-09-18,"Viroqua WWTF",1
2021-09-18,"Waupaca WWTF",5
2021-09-18,"Wausau Water Works WWTF",22
2021-09-18,"Wisconsin Rapids WWTF",16
2020-09-19,"Algoma WWTF",3
2020-09-19,"Appleton WWTF",31
2020-09-19,"Ashland Sewage Utility",6
2020-09-19,"Baraboo WWTF",9
2020-09-19,"Beloit WWTF",12
2020-09-19,"Berlin WWTF",1
2020-09-19,"Black River Falls WWTF",1
2020-09-19,"Cedarburg WWTF",7
2020-09-19,"Chippewa Falls WWTF",3
2020-09-19,"Clintonville Wastewater Utility",2
2020-09-19,"De Pere WWTF",29
2020-09-19,"Eau Claire WWTF",49
2020-09-19,"Grafton Water & Wastewater Utility",3
2020-09-19,"Green Bay MSD",41
2020-09-19,"Hartford WPCF",6
2020-09-19,"Heart of the Valley MSD",49
2020-09-19,"Hudson WWTF",6
2020-09-19,"Janesville WW Utility",17
2020-09-19,"Kenosha WWTF",17
2020-09-19,"La Crosse WWTP",75
2020-09-19,"Madison MSD WWTF",129
2020-09-19,"Manitowoc WWTF",7
2020-09-19,"Marinette Wastewater Utility",2
2020-09-19,"Marshfield WWTF",4
2020-09-19,"Mauston WWTF",3
2020-09-19,"Menomonie WWTF",20
2020-09-19,"Merrill WWTP",2
2020-09-19,"Milwaukee MSD Jones Island",178
2020-09-19,"Milwaukee MSD South Shore",96
2020-09-19,"Monroe WWTF",6
2020-09-19,"Oconomowoc WWTP",3
2020-09-19,"Oshkosh WWTP",57
2020-09-19,"Platteville WWTF",49
2020-09-19,"Port Washington WWTP",4
2020-09-19,"Portage WWTF",3
2020-09-19,"Racine Wastewater Utility",18
2020-09-19,"Rhinelander WWTP",2
2020-09-19,"Rib Mountain MSD WWTF",13
2020-09-19,"River Falls Municipal Utility WWTF",6
2020-09-19,"Sheboygan WWTP",1
2020-09-19,"Sparta WWTF",3
2020-09-19,"Stevens Point WWTF",28
2020-09-19,"Sun Prairie WWTF",5
2020-09-19,"Superior WWTP",2
2020-09-19,"Watertown WWTP",3
2020-09-19,"Waukesha WWTP",16
2020-09-19,"Wausau Water Works WWTF",11
2020-09-19,"Whitewater WWTF",5
2020-09-19,"Wisconsin Rapids WWTF",6
2021-09-19,"Algoma WWTF",2
2021-09-19,"Appleton WWTF",45
2021-09-19,"Ashland Sewage Utility",1
2021-09-19,"Baraboo WWTF",6
2021-09-19,"Beloit WWTF",2
2021-09-19,"Cedarburg WWTF",3
2021-09-19,"Chippewa Falls WWTF",5
2021-09-19,"Clintonville Wastewater Utility",1
2021-09-19,"Columbus WWTF",3
2021-09-19,"Eau Claire WWTF",2
2021-09-19,"Grafton Water & Wastewater Utility",4
2021-09-19,"Green Bay MSD",1
2021-09-19,"Hartford WPCF",8
2021-09-19,"Janesville WW Utility",12
2021-09-19,"Kenosha WWTF",51
2021-09-19,"La Crosse WWTP",11
2021-09-19,"Lac du Flambeau Tribal Water & Sewer",1
2021-09-19,"Lodi WWTF",1
2021-09-19,"Madison MSD WWTF",65
2021-09-19,"Manitowoc WWTF",10
2021-09-19,"Marshfield WWTF",10
2021-09-19,"Mauston WWTF",3
2021-09-19,"Menomonie WWTF",6
2021-09-19,"Merrill WWTP",2
2021-09-19,"Milwaukee MSD Jones Island",182
2021-09-19,"Milwaukee MSD South Shore",114
2021-09-19,"Monroe WWTF",2
2021-09-19,"Oconomowoc WWTP",1
2021-09-19,"Oshkosh WWTP",45
2021-09-19,"Platteville WWTF",1
2021-09-19,"Port Washington WWTP",3
2021-09-19,"Portage WWTF",2
2021-09-19,"Racine Wastewater Utility",58
2021-09-19,"Rhinelander WWTP",5
2021-09-19,"Rib Mountain MSD WWTF",16
2021-09-19,"River Falls Municipal Utility WWTF",4
2021-09-19,"Sparta WWTF",5
2021-09-19,"Spencer WWTP",2
2021-09-19,"Stevens Point WWTF",4
2021-09-19,"Sturgeon Bay Utilities WWTF",1
2021-09-19,"Sun Prairie WWTF",3
2021-09-19,"Superior WWTP",1
2021-09-19,"Viroqua WWTF",1
2021-09-19,"Waupaca WWTF",1
2021-09-19,"Wausau Water Works WWTF",22
2021-09-19,"Wisconsin Rapids WWTF",12
2020-09-02,"Algoma WWTF",2
2020-09-02,"Appleton WWTF",24
2020-09-02,"Beloit WWTF",9
2020-09-02,"Black River Falls WWTF",1
2020-09-02,"Clintonville Wastewater Utility",2
2020-09-02,"Columbus WWTF",1
2020-09-02,"De Pere WWTF",12
2020-09-02,"Eau Claire WWTF",17
2020-09-02,"Green Bay MSD",23
2020-09-02,"Heart of the Valley MSD",14
2020-09-02,"Hudson WWTF",2
2020-09-02,"Janesville WW Utility",3
2020-09-02,"Kenosha WWTF",11
2020-09-02,"La Crosse WWTP",19
2020-09-02,"Lake Geneva WWTP",2
2020-09-02,"Madison MSD WWTF",61
2020-09-02,"Manitowoc WWTF",5
2020-09-02,"Marshfield WWTF",1
2020-09-02,"Menomonie WWTF",3
2020-09-02,"Milwaukee MSD Jones Island",56
2020-09-02,"Milwaukee MSD South Shore",48
2020-09-02,"Monroe WWTF",2
2020-09-02,"New Richmond WWTF",3
2020-09-02,"Oconomowoc WWTP",2
2020-09-02,"Oshkosh WWTP",8
2020-09-02,"Platteville WWTF",1
2020-09-02,"Plymouth Utilities WWTF",2
2020-09-02,"Port Washington WWTP",2
2020-09-02,"Portage WWTF",2
2020-09-02,"Racine Wastewater Utility",11
2020-09-02,"Rib Mountain MSD WWTF",1
2020-09-02,"Sheboygan WWTP",2
2020-09-02,"Sparta WWTF",1
2020-09-02,"Spencer WWTP",1
2020-09-02,"Stevens Point WWTF",5
2020-09-02,"Sun Prairie WWTF",3
2020-09-02,"Superior WWTP",4
2020-09-02,"Viroqua WWTF",1
2020-09-02,"Watertown WWTP",1
2020-09-02,"Waukesha WWTP",5
2020-09-02,"Waupaca WWTF",2
2020-09-02,"Wausau Water Works WWTF",1
2020-09-02,"Whitewater WWTF",3
2020-09-02,"Wisconsin Rapids WWTF",3
2021-09-02,"Algoma WWTF",1
2021-09-02,"Appleton WWTF",17
2021-09-02,"Ashland Sewage Utility",1
2021-09-02,"Baraboo WWTF",3
2021-09-02,"Beloit WWTF",8
2021-09-02,"Berlin WWTF",4
2021-09-02,"Black River Falls WWTF",2
2021-09-02,"Burlington WPCC",7
2021-09-02,"Cedarburg WWTF",1
2021-09-02,"Chippewa Falls WWTF",22
2021-09-02,"Clintonville Wastewater Utility",1
2021-09-02,"Columbus WWTF",2
2021-09-02,"De Pere WWTF",18
2021-09-02,"Eau Claire WWTF",41
2021-09-02,"Fox River WPCC",4
2021-09-02,"Grafton Water & Wastewater Utility",7
2021-09-02,"Green Bay MSD",40
2021-09-02,"Hartford WPCF",9
2021-09-02,"Heart of the Valley MSD",17
2021-09-02,"Hudson WWTF",7
2021-09-02,"Janesville WW Utility",14
2021-09-02,"Kenosha WWTF",30
2021-09-02,"La Crosse WWTP",13
2021-09-02,"Lake Geneva WWTP",1
2021-09-02,"Madison MSD WWTF",72
2021-09-02,"Manitowoc WWTF",8
2021-09-02,"Marinette Wastewater Utility",6
2021-09-02,"Marshfield WWTF",15
2021-09-02,"Mauston WWTF",3
2021-09-02,"Menomonie WWTF",6
2021-09-02,"Merrill WWTP",10
2021-09-02,"Milwaukee MSD Jones Island",174
2021-09-02,"Milwaukee MSD South Shore",236
2021-09-02,"Monroe WWTF",3
2021-09-02,"New Richmond WWTF",2
2021-09-02,"Oconomowoc WWTP",4
2021-09-02,"Oshkosh WWTP",28
2021-09-02,"Peshtigo WWTF",2
2021-09-02,"Platteville WWTF",1
2021-09-02,"Plymouth Utilities WWTF",3
2021-09-02,"Port Washington WWTP",4
2021-09-02,"Portage WWTF",5
2021-09-02,"Racine Wastewater Utility",39
2021-09-02,"Rhinelander WWTP",2
2021-09-02,"Rib Lake WWTF",1
2021-09-02,"Rib Mountain MSD WWTF",8
2021-09-02,"River Falls Municipal Utility WWTF",3
2021-09-02,"Sheboygan WWTP",26
2021-09-02,"South Milwaukee WWTF",5
2021-09-02,"Sparta WWTF",8
2021-09-02,"Spencer WWTP",2
2021-09-02,"Stevens Point WWTF",4
2021-09-02,"Sturgeon Bay Utilities WWTF",4
2021-09-02,"Sun Prairie WWTF",5
2021-09-02,"Superior WWTP",4
2021-09-02,"Viroqua WWTF",2
2021-09-02,"Watertown WWTP",7
2021-09-02,"Waukesha WWTP",20
2021-09-02,"Waupaca WWTF",2
2021-09-02,"Wausau Water Works WWTF",11
2021-09-02,"Whitewater WWTF",3
2021-09-02,"Wisconsin Rapids WWTF",7
2020-09-20,"Appleton WWTF",23
2020-09-20,"Ashland Sewage Utility",1
2020-09-20,"Beloit WWTF",7
2020-09-20,"Berlin WWTF",1
2020-09-20,"Burlington WPCC",2
2020-09-20,"Chippewa Falls WWTF",1
2020-09-20,"Clintonville Wastewater Utility",1
2020-09-20,"De Pere WWTF",17
2020-09-20,"Eau Claire WWTF",21
2020-09-20,"Fox River WPCC",5
2020-09-20,"Green Bay MSD",53
2020-09-20,"Heart of the Valley MSD",18
2020-09-20,"Hudson WWTF",6
2020-09-20,"Janesville WW Utility",18
2020-09-20,"Kenosha WWTF",22
2020-09-20,"La Crosse WWTP",41
2020-09-20,"Lake Geneva WWTP",1
2020-09-20,"Madison MSD WWTF",74
2020-09-20,"Manitowoc WWTF",8
2020-09-20,"Marinette Wastewater Utility",4
2020-09-20,"Marshfield WWTF",4
2020-09-20,"Menomonie WWTF",4
2020-09-20,"Merrill WWTP",1
2020-09-20,"Milwaukee MSD Jones Island",66
2020-09-20,"Milwaukee MSD South Shore",49
2020-09-20,"Monroe WWTF",5
2020-09-20,"New Richmond WWTF",1
2020-09-20,"Oconomowoc WWTP",6
2020-09-20,"Oshkosh WWTP",61
2020-09-20,"Platteville WWTF",5
2020-09-20,"Racine Wastewater Utility",71
2020-09-20,"Rhinelander WWTP",2
2020-09-20,"Rib Mountain MSD WWTF",5
2020-09-20,"River Falls Municipal Utility WWTF",2
2020-09-20,"Sheboygan WWTP",5
2020-09-20,"Sparta WWTF",5
2020-09-20,"Spencer WWTP",1
2020-09-20,"Stevens Point WWTF",22
2020-09-20,"Sun Prairie WWTF",9
2020-09-20,"Superior WWTP",11
2020-09-20,"Watertown WWTP",3
2020-09-20,"Waukesha WWTP",14
2020-09-20,"Wausau Water Works WWTF",8
2020-09-20,"Whitewater WWTF",15
2021-09-20,"Algoma WWTF",4
2021-09-20,"Appleton WWTF",25
2021-09-20,"Ashland Sewage Utility",1
2021-09-20,"Baraboo WWTF",1
2021-09-20,"Beloit WWTF",41
2021-09-20,"Berlin WWTF",7
2021-09-20,"Burlington WPCC",12
2021-09-20,"Cedarburg WWTF",1
2021-09-20,"Chippewa Falls WWTF",10
2021-09-20,"Clintonville Wastewater Utility",2
2021-09-20,"Columbus WWTF",3
2021-09-20,"De Pere WWTF",46
2021-09-20,"Eau Claire WWTF",47
2021-09-20,"Fox River WPCC",15
2021-09-20,"Grafton Water & Wastewater Utility",4
2021-09-20,"Green Bay MSD",168
2021-09-20,"Hartford WPCF",8
2021-09-20,"Hayward WPCF",1
2021-09-20,"Heart of the Valley MSD",31
2021-09-20,"Hudson WWTF",38
2021-09-20,"Janesville WW Utility",28
2021-09-20,"Kenosha WWTF",46
2021-09-20,"La Crosse WWTP",15
2021-09-20,"Lac du Flambeau Tribal Water & Sewer",10
2021-09-20,"Lake Geneva WWTP",2
2021-09-20,"Lodi WWTF",4
2021-09-20,"Madison MSD WWTF",185
2021-09-20,"Manitowoc WWTF",6
2021-09-20,"Marinette Wastewater Utility",13
2021-09-20,"Marshfield WWTF",15
2021-09-20,"Mauston WWTF",2
2021-09-20,"Menomonie WWTF",3
2021-09-20,"Merrill WWTP",3
2021-09-20,"Milwaukee MSD Jones Island",282
2021-09-20,"Milwaukee MSD South Shore",449
2021-09-20,"New Richmond WWTF",6
2021-09-20,"Oconomowoc WWTP",21
2021-09-20,"Oshkosh WWTP",27
2021-09-20,"Peshtigo WWTF",3
2021-09-20,"Platteville WWTF",1
2021-09-20,"Plymouth Utilities WWTF",10
2021-09-20,"Port Washington WWTP",3
2021-09-20,"Portage WWTF",1
2021-09-20,"Racine Wastewater Utility",64
2021-09-20,"Rhinelander WWTP",9
2021-09-20,"Rib Mountain MSD WWTF",30
2021-09-20,"River Falls Municipal Utility WWTF",9
2021-09-20,"Sheboygan WWTP",33
2021-09-20,"South Milwaukee WWTF",12
2021-09-20,"Sparta WWTF",3
2021-09-20,"Spencer WWTP",1
2021-09-20,"Spooner WWTP",2
2021-09-20,"Stevens Point WWTF",6
2021-09-20,"Sturgeon Bay Utilities WWTF",12
2021-09-20,"Sun Prairie WWTF",24
