"Date","Site","FirstConfirmed"
2021-12-08,"Oconomowoc WWTP",19
2021-12-08,"Oshkosh WWTP",78
2021-12-08,"Peshtigo WWTF",1
2021-12-08,"Platteville WWTF",13
2021-12-08,"Plymouth Utilities WWTF",5
2021-12-08,"Port Washington WWTP",8
2021-12-08,"Portage WWTF",15
2021-12-08,"Racine Wastewater Utility",122
2021-12-08,"Rhinelander WWTP",9
2021-12-08,"Rib Lake WWTF",3
2021-12-08,"Rib Mountain MSD WWTF",55
2021-12-08,"River Falls Municipal Utility WWTF",5
2021-12-08,"Sheboygan WWTP",31
2021-12-08,"South Milwaukee WWTF",10
2021-12-08,"Sparta WWTF",6
2021-12-08,"Spencer WWTP",2
2021-12-08,"Spooner WWTP",5
2021-12-08,"Stevens Point WWTF",18
2021-12-08,"Sturgeon Bay Utilities WWTF",9
2021-12-08,"Sun Prairie WWTF",10
2021-12-08,"Superior WWTP",2
2021-12-08,"Viroqua WWTF",6
2021-12-08,"Washburn WWTP",2
2021-12-08,"Watertown WWTP",10
2021-12-08,"Waukesha WWTP",31
2021-12-08,"Waupaca WWTF",7
2021-12-08,"Wausau Water Works WWTF",29
2021-12-08,"Whitewater WWTF",7
2021-12-08,"Wisconsin Rapids WWTF",29
2020-12-09,"Appleton WWTF",37
2020-12-09,"Ashland Sewage Utility",3
2020-12-09,"Baraboo WWTF",5
2020-12-09,"Beloit WWTF",12
2020-12-09,"Berlin WWTF",3
2020-12-09,"Black River Falls WWTF",4
2020-12-09,"Burlington WPCC",15
2020-12-09,"Cedarburg WWTF",6
2020-12-09,"Chippewa Falls WWTF",6
2020-12-09,"Clintonville Wastewater Utility",2
2020-12-09,"Columbus WWTF",4
2020-12-09,"De Pere WWTF",30
2020-12-09,"Eau Claire WWTF",32
2020-12-09,"Fox River WPCC",16
2020-12-09,"Grafton Water & Wastewater Utility",7
2020-12-09,"Green Bay MSD",80
2020-12-09,"Hartford WPCF",11
2020-12-09,"Hayward WPCF",3
2020-12-09,"Heart of the Valley MSD",31
2020-12-09,"Hudson WWTF",4
2020-12-09,"Janesville WW Utility",24
2020-12-09,"Kenosha WWTF",47
2020-12-09,"La Crosse WWTP",15
2020-12-09,"Lake Geneva WWTP",3
2020-12-09,"Lodi WWTF",4
2020-12-09,"Madison MSD WWTF",176
2020-12-09,"Manitowoc WWTF",23
2020-12-09,"Marinette Wastewater Utility",4
2020-12-09,"Marshfield WWTF",26
2020-12-09,"Mauston WWTF",12
2020-12-09,"Menomonie WWTF",9
2020-12-09,"Merrill WWTP",5
2020-12-09,"Milwaukee MSD Jones Island",355
2020-12-09,"Milwaukee MSD South Shore",467
2020-12-09,"Monroe WWTF",3
2020-12-09,"New Richmond WWTF",1
2020-12-09,"Oconomowoc WWTP",18
2020-12-09,"Oshkosh WWTP",43
2020-12-09,"Peshtigo WWTF",3
2020-12-09,"Platteville WWTF",10
2020-12-09,"Plymouth Utilities WWTF",1
2020-12-09,"Port Washington WWTP",12
2020-12-09,"Portage WWTF",8
2020-12-09,"Racine Wastewater Utility",131
2020-12-09,"Rhinelander WWTP",3
2020-12-09,"Rib Mountain MSD WWTF",19
2020-12-09,"River Falls Municipal Utility WWTF",9
2020-12-09,"Sheboygan WWTP",29
2020-12-09,"South Milwaukee WWTF",23
2020-12-09,"Sparta WWTF",9
2020-12-09,"Spencer WWTP",1
2020-12-09,"Spooner WWTP",2
2020-12-09,"Stevens Point WWTF",20
2020-12-09,"Sturgeon Bay Utilities WWTF",7
2020-12-09,"Sun Prairie WWTF",21
2020-12-09,"Superior WWTP",11
2020-12-09,"Viroqua WWTF",1
2020-12-09,"Washburn WWTP",3
2020-12-09,"Watertown WWTP",11
2020-12-09,"Waukesha WWTP",84
2020-12-09,"Waupaca WWTF",4
2020-12-09,"Wausau Water Works WWTF",22
2020-12-09,"Whitewater WWTF",3
2020-12-09,"Wisconsin Rapids WWTF",15
2021-12-09,"Algoma WWTF",1
2021-12-09,"Appleton WWTF",83
2021-12-09,"Ashland Sewage Utility",3
2021-12-09,"Baraboo WWTF",34
2021-12-09,"Beloit WWTF",50
2021-12-09,"Berlin WWTF",9
2021-12-09,"Black River Falls WWTF",3
2021-12-09,"Burlington WPCC",11
2021-12-09,"Cedarburg WWTF",8
2021-12-09,"Chippewa Falls WWTF",13
2021-12-09,"Clintonville Wastewater Utility",5
2021-12-09,"Columbus WWTF",4
2021-12-09,"De Pere WWTF",48
2021-12-09,"Eau Claire WWTF",85
2021-12-09,"Fox River WPCC",13
2021-12-09,"Grafton Water & Wastewater Utility",7
2021-12-09,"Green Bay MSD",251
2021-12-09,"Hartford WPCF",18
2021-12-09,"Hayward WPCF",4
2021-12-09,"Heart of the Valley MSD",59
2021-12-09,"Hudson WWTF",30
2021-12-09,"Janesville WW Utility",57
2021-12-09,"Kenosha WWTF",46
2021-12-09,"La Crosse WWTP",62
2021-12-09,"Lac du Flambeau Tribal Water & Sewer",2
2021-12-09,"Lake Geneva WWTP",9
2021-12-09,"Lodi WWTF",2
2021-12-09,"Madison MSD WWTF",185
2021-12-09,"Manitowoc WWTF",32
2021-12-09,"Marinette Wastewater Utility",18
2021-12-09,"Marshfield WWTF",32
2021-12-09,"Mauston WWTF",8
2021-12-09,"Menomonie WWTF",27
2021-12-09,"Merrill WWTP",12
2021-12-09,"Milwaukee MSD Jones Island",288
2021-12-09,"Milwaukee MSD South Shore",505
2021-12-09,"Monroe WWTF",12
2021-12-09,"New Richmond WWTF",23
2021-12-09,"Oconomowoc WWTP",32
2021-12-09,"Oshkosh WWTP",101
2021-12-09,"Peshtigo WWTF",3
2021-12-09,"Platteville WWTF",6
2021-12-09,"Plymouth Utilities WWTF",15
2021-12-09,"Port Washington WWTP",6
2021-12-09,"Portage WWTF",14
2021-12-09,"Racine Wastewater Utility",146
2021-12-09,"Red Cliff WWTP",2
2021-12-09,"Rhinelander WWTP",2
2021-12-09,"Rib Lake WWTF",1
2021-12-09,"Rib Mountain MSD WWTF",82
2021-12-09,"River Falls Municipal Utility WWTF",22
2021-12-09,"Sheboygan WWTP",70
2021-12-09,"South Milwaukee WWTF",13
2021-12-09,"Sparta WWTF",11
2021-12-09,"Spencer WWTP",7
2021-12-09,"Spooner WWTP",9
2021-12-09,"Stevens Point WWTF",17
2021-12-09,"Sturgeon Bay Utilities WWTF",10
2021-12-09,"Sun Prairie WWTF",18
2021-12-09,"Superior WWTP",18
2021-12-09,"Viroqua WWTF",6
2021-12-09,"Washburn WWTP",2
2021-12-09,"Watertown WWTP",13
2021-12-09,"Waukesha WWTP",42
2021-12-09,"Waupaca WWTF",6
2021-12-09,"Wausau Water Works WWTF",105
2021-12-09,"Whitewater WWTF",13
2021-12-09,"Wisconsin Rapids WWTF",48
2021-02-01,"Appleton WWTF",8
2021-02-01,"Baraboo WWTF",1
2021-02-01,"Beloit WWTF",3
2021-02-01,"Berlin WWTF",1
2021-02-01,"Burlington WPCC",3
2021-02-01,"Cedarburg WWTF",1
2021-02-01,"De Pere WWTF",12
2021-02-01,"Eau Claire WWTF",7
2021-02-01,"Fox River WPCC",7
2021-02-01,"Green Bay MSD",52
2021-02-01,"Hartford WPCF",4
2021-02-01,"Hayward WPCF",1
2021-02-01,"Heart of the Valley MSD",14
2021-02-01,"Hudson WWTF",1
2021-02-01,"Janesville WW Utility",15
2021-02-01,"Kenosha WWTF",39
2021-02-01,"La Crosse WWTP",4
2021-02-01,"Lake Geneva WWTP",4
2021-02-01,"Madison MSD WWTF",40
2021-02-01,"Manitowoc WWTF",3
2021-02-01,"Marinette Wastewater Utility",1
2021-02-01,"Marshfield WWTF",6
2021-02-01,"Menomonie WWTF",4
2021-02-01,"Merrill WWTP",2
2021-02-01,"Milwaukee MSD Jones Island",56
2021-02-01,"Milwaukee MSD South Shore",203
2021-02-01,"Monroe WWTF",2
2021-02-01,"Oconomowoc WWTP",10
2021-02-01,"Oshkosh WWTP",9
2021-02-01,"Port Washington WWTP",2
2021-02-01,"Portage WWTF",1
2021-02-01,"Racine Wastewater Utility",18
2021-02-01,"Rhinelander WWTP",2
2021-02-01,"Rib Mountain MSD WWTF",9
2021-02-01,"River Falls Municipal Utility WWTF",4
2021-02-01,"Sheboygan WWTP",6
2021-02-01,"South Milwaukee WWTF",4
2021-02-01,"Sparta WWTF",1
2021-02-01,"Stevens Point WWTF",10
2021-02-01,"Sun Prairie WWTF",3
2021-02-01,"Superior WWTP",6
2021-02-01,"Viroqua WWTF",1
2021-02-01,"Watertown WWTP",4
2021-02-01,"Waukesha WWTP",13
2021-02-01,"Waupaca WWTF",1
2021-02-01,"Wausau Water Works WWTF",5
2021-02-01,"Whitewater WWTF",3
2021-02-01,"Wisconsin Rapids WWTF",3
2022-02-01,"Algoma WWTF",1
2022-02-01,"Appleton WWTF",46
2022-02-01,"Ashland Sewage Utility",5
2022-02-01,"Baraboo WWTF",8
2022-02-01,"Beloit WWTF",31
2022-02-01,"Berlin WWTF",9
2022-02-01,"Black River Falls WWTF",4
2022-02-01,"Burlington WPCC",7
2022-02-01,"Cedarburg WWTF",3
2022-02-01,"Chippewa Falls WWTF",16
2022-02-01,"Clintonville Wastewater Utility",7
2022-02-01,"Columbus WWTF",4
2022-02-01,"De Pere WWTF",40
2022-02-01,"Eau Claire WWTF",57
2022-02-01,"Fox River WPCC",18
2022-02-01,"Grafton Water & Wastewater Utility",14
2022-02-01,"Green Bay MSD",126
2022-02-01,"Hartford WPCF",9
2022-02-01,"Hayward WPCF",1
2022-02-01,"Heart of the Valley MSD",33
2022-02-01,"Hudson WWTF",20
2022-02-01,"Janesville WW Utility",101
2022-02-01,"Kenosha WWTF",87
2022-02-01,"La Crosse WWTP",45
2022-02-01,"Lac du Flambeau Tribal Water & Sewer",3
2022-02-01,"Lake Geneva WWTP",6
2022-02-01,"Lodi WWTF",2
2022-02-01,"Madison MSD WWTF",364
2022-02-01,"Manitowoc WWTF",22
2022-02-01,"Marinette Wastewater Utility",8
2022-02-01,"Marshfield WWTF",12
2022-02-01,"Mauston WWTF",3
2022-02-01,"Menomonie WWTF",16
2022-02-01,"Merrill WWTP",15
2022-02-01,"Milwaukee MSD Jones Island",210
2022-02-01,"Milwaukee MSD South Shore",295
2022-02-01,"Monroe WWTF",5
2022-02-01,"New Richmond WWTF",4
2022-02-01,"Oconomowoc WWTP",22
2022-02-01,"Oshkosh WWTP",69
2022-02-01,"Peshtigo WWTF",3
2022-02-01,"Platteville WWTF",9
2022-02-01,"Plymouth Utilities WWTF",10
2022-02-01,"Port Washington WWTP",8
2022-02-01,"Portage WWTF",20
2022-02-01,"Racine Wastewater Utility",64
2022-02-01,"Rhinelander WWTP",3
2022-02-01,"Rib Lake WWTF",1
2022-02-01,"Rib Mountain MSD WWTF",61
2022-02-01,"River Falls Municipal Utility WWTF",9
2022-02-01,"Sheboygan WWTP",40
2022-02-01,"South Milwaukee WWTF",20
2022-02-01,"Sparta WWTF",10
2022-02-01,"Spencer WWTP",1
2022-02-01,"Spooner WWTP",5
2022-02-01,"Stevens Point WWTF",12
2022-02-01,"Sturgeon Bay Utilities WWTF",5
2022-02-01,"Sun Prairie WWTF",31
2022-02-01,"Superior WWTP",24
2022-02-01,"Viroqua WWTF",7
2022-02-01,"Washburn WWTP",2
2022-02-01,"Watertown WWTP",59
2022-02-01,"Waukesha WWTP",50
2022-02-01,"Waupaca WWTF",7
2022-02-01,"Wausau Water Works WWTF",45
2022-02-01,"Whitewater WWTF",20
2022-02-01,"Wisconsin Rapids WWTF",23
2021-02-10,"Appleton WWTF",28
2021-02-10,"Ashland Sewage Utility",2
2021-02-10,"Baraboo WWTF",3
2021-02-10,"Beloit WWTF",14
2021-02-10,"Berlin WWTF",1
2021-02-10,"Burlington WPCC",5
2021-02-10,"Cedarburg WWTF",4
2021-02-10,"Chippewa Falls WWTF",1
2021-02-10,"Clintonville Wastewater Utility",1
2021-02-10,"Columbus WWTF",1
2021-02-10,"De Pere WWTF",15
2021-02-10,"Eau Claire WWTF",11
2021-02-10,"Fox River WPCC",2
2021-02-10,"Grafton Water & Wastewater Utility",5
2021-02-10,"Green Bay MSD",31
2021-02-10,"Hartford WPCF",3
2021-02-10,"Heart of the Valley MSD",15
2021-02-10,"Hudson WWTF",1
2021-02-10,"Janesville WW Utility",18
2021-02-10,"Kenosha WWTF",25
2021-02-10,"La Crosse WWTP",6
2021-02-10,"Lake Geneva WWTP",1
2021-02-10,"Lodi WWTF",2
2021-02-10,"Madison MSD WWTF",105
2021-02-10,"Manitowoc WWTF",15
2021-02-10,"Marinette Wastewater Utility",1
2021-02-10,"Marshfield WWTF",2
2021-02-10,"Merrill WWTP",2
2021-02-10,"Milwaukee MSD Jones Island",53
2021-02-10,"Milwaukee MSD South Shore",114
2021-02-10,"Monroe WWTF",6
2021-02-10,"New Richmond WWTF",5
2021-02-10,"Oconomowoc WWTP",6
2021-02-10,"Oshkosh WWTP",12
2021-02-10,"Peshtigo WWTF",1
2021-02-10,"Platteville WWTF",1
2021-02-10,"Plymouth Utilities WWTF",3
2021-02-10,"Port Washington WWTP",1
2021-02-10,"Racine Wastewater Utility",19
2021-02-10,"Rhinelander WWTP",1
2021-02-10,"Rib Lake WWTF",1
2021-02-10,"Rib Mountain MSD WWTF",10
2021-02-10,"River Falls Municipal Utility WWTF",2
2021-02-10,"Sheboygan WWTP",25
2021-02-10,"South Milwaukee WWTF",3
2021-02-10,"Sparta WWTF",2
2021-02-10,"Stevens Point WWTF",2
2021-02-10,"Sturgeon Bay Utilities WWTF",3
2021-02-10,"Sun Prairie WWTF",3
2021-02-10,"Superior WWTP",1
2021-02-10,"Viroqua WWTF",2
2021-02-10,"Watertown WWTP",6
2021-02-10,"Waukesha WWTP",16
2021-02-10,"Wausau Water Works WWTF",4
2021-02-10,"Wisconsin Rapids WWTF",12
2022-02-10,"Appleton WWTF",21
2022-02-10,"Ashland Sewage Utility",7
2022-02-10,"Baraboo WWTF",5
2022-02-10,"Beloit WWTF",4
2022-02-10,"Berlin WWTF",1
2022-02-10,"Cedarburg WWTF",2
2022-02-10,"Chippewa Falls WWTF",5
2022-02-10,"Clintonville Wastewater Utility",1
2022-02-10,"De Pere WWTF",14
2022-02-10,"Eau Claire WWTF",40
2022-02-10,"Fox River WPCC",2
2022-02-10,"Grafton Water & Wastewater Utility",2
2022-02-10,"Green Bay MSD",50
2022-02-10,"Hartford WPCF",3
2022-02-10,"Heart of the Valley MSD",15
2022-02-10,"Hudson WWTF",5
2022-02-10,"Janesville WW Utility",26
2022-02-10,"Kenosha WWTF",35
2022-02-10,"La Crosse WWTP",19
2022-02-10,"Lac du Flambeau Tribal Water & Sewer",2
2022-02-10,"Madison MSD WWTF",235
2022-02-10,"Manitowoc WWTF",6
2022-02-10,"Marinette Wastewater Utility",7
2022-02-10,"Marshfield WWTF",9
2022-02-10,"Mauston WWTF",1
2022-02-10,"Menomonie WWTF",8
2022-02-10,"Merrill WWTP",4
2022-02-10,"Milwaukee MSD Jones Island",72
2022-02-10,"Milwaukee MSD South Shore",125
2022-02-10,"Monroe WWTF",11
2022-02-10,"New Richmond WWTF",9
2022-02-10,"Oconomowoc WWTP",2
2022-02-10,"Oshkosh WWTP",33
2022-02-10,"Peshtigo WWTF",5
2022-02-10,"Platteville WWTF",2
2022-02-10,"Plymouth Utilities WWTF",4
2022-02-10,"Port Washington WWTP",1
2022-02-10,"Portage WWTF",7
2022-02-10,"Racine Wastewater Utility",30
2022-02-10,"Rhinelander WWTP",2
2022-02-10,"Rib Mountain MSD WWTF",18
2022-02-10,"River Falls Municipal Utility WWTF",7
2022-02-10,"Sheboygan WWTP",14
2022-02-10,"South Milwaukee WWTF",1
2022-02-10,"Sparta WWTF",9
2022-02-10,"Spencer WWTP",1
2022-02-10,"Spooner WWTP",2
2022-02-10,"Stevens Point WWTF",10
2022-02-10,"Sturgeon Bay Utilities WWTF",5
2022-02-10,"Sun Prairie WWTF",12
2022-02-10,"Superior WWTP",5
2022-02-10,"Viroqua WWTF",3
2022-02-10,"Washburn WWTP",2
2022-02-10,"Watertown WWTP",5
2022-02-10,"Waukesha WWTP",26
2022-02-10,"Waupaca WWTF",2
2022-02-10,"Wausau Water Works WWTF",21
2022-02-10,"Whitewater WWTF",6
2022-02-10,"Wisconsin Rapids WWTF",5
2021-02-11,"Appleton WWTF",11
2021-02-11,"Baraboo WWTF",3
2021-02-11,"Beloit WWTF",7
2021-02-11,"Black River Falls WWTF",1
2021-02-11,"Chippewa Falls WWTF",4
2021-02-11,"De Pere WWTF",7
2021-02-11,"Eau Claire WWTF",6
2021-02-11,"Fox River WPCC",7
2021-02-11,"Grafton Water & Wastewater Utility",1
2021-02-11,"Green Bay MSD",39
2021-02-11,"Hartford WPCF",5
2021-02-11,"Heart of the Valley MSD",8
2021-02-11,"Hudson WWTF",3
2021-02-11,"Janesville WW Utility",12
2021-02-11,"Kenosha WWTF",13
2021-02-11,"La Crosse WWTP",6
2021-02-11,"Madison MSD WWTF",72
2021-02-11,"Manitowoc WWTF",4
2021-02-11,"Marinette Wastewater Utility",3
2021-02-11,"Marshfield WWTF",1
2021-02-11,"Mauston WWTF",2
2021-02-11,"Menomonie WWTF",4
2021-02-11,"Milwaukee MSD Jones Island",76
2021-02-11,"Milwaukee MSD South Shore",128
2021-02-11,"Monroe WWTF",9
2021-02-11,"Oconomowoc WWTP",3
2021-02-11,"Oshkosh WWTP",7
2021-02-11,"Port Washington WWTP",1
2021-02-11,"Portage WWTF",1
2021-02-11,"Racine Wastewater Utility",13
2021-02-11,"Rib Lake WWTF",1
2021-02-11,"Rib Mountain MSD WWTF",6
2021-02-11,"River Falls Municipal Utility WWTF",1
2021-02-11,"Sheboygan WWTP",9
2021-02-11,"South Milwaukee WWTF",4
2021-02-11,"Sparta WWTF",4
2021-02-11,"Spencer WWTP",1
2021-02-11,"Spooner WWTP",2
2021-02-11,"Stevens Point WWTF",4
2021-02-11,"Sun Prairie WWTF",2
2021-02-11,"Superior WWTP",1
2021-02-11,"Watertown WWTP",2
2021-02-11,"Waukesha WWTP",14
2021-02-11,"Waupaca WWTF",1
2021-02-11,"Wausau Water Works WWTF",2
2021-02-11,"Whitewater WWTF",1
2021-02-11,"Wisconsin Rapids WWTF",3
2022-02-11,"Algoma WWTF",2
2022-02-11,"Appleton WWTF",15
2022-02-11,"Ashland Sewage Utility",2
2022-02-11,"Baraboo WWTF",3
2022-02-11,"Beloit WWTF",14
2022-02-11,"Black River Falls WWTF",1
2022-02-11,"Burlington WPCC",1
2022-02-11,"Cedarburg WWTF",4
2022-02-11,"Chippewa Falls WWTF",7
2022-02-11,"Columbus WWTF",1
2022-02-11,"De Pere WWTF",6
2022-02-11,"Eau Claire WWTF",50
2022-02-11,"Fox River WPCC",6
2022-02-11,"Grafton Water & Wastewater Utility",5
2022-02-11,"Green Bay MSD",37
2022-02-11,"Hartford WPCF",3
2022-02-11,"Heart of the Valley MSD",11
2022-02-11,"Hudson WWTF",6
2022-02-11,"Janesville WW Utility",18
2022-02-11,"Kenosha WWTF",26
2022-02-11,"La Crosse WWTP",30
2022-02-11,"Lac du Flambeau Tribal Water & Sewer",1
2022-02-11,"Madison MSD WWTF",184
2022-02-11,"Manitowoc WWTF",10
2022-02-11,"Marinette Wastewater Utility",1
2022-02-11,"Marshfield WWTF",7
2022-02-11,"Menomonie WWTF",6
2022-02-11,"Merrill WWTP",2
2022-02-11,"Milwaukee MSD Jones Island",85
2022-02-11,"Milwaukee MSD South Shore",109
2022-02-11,"Monroe WWTF",4
2022-02-11,"New Richmond WWTF",5
2022-02-11,"Oconomowoc WWTP",8
2022-02-11,"Oshkosh WWTP",27
2022-02-11,"Platteville WWTF",5
2022-02-11,"Port Washington WWTP",2
2022-02-11,"Portage WWTF",2
2022-02-11,"Racine Wastewater Utility",27
2022-02-11,"Rhinelander WWTP",1
2022-02-11,"Rib Lake WWTF",1
2022-02-11,"Rib Mountain MSD WWTF",14
2022-02-11,"River Falls Municipal Utility WWTF",1
2022-02-11,"Sheboygan WWTP",11
2022-02-11,"South Milwaukee WWTF",1
2022-02-11,"Sparta WWTF",2
2022-02-11,"Spencer WWTP",2
2022-02-11,"Spooner WWTP",2
2022-02-11,"Stevens Point WWTF",5
2022-02-11,"Sturgeon Bay Utilities WWTF",1
2022-02-11,"Sun Prairie WWTF",16
2022-02-11,"Superior WWTP",24
2022-02-11,"Viroqua WWTF",3
2022-02-11,"Washburn WWTP",4
2022-02-11,"Watertown WWTP",3
2022-02-11,"Waukesha WWTP",16
2022-02-11,"Waupaca WWTF",4
2022-02-11,"Wausau Water Works WWTF",13
2022-02-11,"Whitewater WWTF",1
2022-02-11,"Wisconsin Rapids WWTF",12
2021-02-12,"Appleton WWTF",16
2021-02-12,"Beloit WWTF",1
2021-02-12,"Burlington WPCC",4
2021-02-12,"Cedarburg WWTF",1
2021-02-12,"Chippewa Falls WWTF",1
2021-02-12,"De Pere WWTF",8
2021-02-12,"Eau Claire WWTF",6
2021-02-12,"Fox River WPCC",5
2021-02-12,"Green Bay MSD",14
2021-02-12,"Hartford WPCF",2
2021-02-12,"Hayward WPCF",3
2021-02-12,"Heart of the Valley MSD",9
2021-02-12,"Janesville WW Utility",12
2021-02-12,"Kenosha WWTF",15
2021-02-12,"La Crosse WWTP",4
2021-02-12,"Lodi WWTF",1
2021-02-12,"Madison MSD WWTF",65
2021-02-12,"Manitowoc WWTF",2
2021-02-12,"Marshfield WWTF",4
2021-02-12,"Menomonie WWTF",2
2021-02-12,"Milwaukee MSD Jones Island",43
2021-02-12,"Milwaukee MSD South Shore",71
2021-02-12,"Monroe WWTF",11
2021-02-12,"New Richmond WWTF",1
2021-02-12,"Oconomowoc WWTP",8
2021-02-12,"Oshkosh WWTP",6
2021-02-12,"Peshtigo WWTF",2
2021-02-12,"Racine Wastewater Utility",21
2021-02-12,"Rib Mountain MSD WWTF",3
2021-02-12,"River Falls Municipal Utility WWTF",2
2021-02-12,"Sheboygan WWTP",2
2021-02-12,"South Milwaukee WWTF",1
2021-02-12,"Stevens Point WWTF",3
2021-02-12,"Sun Prairie WWTF",7
2021-02-12,"Superior WWTP",3
2021-02-12,"Viroqua WWTF",1
2021-02-12,"Watertown WWTP",3
2021-02-12,"Waukesha WWTP",8
2021-02-12,"Wausau Water Works WWTF",17
2021-02-12,"Wisconsin Rapids WWTF",5
2022-02-12,"Algoma WWTF",1
2022-02-12,"Appleton WWTF",12
2022-02-12,"Ashland Sewage Utility",1
2022-02-12,"Baraboo WWTF",1
2022-02-12,"Beloit WWTF",7
2022-02-12,"Burlington WPCC",2
2022-02-12,"Cedarburg WWTF",3
2022-02-12,"Chippewa Falls WWTF",6
2022-02-12,"Clintonville Wastewater Utility",3
2022-02-12,"Columbus WWTF",3
2022-02-12,"De Pere WWTF",6
2022-02-12,"Eau Claire WWTF",15
2022-02-12,"Fox River WPCC",4
2022-02-12,"Grafton Water & Wastewater Utility",3
2022-02-12,"Green Bay MSD",29
2022-02-12,"Hartford WPCF",3
2022-02-12,"Heart of the Valley MSD",7
2022-02-12,"Hudson WWTF",3
2022-02-12,"Janesville WW Utility",26
2022-02-12,"Kenosha WWTF",13
2022-02-12,"La Crosse WWTP",14
2022-02-12,"Lake Geneva WWTP",2
2022-02-12,"Madison MSD WWTF",125
2022-02-12,"Manitowoc WWTF",6
2022-02-12,"Marinette Wastewater Utility",6
2022-02-12,"Marshfield WWTF",2
2022-02-12,"Menomonie WWTF",4
2022-02-12,"Merrill WWTP",2
2022-02-12,"Milwaukee MSD Jones Island",39
2022-02-12,"Milwaukee MSD South Shore",84
2022-02-12,"Monroe WWTF",3
2022-02-12,"New Richmond WWTF",7
2022-02-12,"Oconomowoc WWTP",5
2022-02-12,"Oshkosh WWTP",15
2022-02-12,"Peshtigo WWTF",1
2022-02-12,"Platteville WWTF",2
2022-02-12,"Plymouth Utilities WWTF",1
2022-02-12,"Port Washington WWTP",1
2022-02-12,"Portage WWTF",2
2022-02-12,"Racine Wastewater Utility",38
2022-02-12,"Rhinelander WWTP",1
2022-02-12,"Rib Mountain MSD WWTF",15
2022-02-12,"River Falls Municipal Utility WWTF",7
2022-02-12,"Sheboygan WWTP",15
2022-02-12,"South Milwaukee WWTF",2
2022-02-12,"Sparta WWTF",2
2022-02-12,"Stevens Point WWTF",3
2022-02-12,"Sturgeon Bay Utilities WWTF",1
2022-02-12,"Sun Prairie WWTF",17
2022-02-12,"Superior WWTP",7
2022-02-12,"Viroqua WWTF",5
2022-02-12,"Washburn WWTP",3
2022-02-12,"Watertown WWTP",6
2022-02-12,"Waukesha WWTP",15
2022-02-12,"Waupaca WWTF",2
2022-02-12,"Wausau Water Works WWTF",12
2022-02-12,"Whitewater WWTF",5
2022-02-12,"Wisconsin Rapids WWTF",7
2021-02-13,"Appleton WWTF",4
2021-02-13,"Beloit WWTF",4
2021-02-13,"Burlington WPCC",1
2021-02-13,"Chippewa Falls WWTF",1
2021-02-13,"De Pere WWTF",3
2021-02-13,"Eau Claire WWTF",12
2021-02-13,"Fox River WPCC",1
2021-02-13,"Grafton Water & Wastewater Utility",5
2021-02-13,"Green Bay MSD",3
2021-02-13,"Hartford WPCF",1
2021-02-13,"Hayward WPCF",1
2021-02-13,"Heart of the Valley MSD",8
2021-02-13,"Hudson WWTF",2
2021-02-13,"Janesville WW Utility",16
2021-02-13,"Kenosha WWTF",10
2021-02-13,"La Crosse WWTP",8
2021-02-13,"Madison MSD WWTF",43
2021-02-13,"Manitowoc WWTF",5
2021-02-13,"Menomonie WWTF",1
2021-02-13,"Milwaukee MSD Jones Island",32
2021-02-13,"Milwaukee MSD South Shore",39
2021-02-13,"Oconomowoc WWTP",3
2021-02-13,"Oshkosh WWTP",1
2021-02-13,"Peshtigo WWTF",1
2021-02-13,"Platteville WWTF",3
2021-02-13,"Port Washington WWTP",1
2021-02-13,"Racine Wastewater Utility",6
2021-02-13,"Rhinelander WWTP",1
2021-02-13,"Rib Mountain MSD WWTF",5
2021-02-13,"River Falls Municipal Utility WWTF",1
2021-02-13,"Sheboygan WWTP",2
2021-02-13,"South Milwaukee WWTF",3
2021-02-13,"Stevens Point WWTF",2
2021-02-13,"Sturgeon Bay Utilities WWTF",1
2021-02-13,"Sun Prairie WWTF",4
2021-02-13,"Superior WWTP",3
2021-02-13,"Watertown WWTP",2
2021-02-13,"Waukesha WWTP",3
2021-02-13,"Waupaca WWTF",1
2021-02-13,"Wausau Water Works WWTF",3
2021-02-13,"Wisconsin Rapids WWTF",1
2022-02-13,"Appleton WWTF",13
2022-02-13,"Baraboo WWTF",2
2022-02-13,"Beloit WWTF",3
2022-02-13,"Berlin WWTF",3
2022-02-13,"Burlington WPCC",2
2022-02-13,"Chippewa Falls WWTF",4
2022-02-13,"De Pere WWTF",9
2022-02-13,"Eau Claire WWTF",19
2022-02-13,"Grafton Water & Wastewater Utility",1
2022-02-13,"Green Bay MSD",23
2022-02-13,"Hartford WPCF",2
2022-02-13,"Heart of the Valley MSD",8
2022-02-13,"Hudson WWTF",4
2022-02-13,"Janesville WW Utility",9
2022-02-13,"Kenosha WWTF",9
2022-02-13,"La Crosse WWTP",4
2022-02-13,"Madison MSD WWTF",63
2022-02-13,"Manitowoc WWTF",3
2022-02-13,"Marinette Wastewater Utility",4
2022-02-13,"Marshfield WWTF",2
2022-02-13,"Menomonie WWTF",1
2022-02-13,"Merrill WWTP",2
2022-02-13,"Milwaukee MSD Jones Island",19
2022-02-13,"Milwaukee MSD South Shore",44
2022-02-13,"Monroe WWTF",2
2022-02-13,"New Richmond WWTF",1
2022-02-13,"Oconomowoc WWTP",1
2022-02-13,"Oshkosh WWTP",9
2022-02-13,"Platteville WWTF",4
2022-02-13,"Plymouth Utilities WWTF",1
2022-02-13,"Port Washington WWTP",1
