"Site","Sample ID","Date","Filter","Well","N1Ct","N1","N1LOD","N2CT","N2","N2LOD","PMMOVCT","PMMOV","BCoV","HF183CT","HF183","CrPCT","CrP","Notes","...20"
"Hudson","Hudson 2/17/2021 rep 3",2021-02-17,"3","2","35.39","17825","Y","33.19","55481","Y","24.33","12990226",NA,"28.27","204139716","30.97","48848103","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/17/2021 rep 3",2021-02-17,"3","3","34.1","40736","N","37.07","4640","Y","24.26","13601067",NA,"28.16","219091641","30.81","54318668","LA Bcov appeared not spiked",NA
"Kenosha","Kenosha 2/15/2021 rep 1",2021-02-15,"1","1","32.130000000000003","144374","N","32.840000000000003","69296","N","23.93","17180188","1.04","27.69","301258813","29.19","163627969",NA,NA
"Kenosha","Kenosha 2/15/2021 rep 1",2021-02-15,"1","2","32.07","149320","N","33.01","62433","Y","23.96","16889634","1.06","26.49","677503766","29.36","145802781",NA,NA
"Kenosha","Kenosha 2/15/2021 rep 1",2021-02-15,"1","3","31.71","188871","N","32.020000000000003","117596","N","24.04","15931492","0.89","26.93","502931206","29.13","170762221",NA,NA
"Kenosha","Kenosha 2/15/2021 rep 2",2021-02-15,"2","1","32.61","105920","N","34.07","31589","Y","23.4","24913005","2.0299999999999998","26.46","693954277","29.22","161000989",NA,NA
"Kenosha","Kenosha 2/15/2021 rep 2",2021-02-15,"2","2","33.31","67453","N","33.53","44725","Y","23.28","27211073","2.2200000000000002","26.7","586841766","29.09","175231718",NA,NA
"Kenosha","Kenosha 2/15/2021 rep 2",2021-02-15,"2","3","32.21","136666","N","33.08","59378","Y","23.05","31900210","2.38","26.77","561335244","29.12","171882884",NA,NA
"Kenosha","Kenosha 2/15/2021 rep 3",2021-02-15,"3","1","32.270000000000003","131660","N","32.36","94490","N","23.71","20075592","2.2200000000000002","26.81","544846168","29.34","147747770",NA,NA
"Kenosha","Kenosha 2/15/2021 rep 3",2021-02-15,"3","2","31.89","167800","N","31.56","157329","N","23.57","22239311","2.16","27.21","415918226","29.62","122438475",NA,NA
"Kenosha","Kenosha 2/15/2021 rep 3",2021-02-15,"3","3","31.88","169396","N","32.450000000000003","88949","N","23.76","19398189","2.2400000000000002","26.66","604808168","29.64","120863502",NA,NA
"Kenosha","Kenosha 2/16/2021 rep 1",2021-02-16,"1","1","30.76","348261","N","31.08","214377","N","23.95","16915904","1.62","26.84","536316204","29.35","146961569",NA,NA
"Kenosha","Kenosha 2/16/2021 rep 1",2021-02-16,"1","2","31.61","201612","N","31.21","197314","N","23.87","17959360","1.83","27.1","449534067","29.57","126421313",NA,NA
"Kenosha","Kenosha 2/16/2021 rep 1",2021-02-16,"1","3","31.62","199496","N","31","224425","N","23.79","19021360","2.02","27.24","408455182","29.43","139576584",NA,NA
"Kenosha","Kenosha 2/16/2021 rep 2",2021-02-16,"2","1","31.1","278305","N","31.88","128278","N","23.78","19087442","2.2200000000000002","26.31","767113376","29.23","159575578",NA,NA
"Kenosha","Kenosha 2/16/2021 rep 2",2021-02-16,"2","2","31","297258","N","31.19","199890","N","23.42","24626244","1.92","26.65","609023320","29.6","124487592",NA,NA
"Kenosha","Kenosha 2/16/2021 rep 2",2021-02-16,"2","3","31.43","225826","N","31.3","186327","N","23.94","17019064","1.98","26.91","511076966","29.34","148629801",NA,NA
"Kenosha","Kenosha 2/16/2021 rep 3",2021-02-16,"3","1","30.45","424514","N","30.62","287412","N","23.95","16922369","1.5","26.64","611180367","29.39","142771111",NA,NA
"Kenosha","Kenosha 2/16/2021 rep 3",2021-02-16,"3","2","30.24","484087","N","30.23","369400","N","23.93","17221362","1.34","27.06","462675854","29.83","106506395",NA,NA
"Kenosha","Kenosha 2/16/2021 rep 3",2021-02-16,"3","3","30.36","448081","N","30.96","230777","N","23.78","19118726","1.34","27.31","389121644","29.82","106551507",NA,NA
"Kenosha","Kenosha 2/17/2021 rep 1",2021-02-17,"1","1","32.770000000000003","95413","N","32.78","72226","N","23.94","17040858","2.94","26.22","816128289","29.06","178795360",NA,NA
"Kenosha","Kenosha 2/17/2021 rep 1",2021-02-17,"1","2","34.270000000000003","36595","Y","34.31","27034","Y","23.74","19666463","2.88","26.09","887335185","29.52","131526443",NA,NA
"Kenosha","Kenosha 2/17/2021 rep 1",2021-02-17,"1","3","32.619999999999997","105546","N","33","62624","Y","23.87","17975993","3.14","26.81","545174004","29.34","148069623",NA,NA
"Kenosha","Kenosha 2/17/2021 rep 2",2021-02-17,"2","1","32.659999999999997","102357","N","32.799999999999997","71093","N","23.3","26861068","3.28","26.64","615004432","29.87","103620739",NA,NA
"Kenosha","Kenosha 2/17/2021 rep 2",2021-02-17,"2","2","32.799999999999997","93816","N","32.5","85990","N","23.32","26487213","2.87","27.54","333896195","29.8","108018105",NA,NA
"Kenosha","Kenosha 2/17/2021 rep 2",2021-02-17,"2","3","35.19","20174","Y","32.92","65901","N","23.3","26799538","2.77","26.96","493729775","29.7","115714084",NA,NA
"Kenosha","Kenosha 2/17/2021 rep 3",2021-02-17,"3","1","31.27","250945","N","33.31","51484","Y","23.76","19431606","2.2400000000000002","27.39","368969186","29.98","95572546",NA,NA
"Kenosha","Kenosha 2/17/2021 rep 3",2021-02-17,"3","2","32.700000000000003","99813","N","31.76","138745","N","23.87","17986020","2.2599999999999998","27.65","308620103","29.86","104238830",NA,NA
"Kenosha","Kenosha 2/17/2021 rep 3",2021-02-17,"3","3","32.380000000000003","122674","N","32.35","94695","N","24.31","13175417","2.38","26.01","939247171","29.94","98241562",NA,NA
"Platteville","Platteville 2/15/2021 rep 1",2021-02-15,"1","1","39.020000000000003","1728","Y","33.9","35272","Y","24.86","8913056","0.14000000000000001","27.47","348708015","29.72","114753546",NA,NA
"Platteville","Platteville 2/15/2021 rep 1",2021-02-15,"1","2",NA,"0","Y",NA,"0","Y","24.66","10284054","0.13","27.47","349608285","29.54","129502507",NA,NA
"Platteville","Platteville 2/15/2021 rep 1",2021-02-15,"1","3","34.9","24297","Y",NA,"0","Y","24.93","8505824","0.11","27.53","334601789","29.73","113801823",NA,NA
"Platteville","Platteville 2/15/2021 rep 2",2021-02-15,"2","1","33.31","67609","N","33.35","50155","Y","23.95","16934087","1.83","27.19","423563787","29.39","143697697",NA,NA
"Platteville","Platteville 2/15/2021 rep 2",2021-02-15,"2","2","36.26","10140","Y","33","62847","Y","24.11","15175748","1.78","27.79","282044324","29.66","118853289",NA,NA
"Platteville","Platteville 2/15/2021 rep 2",2021-02-15,"2","3","35","22792","Y","34.56","23130","Y","24.35","12788645","1.63","26.25","798309809","29.62","122425290",NA,NA
"Platteville","Platteville 2/15/2021 rep 3",2021-02-15,"3","1","34.29","35926","Y","35.56","12188","Y","24.47","11785868","1.85","26.96","493503060","29.78","110044155",NA,NA
"Platteville","Platteville 2/15/2021 rep 3",2021-02-15,"3","2","34.32","35427","Y","33.68","40498","Y","24.77","9529279","1.89","26.59","632037563","29.93","98855103",NA,NA
"Platteville","Platteville 2/15/2021 rep 3",2021-02-15,"3","3","34.17","38908","Y","35.07","16687","Y","24.78","9443613","1.65","27.17","428182968","30.19","83257746",NA,NA
"Platteville","Platteville 2/16/2021 rep 1",2021-02-16,"1","1",NA,"0","Y","35.75","10776","Y","24.31","13165780","0.7","27.03","472384257","30.1","88349496",NA,NA
"Platteville","Platteville 2/16/2021 rep 1",2021-02-16,"1","2","33.369999999999997","64883","N",NA,"0","Y","24.44","11992549","0.72","27.29","393643018","30.25","79855992",NA,NA
"Platteville","Platteville 2/16/2021 rep 1",2021-02-16,"1","3","33.64","54811","N",NA,"0","Y","24.43","12120163","0.71","26.91","511445648","30.18","83846814",NA,NA
"Platteville","Platteville 2/16/2021 rep 2",2021-02-16,"2","1","33.229999999999997","71211","N","33.770000000000003","38199","Y","24.23","13885912","1.59","26.96","492413484","29.82","106563165",NA,NA
"Platteville","Platteville 2/16/2021 rep 2",2021-02-16,"2","2","33.799999999999997","49288","N","34.39","25796","Y","24.31","13143329","1.5","27.07","459618896","29.89","101681864",NA,NA
"Platteville","Platteville 2/16/2021 rep 2",2021-02-16,"2","3","33.97","44198","N","35.06","16750","Y","24.31","13182480","1.47","27.39","368990084","30.21","82070902",NA,NA
"Platteville","Platteville 2/16/2021 rep 3",2021-02-16,"3","1","33.700000000000003","52756","N","34.72","20857","Y","23.62","21452165","0.56000000000000005","26.91","511487530","29.55","128361141",NA,NA
"Platteville","Platteville 2/16/2021 rep 3",2021-02-16,"3","2","33.840000000000003","48235","N","34.82","19553","Y","23.66","20764576","0.46","27.36","375786174","29.57","126594521",NA,NA
"Platteville","Platteville 2/16/2021 rep 3",2021-02-16,"3","3",NA,"0","Y","34.5","24066","Y","23.83","18466522","0.54","27.16","430754428","29.63","121839732",NA,NA
"Platteville","Platteville 2/17/2021 rep 1",2021-02-17,"1","1","32.56","109470","N","31.74","139829","N","24.28","13475361","1.18","26.59","632132407","29.99","95384298",NA,NA
"Platteville","Platteville 2/17/2021 rep 1",2021-02-17,"1","2","32.03","153739","N","31.99","119151","N","24.26","13603662","1.1499999999999999","26.78","555808295","29.49","134130932",NA,NA
"Platteville","Platteville 2/17/2021 rep 1",2021-02-17,"1","3","31.74","185204","N","31.9","126606","N","24.35","12804974","1.1499999999999999","27.05","463106116","30.32","75989833",NA,NA
"Platteville","Platteville 2/17/2021 rep 2",2021-02-17,"2","1","32.049999999999997","151492","N","32.69","76610","N","23.21","28494801","0.76","26.09","889957514","29.77","110289805",NA,NA
"Platteville","Platteville 2/17/2021 rep 2",2021-02-17,"2","2","33.01","81871","N","32.07","113853","N","22.98","33713249","0.95","25.85","1049378608","29.43","139122293",NA,NA
"Platteville","Platteville 2/17/2021 rep 2",2021-02-17,"2","3","32.229999999999997","135209","N","32.29","98500","N","23.04","32322034","1.04","27.24","408901801","29.58","125808024",NA,NA
"Platteville","Platteville 2/17/2021 rep 3",2021-02-17,"3","1","33.520000000000003","58997","N","33.520000000000003","44837","Y","22.01","66764341","1.67","24.1","3423192604","29.78","109848308","HF183 outlier?",NA
"Platteville","Platteville 2/17/2021 rep 3",2021-02-17,"3","2","33.17","74066","N","32.61","80486","N","21.97","68772898","1.59","25.49","1333483413","29.43","139310084",NA,NA
"Platteville","Platteville 2/17/2021 rep 3",2021-02-17,"3","3","32.69","100441","N","33.43","47698","Y","21.77","78877758","1.6","26.75","568659754","29.88","102475831",NA,NA
"Plymouth","Plymouth (M) 2.15.21 rep 1",2021-02-15,"1","1","34.299999999999997","35768","Y","36.25","7852","Y","26.23","3394288","1.95","27.28","398149794","31.16","43056988",NA,NA
"Plymouth","Plymouth (M) 2.15.21 rep 1",2021-02-15,"1","2","38.659999999999997","2183","Y","34.32","27019","Y","25.22","6928965","1.86","27.65","308630500","29.81","107905149",NA,NA
"Plymouth","Plymouth (M) 2.15.21 rep 1",2021-02-15,"1","3","34.74","27060","Y","34.65","21774","Y","25.48","5755420","1.88","28","243708860","30.35","74495963",NA,NA
"Plymouth","Plymouth (M) 2.15.21 rep 2",2021-02-15,"2","1","33.659999999999997","54110","N","36.11","8583","Y","25.51","5655027","2.12","26.9","513821593","29.82","106691058",NA,NA
"Plymouth","Plymouth (M) 2.15.21 rep 2",2021-02-15,"2","2","33.44","62300","N",NA,"0","Y","25.58","5351838","2.48","27.35","378287841","30.3","76968645",NA,NA
"Plymouth","Plymouth (M) 2.15.21 rep 2",2021-02-15,"2","3","34.03","42697","N","33.25","53377","Y","25.05","7814093","2.35","27.82","276689582","30.58","63655366",NA,NA
"Plymouth","Plymouth (M) 2.15.21 rep 3",2021-02-15,"3","1","34.200000000000003","38048","Y","36.99","4883","Y","25.41","6067642","1.5","27.9","262013325","29.98","96151157",NA,NA
"Plymouth","Plymouth (M) 2.15.21 rep 3",2021-02-15,"3","2","34.97","23334","Y","34.229999999999997","28461","Y","25.19","7069433","1.72","27.17","428161739","30.04","91751272",NA,NA
"Plymouth","Plymouth (M) 2.15.21 rep 3",2021-02-15,"3","3","34.18","38554","Y","33.44","47336","Y","25.18","7136190","1.94","27.48","346458400","30.42","71241788",NA,NA
"Plymouth","Plymouth (T) 2.16.21 rep 1",2021-02-16,"1","1","31.67","193637","N","32.94","65066","Y","24.92","8531136","0.62","27.01","478143154","29.38","144400930",NA,NA
"Plymouth","Plymouth (T) 2.16.21 rep 1",2021-02-16,"1","2","32.15","141819","N","33.69","40400","Y","24.59","10774593","0.66","27.44","357953140","30.01","94217766",NA,NA
"Plymouth","Plymouth (T) 2.16.21 rep 1",2021-02-16,"1","3","31.89","167845","N","33.46","46657","Y","24.8","9290862","0.65","27.5","341689612","30.05","91157839",NA,NA
"Plymouth","Plymouth (T) 2.16.21 rep 2",2021-02-16,"2","1","33.049999999999997","79898","N","33.4","48628","Y","24.69","10057814","0.98","26.98","485560141","29.59","124842135",NA,NA
"Plymouth","Plymouth (T) 2.16.21 rep 2",2021-02-16,"2","2","32.21","136759","N","34.25","28107","Y","24.69","10022276","0.81","27.2","419186346","29.52","131294433",NA,NA
"Plymouth","Plymouth (T) 2.16.21 rep 2",2021-02-16,"2","3","32.840000000000003","91515","N","32.409999999999997","91406","N","24.68","10161784","0.79","28.19","214923677","30.04","92215174",NA,NA
"Plymouth","Plymouth (T) 2.16.21 rep 3",2021-02-16,"3","1","34.409999999999997","33423","Y","33.15","56828","Y","24.75","9640776","0.56000000000000005","26.48","685363867","30.21","82128720",NA,NA
"Plymouth","Plymouth (T) 2.16.21 rep 3",2021-02-16,"3","2","32.450000000000003","117308","N","35.89","9860","Y","24.61","10623715","0.55000000000000004","26.6","630743074","29.23","160015216",NA,NA
"Plymouth","Plymouth (T) 2.16.21 rep 3",2021-02-16,"3","3","32.11","145945","N","33.74","39011","Y","24.87","8845373","0.56999999999999995","27.35","380178406","29.71","115573280",NA,NA
"Plymouth","Plymouth (W) 2.17.21 rep 1",2021-02-17,"1","1","32.07","149975","N","32.840000000000003","69508","N","25.65","5117579","1.75","27.13","440097080","30.37","73617000",NA,NA
"Plymouth","Plymouth (W) 2.17.21 rep 1",2021-02-17,"1","2","32.950000000000003","85096","N","32.81","70912","N","25.45","5874198","1.82","27.07","458743704","29.53","130132070",NA,NA
"Plymouth","Plymouth (W) 2.17.21 rep 1",2021-02-17,"1","3","33.590000000000003","56633","N","32.51","85937","N","25.51","5638243","2.02","27.35","380235891","30","94394690",NA,NA
"Plymouth","Plymouth (W) 2.17.21 rep 2",2021-02-17,"2","1","34.299999999999997","35778","Y","35.85","10144","Y","25.65","5109268","1.58","27.27","400815955","30.88","51898696",NA,NA
"Plymouth","Plymouth (W) 2.17.21 rep 2",2021-02-17,"2","2","33.96","44628","N","33.85","36303","Y","25.84","4458012","1.76","27.18","424754769","29.47","135975596",NA,NA
"Plymouth","Plymouth (W) 2.17.21 rep 2",2021-02-17,"2","3","34.020000000000003","42728","N","36.97","4957","Y","25.72","4849457","1.73","27.34","382871780","30.04","92064100",NA,NA
"Plymouth","Plymouth (W) 2.17.21 rep 3",2021-02-17,"3","1","33.79","49791","N","34.4","25628","Y","25.34","6373870","1.06","26.74","572163612","29.87","103354857",NA,NA
"Plymouth","Plymouth (W) 2.17.21 rep 3",2021-02-17,"3","2","32.880000000000003","88919","N","33.880000000000003","35594","Y","25.3","6523291","1.1599999999999999","26.74","571296477","29.72","114538003",NA,NA
"Plymouth","Plymouth (W) 2.17.21 rep 3",2021-02-17,"3","3","32.4","121222","N","33.9","35247","Y","25.52","5607595","1.06","26.75","568460156","29.67","118191582",NA,NA
"River Falls","River Falls (M) 2.15.21 rep 1",2021-02-15,"1","1","30.92","313446","N","31.74","139866","N","24.16","14607895","1.85","26.47","690001285","29.26","156273726",NA,NA
"River Falls","River Falls (M) 2.15.21 rep 1",2021-02-15,"1","2","31.41","229334","N","31.31","184306","N","24.14","14869449","1.85","26.29","774350077","29.3","152534314",NA,NA
"River Falls","River Falls (M) 2.15.21 rep 1",2021-02-15,"1","3","30.93","312263","N","30.85","247914","N","24.29","13306408","1.83","26.47","689109504","29.22","160284289",NA,NA
"River Falls","River Falls (M) 2.15.21 rep 2",2021-02-15,"2","1","32.18","139538","N","32.64","78902","N","24.26","13613939","0.76","26.27","789722535","28.99","188665077",NA,NA
"River Falls","River Falls (M) 2.15.21 rep 2",2021-02-15,"2","2","32.840000000000003","91094","N","33.4","48629","Y","24.25","13692331","0.82","26.09","891035844","29.24","158562061",NA,NA
"River Falls","River Falls (M) 2.15.21 rep 2",2021-02-15,"2","3","32.75","96610","N","32.21","103655","N","24.1","15217793","0.75","25.9","1010964518","28.89","201633517",NA,NA
"River Falls","River Falls (M) 2.15.21 rep 3",2021-02-15,"3","1","32.159999999999997","140989","N","32.76","72889","N","24.11","15160657","1.54","27.05","463634622","29.2","162493449",NA,NA
"River Falls","River Falls (M) 2.15.21 rep 3",2021-02-15,"3","2","32.17","140395","N","32.299999999999997","97864","N","23.88","17750956","1.6","25.82","1070448246","29.34","148025625",NA,NA
"River Falls","River Falls (M) 2.15.21 rep 3",2021-02-15,"3","3","32.75","96580","N","33.020000000000003","62050","Y","24.22","14010096","1.54","26.11","875796737","29.01","185291196",NA,NA
"River Falls","River Falls (T) 2.16.21 rep 1",2021-02-16,"1","1","31.84","174025","N","31.56","157333","N","24.08","15460867","2.29","26.08","892482278","29.05","181098359",NA,NA
"River Falls","River Falls (T) 2.16.21 rep 1",2021-02-16,"1","2","31.56","207777","N","32.090000000000003","111762","N","24.02","16098649","2.56","26.45","696192157","28.93","196014697",NA,NA
"River Falls","River Falls (T) 2.16.21 rep 1",2021-02-16,"1","3","31.98","159010","N","31.23","194424","N","24.03","16037036","2.3199999999999998","25.54","1286256594","29.07","178011561",NA,NA
"River Falls","River Falls (T) 2.16.21 rep 2",2021-02-16,"2","1","31.65","195554","N","31.73","140966","N","24.4","12307675","3.97","26.42","709777689","29.02","183727249",NA,NA
"River Falls","River Falls (T) 2.16.21 rep 2",2021-02-16,"2","2","31.95","161939","N","31.89","127224","N","24.42","12144043","4.24","26.01","936406430","29.32","150569510",NA,NA
"River Falls","River Falls (T) 2.16.21 rep 2",2021-02-16,"2","3","31.77","181547","N","32.200000000000003","104804","N","24.43","12069117","3.49","25.39","1432473305","29.18","165207474",NA,NA
"River Falls","River Falls (T) 2.16.21 rep 3",2021-02-16,"3","1","31.85","172124","N","31.99","119354","N","24.29","13376822","3.54","25.99","952096757","29.09","175877259",NA,NA
"River Falls","River Falls (T) 2.16.21 rep 3",2021-02-16,"3","2","31.46","221838","N","33.369999999999997","49336","Y","24.4","12375111","3.47","26.29","776084105","29.26","156678557",NA,NA
"River Falls","River Falls (T) 2.16.21 rep 3",2021-02-16,"3","3","31.77","182110","N","31.86","129587","N","24.52","11303242","3.11","25.78","1096132948","29.44","138035390",NA,NA
"River Falls","River Falls (W) 2.17.21 rep 1",2021-02-17,"1","1","32.49","143417","N","32.909999999999997","83170","N","23.27","34279148","2.5299999999999998","25.99","1188236950","28.34","364654883",NA,NA
"River Falls","River Falls (W) 2.17.21 rep 1",2021-02-17,"1","2","33.22","89235","N","32.42","113529","N","23.47","29750088","2.38","25.82","1335682920","28.72","282476788",NA,NA
"River Falls","River Falls (W) 2.17.21 rep 1",2021-02-17,"1","3","33.21","90193","N","32.71","94375","N","23.41","31000526","2.52","25.51","1644922562","29.09","218988563",NA,NA
