"Site","Sample ID","Date","Filter","Well","N1Ct","N1","N1LOD","N2CT","N2","N2LOD","PMMOVCT","PMMOV","BCoV","HF183CT","HF183","CrPCT","CrP","Notes","...20"
"Sun Prairie","Sun Prairie (S) 2.13.21 rep 3",2021-02-13,"3","1","33.520000000000003","58903","N","33.21","54695","Y","23.36","25645684","0.91","26.52","665261019","29.8","108646739",NA,NA
"Sun Prairie","Sun Prairie (S) 2.13.21 rep 3",2021-02-13,"3","2","32.270000000000003","132144","N","32.81","70623","N","23.39","25143992","0.81","25.61","1226593146","28.21","320433931",NA,NA
"Sun Prairie","Sun Prairie (S) 2.13.21 rep 3",2021-02-13,"3","3","32.119999999999997","145259","N","32.83","69985","N","23.56","22368941","1","25.48","1345111014","28.39","283270779",NA,NA
"Wausau","Wausau (TH)  2.11.21 rep 1",2021-02-11,"1","1","31.96","160355","N","32.56","82814","N","22.78","38746359","0.45","27.15","433607302","28.53","257773040",NA,NA
"Wausau","Wausau (TH)  2.11.21 rep 1",2021-02-11,"1","2","31.86","171323","N","32.619999999999997","80090","N","22.83","37410763","0.42","25.77","1107737696","28.73","225138600",NA,NA
"Wausau","Wausau (TH)  2.11.21 rep 1",2021-02-11,"1","3","31.58","205239","N","33.03","61459","Y","22.9","35608633","0.38","25.93","992392301","28.57","249973903",NA,NA
"Wausau","Wausau (TH)  2.11.21 rep 2",2021-02-11,"2","1","33.76","50623","N","33.57","43487","Y","21.77","79010524","0.41","26.99","483319544","28.5","262491455",NA,NA
"Wausau","Wausau (TH)  2.11.21 rep 2",2021-02-11,"2","2","33.71","52108","N","32.93","65336","Y","21.51","95004270","0.39","26.27","788382491","28.54","255115462",NA,NA
"Wausau","Wausau (TH)  2.11.21 rep 2",2021-02-11,"2","3","33.28","68898","N","34.14","30158","Y","21.54","92989655","0.37","26.16","847599678","28.66","235484171",NA,NA
"Wausau","Wausau (TH)  2.11.21 rep 3",2021-02-11,"3","1","33.979999999999997","44006","N","38.6","1747","Y","23.19","28955828","0.38","27.44","355953625","28.7","229343764",NA,NA
"Wausau","Wausau (TH)  2.11.21 rep 3",2021-02-11,"3","2","33.03","80675","N","33.15","57075","Y","22.91","35316677","0.45","25.5","1324503493","28.89","201642454",NA,NA
"Wausau","Wausau (TH)  2.11.21 rep 3",2021-02-11,"3","3","32.71","99535","N","34.380000000000003","25852","Y","23.31","26599270","0.42","26.42","710937331","28.77","218135439",NA,NA
"Wausau","Wausau (F)  2.12.21 rep 1",2021-02-12,"1","1","32.94","85706","N","34.47","24522","Y","22.72","40355432","0.4","27.3","391681095","28.64","238081324",NA,NA
"Wausau","Wausau (F)  2.12.21 rep 1",2021-02-12,"1","2","34.799999999999997","25907","Y","33.31","51523","Y","23.21","28482527","0.39","25.12","1717831173","28.71","227993319",NA,NA
"Wausau","Wausau (F)  2.12.21 rep 1",2021-02-12,"1","3","33.479999999999997","60536","N","36.840000000000003","5366","Y","23.25","27799519","0.42","25.58","1255349439","28.71","227085324",NA,NA
"Wausau","Wausau (F)  2.12.21 rep 2",2021-02-12,"2","1","33.26","55768","N","36.840000000000003","4316","Y","23.11","24453578","0.28000000000000003","26.53","659266283","28.8","213569385",NA,NA
"Wausau","Wausau (F)  2.12.21 rep 2",2021-02-12,"2","2","35.07","17436","Y","34.61","17885","Y","23.53","18251703","0.24","25.66","1192064478","28.96","191776972",NA,NA
"Wausau","Wausau (F)  2.12.21 rep 2",2021-02-12,"2","3","32.840000000000003","73025","N","34.57","18413","Y","23.64","16936147","0.26","26.35","746798378","28.76","219610037",NA,NA
"Wausau","Wausau (F)  2.12.21 rep 3",2021-02-12,"3","1","33.69","53107","N","35.270000000000003","14684","Y","22.61","43521439","0.4",NA,NA,"28.94","194308520","Outlier HF183 omitted",NA
"Wausau","Wausau (F)  2.12.21 rep 3",2021-02-12,"3","2","34.46","32305","Y","34.83","19437","Y","22.86","36612186","0.28999999999999998","25.59","1251274219","28.76","219310089",NA,NA
"Wausau","Wausau (F)  2.12.21 rep 3",2021-02-12,"3","3","35.21","19954","Y","34.409999999999997","25467","Y","22.8","38163616","0.43","25.87","1031541877","28.88","202038374",NA,NA
"Wausau","Wausau (S)  2.13.21 rep 1",2021-02-13,"1","1","33.61","55561","N","33.880000000000003","35781","Y","22.88","35978042","0.98","26.02","933720998","28.22","316578819",NA,NA
"Wausau","Wausau (S)  2.13.21 rep 1",2021-02-13,"1","2","33.51","59446","N","33.19","55500","Y","22.52","46566064","0.79","26.03","923201030","28.61","243191200",NA,NA
"Wausau","Wausau (S)  2.13.21 rep 1",2021-02-13,"1","3","32.51","113218","N","33.53","44788","Y","22.76","39287194","1.03","25.52","1305513102","28.43","275311053",NA,NA
"Wausau","Wausau (S)  2.13.21 rep 2",2021-02-13,"2","1","33.119999999999997","76442","N","33.54","44230","Y","22.87","36213256","0.48","25.78","1095182335","28.21","320763610",NA,NA
"Wausau","Wausau (S)  2.13.21 rep 2",2021-02-13,"2","2","33.76","50742","N","34.04","32237","Y","22.91","35388565","0.51","24.84","2073005869","28.26","308567012",NA,NA
"Wausau","Wausau (S)  2.13.21 rep 2",2021-02-13,"2","3","32.68","101094","N","33.68","40678","Y","22.34","52935458","0.7","25.63","1211062403","28.11","343409650",NA,NA
"Wausau","Wausau (S)  2.13.21 rep 3",2021-02-13,"3","1","32.67","101827","N","33.409999999999997","48283","Y","22.41","50294161","0.69","25.41","1412258454","28.08","348647177",NA,NA
"Wausau","Wausau (S)  2.13.21 rep 3",2021-02-13,"3","2","32.61","105852","N","34","32974","Y","22.51","46950124","0.72","25.7","1154110990","28.4","280816257",NA,NA
"Wausau","Wausau (S)  2.13.21 rep 3",2021-02-13,"3","3","33.4","63589","N","34.15","30006","Y","22.4","50522739","0.94","25.27","1550881464","28.1","344210853",NA,NA
"Madison","MMSD6 (F) 2.12.21 rep 1",2021-02-12,"1","1",NA,"0","Y","36.200000000000003","8072","Y","23.84","18356920","0.14000000000000001","29.6","82470902","32.47","17606219","Outlier Filter rep",NA
"Madison","MMSD6 (F) 2.12.21 rep 1",2021-02-12,"1","2","38.729999999999997","2089","Y",NA,"0","Y","23.69","20407202","0.09","29.37","96462694","32.049999999999997","23447468","Outlier Filter rep",NA
"Madison","MMSD6 (F) 2.12.21 rep 1",2021-02-12,"1","3",NA,"0","Y",NA,"0","Y","23.82","18580801","0.12","30.13","57940922","31.76","28616038","Outlier Filter rep",NA
"Madison","MMSD6 (F) 2.12.21 rep 2",2021-02-12,"2","1","31.35","189900","N","31.69","115983","N","23.12","24443889","1.22","26.31","960068818","30","118390875",NA,NA
"Madison","MMSD6 (F) 2.12.21 rep 2",2021-02-12,"2","2","31.8","142608","N","31.71","114498","N","23.11","24493960","1.4","26.37","922070794","28.97","238225481",NA,NA
"Madison","MMSD6 (F) 2.12.21 rep 2",2021-02-12,"2","3","31.78","144729","N","31.93","99499","N","23.16","23609710","1.36","25.42","1746530626","29.02","230745025",NA,NA
"Madison","MMSD6 (F) 2.12.21 rep 3",2021-02-12,"3","1","31.73","149382","N","31.99","95572","N","23.08","25049786","1.6","26.01","1172317580","29.42","175822452",NA,NA
"Madison","MMSD6 (F) 2.12.21 rep 3",2021-02-12,"3","2","31.58","163982","N","32.29","78818","N","23.38","20213336","1.49","26","1183789185","28.8","266770977",NA,NA
"Madison","MMSD6 (F) 2.12.21 rep 3",2021-02-12,"3","3","31.95","129298","N","32.35","76138","N","23.3","21482428","1.6","25.56","1590079808","29","232790313",NA,NA
"Madison","MMSD1 (Sun) 2.14.21 rep 1",2021-02-14,"1","1","34.74","26900","Y","34.200000000000003","29050","Y","23.55","22475939","0.84","26.79","553836452","30.18","83755142",NA,NA
"Madison","MMSD1 (Sun) 2.14.21 rep 1",2021-02-14,"1","2","35.299999999999997","18825","Y","34.49","24109","Y","23.69","20386447","0.91","27.03","470806739","31.03","47040645",NA,NA
"Madison","MMSD1 (Sun) 2.14.21 rep 1",2021-02-14,"1","3","33.97","44221","N","33.15","56871","Y","23.64","21026168","0.92","26.98","486175356","30.02","93342790",NA,NA
"Madison","MMSD1 (Sun) 2.14.21 rep 2",2021-02-14,"2","1","34.19","38330","Y","33.71","39872","Y","23.67","20707850","1.25","26.27","788553871","29.99","95254909",NA,NA
"Madison","MMSD1 (Sun) 2.14.21 rep 2",2021-02-14,"2","2","33.19","73094","N","33.549999999999997","44011","Y","23.73","19755746","1.33","26.38","729562139","29.82","106951719",NA,NA
"Madison","MMSD1 (Sun) 2.14.21 rep 2",2021-02-14,"2","3","32.69","100851","N","33.85","36358","Y","23.57","22183142","1.34","26.65","607654280","29.97","96341406",NA,NA
"Madison","MMSD1 (Sun) 2.14.21 rep 3",2021-02-14,"3","1","32.07","149771","N","30.95","232992","N","23.1","30984073","3.4","25.47","1356562913","28.82","210515417",NA,NA
"Madison","MMSD1 (Sun) 2.14.21 rep 3",2021-02-14,"3","2","31.82","175659","N","32.020000000000003","117401","N","23.15","29741975","3.63","24.97","1897388496","29.03","183232635",NA,NA
"Madison","MMSD1 (Sun) 2.14.21 rep 3",2021-02-14,"3","3","31.42","227007","N","31.88","128377","N","23.22","28359227","3.64","26.15","851970801","28.27","307671796",NA,NA
"Madison","MMSD2 (M) 2.15.21 rep 1",2021-02-15,"1","1","32.06","150847","N","31.74","140102","N","22.7","40885726","2.4300000000000002","25.31","1507217314","29.04","181582603",NA,NA
"Madison","MMSD2 (M) 2.15.21 rep 1",2021-02-15,"1","2","32.26","132817","N","31.95","122248","N","22.78","38605249","2.68","26.06","906515044","29.1","173938046",NA,NA
"Madison","MMSD2 (M) 2.15.21 rep 1",2021-02-15,"1","3","32.65","103006","N","32.04","115756","N","22.98","33731099","2.4900000000000002","25.68","1170022887","28.89","201561820",NA,NA
"Madison","MMSD2 (M) 2.15.21 rep 2",2021-02-15,"2","1","32.08","149014","N","32.1","111702","N","23.2","28872825","3.34","25.99","952724905","30","94383819",NA,NA
"Madison","MMSD2 (M) 2.15.21 rep 2",2021-02-15,"2","2","31.82","175798","N","31.94","123216","N","23","33183648","3.12","24.89","2003904796","28.5","261864491",NA,NA
"Madison","MMSD2 (M) 2.15.21 rep 2",2021-02-15,"2","3","31.91","165494","N","32.159999999999997","107015","N","23.19","29084289","3.16","26.44","699937017","28.95","192862796",NA,NA
"Madison","MMSD2 (M) 2.15.21 rep 3",2021-02-15,"3","1","31.88","169695","N","31.91","126161","N","22.5","47284223","2.68","25.4","1416990357","28.89","201018153",NA,NA
"Madison","MMSD2 (M) 2.15.21 rep 3",2021-02-15,"3","2","31.45","223315","N","31.52","161493","N","22.68","41445847","3.33","25.59","1251603064","28.58","247962319",NA,NA
"Madison","MMSD2 (M) 2.15.21 rep 3",2021-02-15,"3","3","32.29","129909","N","32.119999999999997","110238","N","22.67","41958181","2.78","25.97","965094965","28.74","223437263",NA,NA
"Madison","MMSD3 (T) 2.16.21 rep 1",2021-02-16,"1","1","32.03","154126","N","31.56","157097","N","23.14","30095029","0.78","25.67","1184231619","29.59","124773287",NA,NA
"Madison","MMSD3 (T) 2.16.21 rep 1",2021-02-16,"1","2","32.4","121343","N","32.43","89964","N","23.16","29630774","0.84","25.8","1084676632","28.62","242086460",NA,NA
"Madison","MMSD3 (T) 2.16.21 rep 1",2021-02-16,"1","3","32.32","127649","N","32.450000000000003","88813","N","23.02","32616305","0.72","24.98","1878771609","28.67","233304304",NA,NA
"Madison","MMSD3 (T) 2.16.21 rep 2",2021-02-16,"2","1","31.8","142755","N","31.54","127737","N","23.48","18884060","1.69","25.79","1363580487","29.33","186914595",NA,NA
"Madison","MMSD3 (T) 2.16.21 rep 2",2021-02-16,"2","2","32.340000000000003","100454","N","32.64","63158","N","23.27","21962912","1.34","25.87","1291386642","29","233715503",NA,NA
"Madison","MMSD3 (T) 2.16.21 rep 2",2021-02-16,"2","3","31.7","152328","N","32.659999999999997","62170","N","23.31","21306765","1.6","25.77","1378830938","28.92","246608669",NA,NA
"Madison","MMSD3 (T) 2.16.21 rep 3",2021-02-16,"3","1","32.21","109276","N","31.29","149709","N","22.68","33344992","1.32","25.4","1768634294","28.79","268735133",NA,NA
"Madison","MMSD3 (T) 2.16.21 rep 3",2021-02-16,"3","2","31.5","172249","N","32.21","82866","N","22.56","36073917","1.55","26.73","722751851","28.65","297252192",NA,NA
"Madison","MMSD3 (T) 2.16.21 rep 3",2021-02-16,"3","3","31.82","141018","N","32.01","94471","N","22.73","32058430","1.36","24.41","3453699775","28.52","322670933",NA,NA
"Merrill","Merrill (TH) 2.11.21 rep 1",2021-02-11,"1","1","31.72","188028","N","32.18","105978","N","24.55","11071592","2.37","26.74","574240195","29.57","126723720",NA,NA
"Merrill","Merrill (TH) 2.11.21 rep 1",2021-02-11,"1","2","32.04","152196","N","32.159999999999997","106996","N","24.37","12630708","2.25","26.91","511468161","29.43","139391421",NA,NA
"Merrill","Merrill (TH) 2.11.21 rep 1",2021-02-11,"1","3","32","156815","N","32.83","69974","N","24.57","10923693","2.06","27.07","456830904","29.5","132984186",NA,NA
"Merrill","Merrill (TH) 2.11.21 rep 2",2021-02-11,"2","1","33.229999999999997","56878","N","33.32","40943","Y","24.96","6653433","1.04","27.52","422129088","30.13","107997734",NA,NA
"Merrill","Merrill (TH) 2.11.21 rep 2",2021-02-11,"2","2","32.950000000000003","68230","N","32.770000000000003","58047","N","24.96","6664470","0.88","27.86","335212420","30.38","91436836",NA,NA
"Merrill","Merrill (TH) 2.11.21 rep 2",2021-02-11,"2","3","33.07","62996","N","33.4","38747","Y","25.16","5785345","0.76","27.85","337012854","30.01","117708289",NA,NA
"Merrill","Merrill (TH) 2.11.21 rep 3",2021-02-11,"3","1","32.4","121206","N","32.5","86426","N","25.02","7968896","2.44","27.39","369782891","29.7","116095380",NA,NA
"Merrill","Merrill (TH) 2.11.21 rep 3",2021-02-11,"3","2","32.1","146690","N","32.65","78132","N","24.81","9253773","2.83","26.77","562365200","29.56","127138567",NA,NA
"Merrill","Merrill (TH) 2.11.21 rep 3",2021-02-11,"3","3","33.15","74951","N","32.72","74824","N","24.86","8925081","3.1","27","481799731","29.59","124877882",NA,NA
"Merrill","Merrill (F) 2.12.21 rep 1",2021-02-12,"1","1","30.95","307781","N","31.19","199591","N","24.12","14997167","4.4000000000000004","26.36","741281893","29.43","139509573",NA,NA
"Merrill","Merrill (F) 2.12.21 rep 1",2021-02-12,"1","2","30.99","299459","N","30.93","234679","N","24.09","15399549","4.58","27.44","357440129","29.54","129165616",NA,NA
"Merrill","Merrill (F) 2.12.21 rep 1",2021-02-12,"1","3","31.16","267944","N","31.34","180762","N","24.3","13244467","4.03","25.89","1016495915","29.46","136640060",NA,NA
"Merrill","Merrill (F) 2.12.21 rep 2",2021-02-12,"2","1","31.5","216414","N","32.22","102902","N","23.93","17151753","3.06","26.47","688283455","29.7","116094034",NA,NA
"Merrill","Merrill (F) 2.12.21 rep 2",2021-02-12,"2","2","31.71","189062","N","31.9","126974","N","23.89","17698657","2.93","27.07","457851897","29.77","110359297",NA,NA
"Merrill","Merrill (F) 2.12.21 rep 2",2021-02-12,"2","3","32.25","133266","N","31.48","165741","N","23.92","17353898","3.07","26.42","709359731","29.49","133978414",NA,NA
"Merrill","Merrill (F) 2.12.21 rep 3",2021-02-12,"3","1","31.51","215081","N","32.89","67163","N","24.48","11649095","2.2599999999999998","27.33","383580208","29.95","97883528",NA,NA
"Merrill","Merrill (F) 2.12.21 rep 3",2021-02-12,"3","2","32.049999999999997","151393","N","32.21","103577","N","24.42","12207817","1.67","27.6","320673905","29.96","97032493",NA,NA
"Merrill","Merrill (F) 2.12.21 rep 3",2021-02-12,"3","3","31.99","157251","N","31.72","142057","N","24.26","13626695","2.21","26.93","505306278","30.02","93449058",NA,NA
"Merrill","Merrill (S) 2.13.21 rep 1",2021-02-13,"1","1","32.86","90300","N","33.299999999999997","51640","Y","24.11","15180878","4.1100000000000003","27.04","467281466","29.8","108365914",NA,NA
"Merrill","Merrill (S) 2.13.21 rep 1",2021-02-13,"1","2","32.549999999999997","110230","N","33.840000000000003","36720","Y","23.99","16445186","4.43","26.61","627503056","29.57","126309551",NA,NA
"Merrill","Merrill (S) 2.13.21 rep 1",2021-02-13,"1","3","33.44","62353","N","33.35","50183","Y","23.94","17086808","3.87","26.86","526707274","29.41","141007917",NA,NA
"Merrill","Merrill (S) 2.13.21 rep 2",2021-02-13,"2","1","34.159999999999997","31363","Y","34.35","21151","Y","24.6","8572431","2.1800000000000002","27.32","484116948","28.41","348180097",NA,NA
"Merrill","Merrill (S) 2.13.21 rep 2",2021-02-13,"2","2","34.53","24735","Y","33.51","36094","Y","24.66","8220160","2.15","26.97","612258362","28.79","268885170",NA,NA
"Merrill","Merrill (S) 2.13.21 rep 2",2021-02-13,"2","3","33.96","35510","N","35.31","11466","Y","24.5","9196941","1.92","27.18","533274900","28.47","334218004",NA,NA
"Merrill","Merrill (S) 2.13.21 rep 3",2021-02-13,"3","1","33.979999999999997","44047","N","33.96","33845","Y","24.34","12873622","2.12","27.36","376319388","29.99","95259787",NA,NA
"Merrill","Merrill (S) 2.13.21 rep 3",2021-02-13,"3","2","35.24","19636","Y","35.979999999999997","9310","Y","24.52","11369462","2.25","27.39","369200428","29.99","95478908",NA,NA
"Merrill","Merrill (S) 2.13.21 rep 3",2021-02-13,"3","3","33.94","45043","N","34.79","19925","Y","24.36","12664901","2.19","27.35","379504301","29.98","95618393",NA,NA
"Oshkosh","Oshkosh (TH) 2.11.21 rep 1",2021-02-11,"1","1","33.06","79226","N","33.590000000000003","43037","Y","22.54","45944989","2.85","25.92","996268065","28.97","190679897",NA,NA
"Oshkosh","Oshkosh (TH) 2.11.21 rep 1",2021-02-11,"1","2","33.229999999999997","71302","N","33.909999999999997","34952","Y","22.58","44564191","2.76","26.63","619049694","29.02","184759970",NA,NA
"Oshkosh","Oshkosh (TH) 2.11.21 rep 1",2021-02-11,"1","3","33.549999999999997","58084","N","33.71","39725","Y","22.74","39686127","2.73","26.05","913733128","29.09","176066423",NA,NA
"Oshkosh","Oshkosh (TH) 2.11.21 rep 2",2021-02-11,"2","1","32.979999999999997","83735","N","32.479999999999997","87347","N","23.16","29570784","2.21","26.07","901118134","29.14","169691788",NA,NA
"Oshkosh","Oshkosh (TH) 2.11.21 rep 2",2021-02-11,"2","2","33.119999999999997","76254","N","32.61","80166","N","23.11","30574618","2.1","26.7","587968249","29.35","147009735",NA,NA
"Oshkosh","Oshkosh (TH) 2.11.21 rep 2",2021-02-11,"2","3","33.229999999999997","71214","N","33.409999999999997","48112","Y","23.07","31640174","1.97","26.63","616095815","29.28","154210643",NA,NA
"Oshkosh","Oshkosh (TH) 2.11.21 rep 3",2021-02-11,"3","1","32.340000000000003","100514","N","32.58","65676","N","22.81","30412860","1.61","26.17","1055551973","29.08","220638994",NA,NA
"Oshkosh","Oshkosh (TH) 2.11.21 rep 3",2021-02-11,"3","2","32.78","75853","N","33.159999999999997","45369","Y","22.99","26646056","1.51","26.56","808350113","29.16","210026773",NA,NA
"Oshkosh","Oshkosh (TH) 2.11.21 rep 3",2021-02-11,"3","3","32.83","73413","N","32.75","58965","N","22.98","26905442","1.59","26.23","1012381688","29.03","229366184",NA,NA
"Oshkosh","Oshkosh (F) 2.12.21 rep 1",2021-02-12,"1","1","31.82","175413","N","31.17","202212","N","23.42","24668285","3.61","26.54","657207592","29.06","178897439",NA,NA
"Oshkosh","Oshkosh (F) 2.12.21 rep 1",2021-02-12,"1","2","31.12","275849","N","31.9","126861","N","23.19","28986481","3.11","26.49","676739017","29.17","166679872",NA,NA
"Oshkosh","Oshkosh (F) 2.12.21 rep 1",2021-02-12,"1","3","31.5","216179","N","31.12","208801","N","23.19","28916923","3.16","26.94","501188671","28.96","191505344",NA,NA
"Oshkosh","Oshkosh (F) 2.12.21 rep 2",2021-02-12,"2","1","31.92","164764","N","32.19","105077","N","19.55","376993492","2.37","27.39","368645494","30.07","89974336",NA,NA
"Oshkosh","Oshkosh (F) 2.12.21 rep 2",2021-02-12,"2","2","32.47","115650","N","32.06","114481","N","19.22","476478284","2.35","25.88","1026999914","28.47","268149632",NA,NA
"Oshkosh","Oshkosh (F) 2.12.21 rep 2",2021-02-12,"2","3","32.340000000000003","125885","N","32.71","75293","N","19.760000000000002","326203165","1.79","25.8","1082210765","28.64","238820548",NA,NA
"Oshkosh","Oshkosh (F) 2.12.21 rep 3",2021-02-12,"3","1","32.200000000000003","110372","N","33.020000000000003","49618","Y","23.14","24071961","1.83","27.35","474942461","29.42","175761688",NA,NA
"Oshkosh","Oshkosh (F) 2.12.21 rep 3",2021-02-12,"3","2","32.1","117623","N","32.479999999999997","69768","N","23.42","19654802","1.74","26.16","1058060772","29.44","173231991",NA,NA
"Oshkosh","Oshkosh (F) 2.12.21 rep 3",2021-02-12,"3","3","32.82","74061","N","32.29","78773","N","23.37","20473077","1.52","27.01","595684946","29.28","192476970",NA,NA
"Oshkosh","Oshkosh (S) 2.13.21 rep 1",2021-02-13,"1","1","32.74","97489","N","32.54","84340","N","23.31","26628619","2.72","26.52","663976535","29.23","159255733",NA,NA
"Oshkosh","Oshkosh (S) 2.13.21 rep 1",2021-02-13,"1","2","32.799999999999997","93832","N","32.200000000000003","104782","N","23.12","30474591","2.66","26.88","521629339","29.42","139859309",NA,NA
"Oshkosh","Oshkosh (S) 2.13.21 rep 1",2021-02-13,"1","3","32.270000000000003","131971","N","32.78","72196","N","23.41","24731549","2.2000000000000002","27.07","457374341","28.94","194238320",NA,NA
"Oshkosh","Oshkosh (S) 2.13.21 rep 2",2021-02-13,"2","1","32.79","94046","N","32.28","99117","N","22.99","33484852","2.57","26.64","611087368","28.87","203524227",NA,NA
"Oshkosh","Oshkosh (S) 2.13.21 rep 2",2021-02-13,"2","2","33.03","80944","N","33.08","59679","Y","22.97","33887007","2.56","26.01","938513175","29.2","162955166",NA,NA
"Oshkosh","Oshkosh (S) 2.13.21 rep 2",2021-02-13,"2","3","32.090000000000003","147821","N","32.65","78385","N","23.02","32614629","2.88","26.68","595766497","28.98","189065487",NA,NA
"Oshkosh","Oshkosh (S) 2.13.21 rep 3",2021-02-13,"3","1","32.26","132327","N","33.04","61082","Y","22.98","33507617","2.14","26.75","569708995","29.17","165911929",NA,NA
"Oshkosh","Oshkosh (S) 2.13.21 rep 3",2021-02-13,"3","2","33.17","74113","N","32.57","82527","N","22.49","47482733","2.12","25.97","965286079","29.36","146353656",NA,NA
"Oshkosh","Oshkosh (S) 2.13.21 rep 3",2021-02-13,"3","3","32.950000000000003","84881","N","33.85","36301","Y","22.93","34943991","1.96","26.84","537215841","29.14","170242100",NA,NA
"Hudson","Hudson 2/15/2021 rep 1",2021-02-15,"1","1","33.380000000000003","64410","N","33.229999999999997","54150","Y","24.22","14000506",NA,"28.25","206779114","30.01","93933387","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/15/2021 rep 1",2021-02-15,"1","2","34.99","23037","Y","34.369999999999997","26100","Y","24.4","12365562",NA,"29.18","110174420","31.26","40069202","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/15/2021 rep 1",2021-02-15,"1","3","33.19","72847","N","33.71","39672","Y","24.19","14339522",NA,"28.22","210102678","29.99","95319688","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/15/2021 rep 2",2021-02-15,"2","1","32.85","90857","N","32.76","73041","N","23.96","16811848",NA,"28.57","165936958","30.25","79663289","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/15/2021 rep 2",2021-02-15,"2","2","32.42","119351","N","36","9186","Y","23.67","20653906",NA,"29.24","105684804","30.61","62558187","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/15/2021 rep 2",2021-02-15,"2","3","33.64","54734","N","34.35","26350","Y","23.83","18501856",NA,"28.51","172394199","30.67","60118506","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/15/2021 rep 3",2021-02-15,"3","1","32.96","84739","N","34.26","28012","Y","24.13","14920306",NA,"29.06","119555039","30.27","78418770","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/15/2021 rep 3",2021-02-15,"3","2","33.61","55853","N","35.159999999999997","15761","Y","24.08","15426116",NA,"28.61","161763764","30.5","67377644","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/15/2021 rep 3",2021-02-15,"3","3","32.76","96356","N",NA,"0","Y","23.98","16627967",NA,"29.42","93518324","30.41","71752839","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/16/2021 rep 1",2021-02-16,"1","1","33.54","58458","N","33.200000000000003","55296","Y","23.9","17520743",NA,"27.5","342432268","29.94","98413255","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/16/2021 rep 1",2021-02-16,"1","2","32.79","94211","N","34.17","29612","Y","23.79","18932259",NA,"27.45","354557166","29.88","102748342","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/16/2021 rep 1",2021-02-16,"1","3","34.54","30668","Y","33.72","39600","Y","23.92","17312259",NA,"27.42","362525576","30.12","87242060","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/16/2021 rep 2",2021-02-16,"2","1","34.14","39613","Y","33.33","50638","Y","23.8","18912343",NA,"27.14","436477475","29.85","104391426","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/16/2021 rep 2",2021-02-16,"2","2","33.71","52172","N","33.1","58898","Y","23.86","18030457",NA,"27.29","394277443","30.15","85441112","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/16/2021 rep 2",2021-02-16,"2","3","32.81","93365","N","34.549999999999997","23204","Y","23.66","20811343",NA,"27.54","334135451","30.28","78340531","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/16/2021 rep 3",2021-02-16,"3","1","34.39","33888","Y","37.28","4047","Y","23.45","24082494",NA,"27.4","367365863","29.88","102606490","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/16/2021 rep 3",2021-02-16,"3","2",NA,"0","Y",NA,"0","Y","23.65","21012833",NA,"27.58","325385503","30.1","88198734","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/16/2021 rep 3",2021-02-16,"3","3","34.619999999999997","29184","Y",NA,"0","Y","23.43","24492639",NA,"27.63","314163687","30.08","89549382","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/17/2021 rep 1",2021-02-17,"1","1","33.19","72925","N","34.340000000000003","26586","Y","24.59","10756923",NA,"27.92","258285910","30.57","64210777","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/17/2021 rep 1",2021-02-17,"1","2","33.409999999999997","63502","N","33.799999999999997","37528","Y","24.52","11335507",NA,"27.29","395587738","30.11","87506609","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/17/2021 rep 1",2021-02-17,"1","3","33.03","80904","N","33.130000000000003","57823","Y","24.56","11027149",NA,"28.19","215032266","30.63","61519767","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/17/2021 rep 2",2021-02-17,"2","1","33.200000000000003","72324","N","37.520000000000003","3475","Y","24.82","9144720",NA,"27.12","444190180","29.95","97790854","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/17/2021 rep 2",2021-02-17,"2","2","32.770000000000003","95757","N","34.21","28959","Y","24.79","9370235",NA,"27.35","378558281","30.34","74906406","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/17/2021 rep 2",2021-02-17,"2","3","34.97","23215","Y","32.340000000000003","95649","N","24.78","9422441",NA,"27.3","393141766","30.26","79246152","LA Bcov appeared not spiked",NA
"Hudson","Hudson 2/17/2021 rep 3",2021-02-17,"3","1","35.07","21827","Y","33.92","34802","Y","24.19","14323967",NA,"28.27","202975018","30.71","58161380","LA Bcov appeared not spiked",NA
